species,scope,required_for_energy_roles,source_record_sha256,qchem_source_input_sha256,elements,spin,orbital_qchem_label,orbital_resolution,orbital_pyscf_name,orbital_definition_sha256,auxiliary_qchem_label,auxiliary_resolution,auxiliary_pyscf_name,auxiliary_definition_sha256,ecp_resolution,ecp_definition_sha256,electron_count,ecp_electrons,orbital_shells,orbital_spherical_aos,auxiliary_shells,auxiliary_spherical_aos,runnable_status
V30_CO2_Ar_1+,gscdb137,true,b9dda01d50866df0b38c18ec40d49c773cf540fa8e101c9549bc2d31e355e9b0,5d3a0cce200b1c764991662ef8b5c4f00e7fe311245718f35247a7e592064cc4,Ar;C;O,0,DEF2-QZVPPD,named_alias,def2-qzvppd,3d98727ad6d2685b62176a4d5760d8fed2993a3c16d82c7d2f94eabb6a01e695,rimp2-def2-QZVPPD,hash_pinned_qchem_named_library,rimp2-def2-QZVPPD,f837ce66673c4494e118858a7a5bbe2f955b0f310c71c07e9d868c152ba5c3d2,not_applicable,44136fa355b3678a1146ad16f7e8649e94fb4fc21fe77e8310c060f61caaff8a,40,0,84,274,156,654,runnable_basis_metadata_validated
V30_CO2_Ar_1-,gscdb137,true,ae3106e4cffaf9edc0319dcbfe5c6b7628c58159ec9e3d16cda58352577e13d0,8eb42c1e0bbba8b55d1269805cfbbbdc93ad691e2057c55c3b0f19d8b6e21e90,Ar;C;O,0,DEF2-QZVPPD,named_alias,def2-qzvppd,3d98727ad6d2685b62176a4d5760d8fed2993a3c16d82c7d2f94eabb6a01e695,rimp2-def2-QZVPPD,hash_pinned_qchem_named_library,rimp2-def2-QZVPPD,f837ce66673c4494e118858a7a5bbe2f955b0f310c71c07e9d868c152ba5c3d2,not_applicable,44136fa355b3678a1146ad16f7e8649e94fb4fc21fe77e8310c060f61caaff8a,40,0,84,274,156,654,runnable_basis_metadata_validated
V30_CO2_Ar_2+,gscdb137,true,14c0cc18d92c9a242f048c719357f120ac7463cb6be9d0385f0d46ef47409aec,a4ef9bd8c623aef05175732c19364494da5c493088d9933c0c4ad2f729d96799,Ar;C;O,0,DEF2-QZVPPD,named_alias,def2-qzvppd,3d98727ad6d2685b62176a4d5760d8fed2993a3c16d82c7d2f94eabb6a01e695,rimp2-def2-QZVPPD,hash_pinned_qchem_named_library,rimp2-def2-QZVPPD,f837ce66673c4494e118858a7a5bbe2f955b0f310c71c07e9d868c152ba5c3d2,not_applicable,44136fa355b3678a1146ad16f7e8649e94fb4fc21fe77e8310c060f61caaff8a,40,0,84,274,156,654,runnable_basis_metadata_validated
V30_CO2_Ar_2-,gscdb137,true,4710cc7ffce6a79e3f0a8715c0c6b967711f4cda289272969c9a3ea34287c0f2,929ae82ffcdf987c3c8e296da9399162376de20040bedc8a09d40c6864eb951f,Ar;C;O,0,DEF2-QZVPPD,named_alias,def2-qzvppd,3d98727ad6d2685b62176a4d5760d8fed2993a3c16d82c7d2f94eabb6a01e695,rimp2-def2-QZVPPD,hash_pinned_qchem_named_library,rimp2-def2-QZVPPD,f837ce66673c4494e118858a7a5bbe2f955b0f310c71c07e9d868c152ba5c3d2,not_applicable,44136fa355b3678a1146ad16f7e8649e94fb4fc21fe77e8310c060f61caaff8a,40,0,84,274,156,654,runnable_basis_metadata_validated
V30_CO2_Ar_3+,gscdb137,true,48e740c5b7d86606705e16cc8f950edf013e87f18c8631f6cfaee09df4b5b1b6,d4417b31f37eea50d232ddaf980da8a9d741691add467e1f9faaaa31372cd01f,Ar;C;O,0,DEF2-QZVPPD,named_alias,def2-qzvppd,3d98727ad6d2685b62176a4d5760d8fed2993a3c16d82c7d2f94eabb6a01e695,rimp2-def2-QZVPPD,hash_pinned_qchem_named_library,rimp2-def2-QZVPPD,f837ce66673c4494e118858a7a5bbe2f955b0f310c71c07e9d868c152ba5c3d2,not_applicable,44136fa355b3678a1146ad16f7e8649e94fb4fc21fe77e8310c060f61caaff8a,40,0,84,274,156,654,runnable_basis_metadata_validated
V30_CO2_Ar_3-,gscdb137,true,5cbd0893efca34a63c18d964dfa1379cbc5490ae734ba5a88ef685b3dde398c1,f34681b41c7cf3e18a095bc9ebf94839d175ae65f9107ba90efa47091d0b1a6f,Ar;C;O,0,DEF2-QZVPPD,named_alias,def2-qzvppd,3d98727ad6d2685b62176a4d5760d8fed2993a3c16d82c7d2f94eabb6a01e695,rimp2-def2-QZVPPD,hash_pinned_qchem_named_library,rimp2-def2-QZVPPD,f837ce66673c4494e118858a7a5bbe2f955b0f310c71c07e9d868c152ba5c3d2,not_applicable,44136fa355b3678a1146ad16f7e8649e94fb4fc21fe77e8310c060f61caaff8a,40,0,84,274,156,654,runnable_basis_metadata_validated
V30_CO2_Ar_4+,gscdb137,true,2f3af88090521a330acee674e3ba47e43a46a2407d731911096f3b8ed299d5ec,6dbc4b66cfc3e786b38133b75856cba75dc210b87c414a6b23fdb0e852535ea3,Ar;C;O,0,DEF2-QZVPPD,named_alias,def2-qzvppd,3d98727ad6d2685b62176a4d5760d8fed2993a3c16d82c7d2f94eabb6a01e695,rimp2-def2-QZVPPD,hash_pinned_qchem_named_library,rimp2-def2-QZVPPD,f837ce66673c4494e118858a7a5bbe2f955b0f310c71c07e9d868c152ba5c3d2,not_applicable,44136fa355b3678a1146ad16f7e8649e94fb4fc21fe77e8310c060f61caaff8a,40,0,84,274,156,654,runnable_basis_metadata_validated
V30_CO2_Ar_4-,gscdb137,true,6f3279b1ee175f6f342c7aeadce256f815ae398e50afad14a6568c1204a70f6a,3ca70fdd7d87be4cef7ab3bc527eb5510e502202cb01f70ee4b4aaf9e435cf7c,Ar;C;O,0,DEF2-QZVPPD,named_alias,def2-qzvppd,3d98727ad6d2685b62176a4d5760d8fed2993a3c16d82c7d2f94eabb6a01e695,rimp2-def2-QZVPPD,hash_pinned_qchem_named_library,rimp2-def2-QZVPPD,f837ce66673c4494e118858a7a5bbe2f955b0f310c71c07e9d868c152ba5c3d2,not_applicable,44136fa355b3678a1146ad16f7e8649e94fb4fc21fe77e8310c060f61caaff8a,40,0,84,274,156,654,runnable_basis_metadata_validated
V30_CO2_Ar_5+,gscdb137,true,d791fe4538ef25b74ae02c3adaf54054b3d4d4b94dc6a12d2daf47cb0a70eebc,3dfdd4e28bcb33db4eca0d79218b67d054d133bf82805aa219cd2bef322929bd,Ar;C;O,0,DEF2-QZVPPD,named_alias,def2-qzvppd,3d98727ad6d2685b62176a4d5760d8fed2993a3c16d82c7d2f94eabb6a01e695,rimp2-def2-QZVPPD,hash_pinned_qchem_named_library,rimp2-def2-QZVPPD,f837ce66673c4494e118858a7a5bbe2f955b0f310c71c07e9d868c152ba5c3d2,not_applicable,44136fa355b3678a1146ad16f7e8649e94fb4fc21fe77e8310c060f61caaff8a,40,0,84,274,156,654,runnable_basis_metadata_validated
V30_CO2_Ar_5-,gscdb137,true,8269116888474ff8b3e6f91c87aa8c4c2213c74c4c427bfa6607ca3301a42862,516e43e24b608e7b0180a58f8eab16e88819b77ee7860ba4c1415a0832728400,Ar;C;O,0,DEF2-QZVPPD,named_alias,def2-qzvppd,3d98727ad6d2685b62176a4d5760d8fed2993a3c16d82c7d2f94eabb6a01e695,rimp2-def2-QZVPPD,hash_pinned_qchem_named_library,rimp2-def2-QZVPPD,f837ce66673c4494e118858a7a5bbe2f955b0f310c71c07e9d868c152ba5c3d2,not_applicable,44136fa355b3678a1146ad16f7e8649e94fb4fc21fe77e8310c060f61caaff8a,40,0,84,274,156,654,runnable_basis_metadata_validated
V30_CO2_CO2,gscdb137,true,d2ac429ba3534cb654ee0a9f42bdb4591b0995b1f5f0cf29a74e964bb0f4f897,8102f8109f116bcc6688ca69e3a67033ccb71bf4bc5221a799bf00847cac0870,C;O,0,DEF2-QZVPPD,named_alias,def2-qzvppd,924df634645b95b750b1a13ef5d5413396a467b8ab9ff4d95d2906096ebc7712,rimp2-def2-QZVPPD,hash_pinned_qchem_named_library,rimp2-def2-QZVPPD,f374f5c492caad8f1837e05e926b24aed74d34f398bae6502dc5d3d898618aaa,not_applicable,44136fa355b3678a1146ad16f7e8649e94fb4fc21fe77e8310c060f61caaff8a,44,0,118,390,222,942,runnable_basis_metadata_validated
V30_CO2_CO2_1+,gscdb137,true,5d103a389eacbe5d6ec26fdda5a48cc5ec8a610b7a5e5b3832c94b2c31a35b08,7ff82160e3293ae54861cfba22e1b97b6bae701c7a1b637dbecf6a65c92580bd,C;O,0,DEF2-QZVPPD,named_alias,def2-qzvppd,924df634645b95b750b1a13ef5d5413396a467b8ab9ff4d95d2906096ebc7712,rimp2-def2-QZVPPD,hash_pinned_qchem_named_library,rimp2-def2-QZVPPD,f374f5c492caad8f1837e05e926b24aed74d34f398bae6502dc5d3d898618aaa,not_applicable,44136fa355b3678a1146ad16f7e8649e94fb4fc21fe77e8310c060f61caaff8a,44,0,118,390,222,942,runnable_basis_metadata_validated
V30_CO2_CO2_1-,gscdb137,true,cbba45de6623f0416788963f03ee6c8724fc12d94493e01cae1176b40f98c50a,d026d7007b0c31528a96b5adf02f04391398b1cb1137c7baae2366128cc55328,C;O,0,DEF2-QZVPPD,named_alias,def2-qzvppd,924df634645b95b750b1a13ef5d5413396a467b8ab9ff4d95d2906096ebc7712,rimp2-def2-QZVPPD,hash_pinned_qchem_named_library,rimp2-def2-QZVPPD,f374f5c492caad8f1837e05e926b24aed74d34f398bae6502dc5d3d898618aaa,not_applicable,44136fa355b3678a1146ad16f7e8649e94fb4fc21fe77e8310c060f61caaff8a,44,0,118,390,222,942,runnable_basis_metadata_validated
V30_CO2_CO2_10+,gscdb137,true,da8f38bc705defe94084fd6cc21188740646750b06a2f45b2b9b630ff79a7666,a86e8f21f12a2e1fbfc2855066680eb1412768006f3177a85e2d34007b82bf7d,C;O,0,DEF2-QZVPPD,named_alias,def2-qzvppd,924df634645b95b750b1a13ef5d5413396a467b8ab9ff4d95d2906096ebc7712,rimp2-def2-QZVPPD,hash_pinned_qchem_named_library,rimp2-def2-QZVPPD,f374f5c492caad8f1837e05e926b24aed74d34f398bae6502dc5d3d898618aaa,not_applicable,44136fa355b3678a1146ad16f7e8649e94fb4fc21fe77e8310c060f61caaff8a,44,0,118,390,222,942,runnable_basis_metadata_validated
V30_CO2_CO2_10-,gscdb137,true,66d2fe27e95540e1d41cde70c915ce4727d08624afb9d4fc11fc46d448c6100f,f09c02b9ffd075a385655f9711a5ce188a3d574c3022df37cc1a4736a3057fec,C;O,0,DEF2-QZVPPD,named_alias,def2-qzvppd,924df634645b95b750b1a13ef5d5413396a467b8ab9ff4d95d2906096ebc7712,rimp2-def2-QZVPPD,hash_pinned_qchem_named_library,rimp2-def2-QZVPPD,f374f5c492caad8f1837e05e926b24aed74d34f398bae6502dc5d3d898618aaa,not_applicable,44136fa355b3678a1146ad16f7e8649e94fb4fc21fe77e8310c060f61caaff8a,44,0,118,390,222,942,runnable_basis_metadata_validated
V30_CO2_CO2_11+,gscdb137,true,291d5e88c7405ee894f54d8ba3ebf2fd5f429d9b384cb74274e5a2fce12cdc35,28a23e00f90f86adb0c9c80a06f146f0a39479edbbf7f3fafbbd0eb6a650946d,C;O,0,DEF2-QZVPPD,named_alias,def2-qzvppd,924df634645b95b750b1a13ef5d5413396a467b8ab9ff4d95d2906096ebc7712,rimp2-def2-QZVPPD,hash_pinned_qchem_named_library,rimp2-def2-QZVPPD,f374f5c492caad8f1837e05e926b24aed74d34f398bae6502dc5d3d898618aaa,not_applicable,44136fa355b3678a1146ad16f7e8649e94fb4fc21fe77e8310c060f61caaff8a,44,0,118,390,222,942,runnable_basis_metadata_validated
V30_CO2_CO2_11-,gscdb137,true,5552b003102844c252570fafd01f9f463a99b3be2b52786dd8858e117206675a,1ad2e8af064ec2e440bc8d20677cac50560edd3c52fdc84192c1248356169c03,C;O,0,DEF2-QZVPPD,named_alias,def2-qzvppd,924df634645b95b750b1a13ef5d5413396a467b8ab9ff4d95d2906096ebc7712,rimp2-def2-QZVPPD,hash_pinned_qchem_named_library,rimp2-def2-QZVPPD,f374f5c492caad8f1837e05e926b24aed74d34f398bae6502dc5d3d898618aaa,not_applicable,44136fa355b3678a1146ad16f7e8649e94fb4fc21fe77e8310c060f61caaff8a,44,0,118,390,222,942,runnable_basis_metadata_validated
V30_CO2_CO2_2+,gscdb137,true,5434b311c7a7d28c317bbc2748866b01c71c0c7dcf043bb352a68c3cf8e7eca8,decdf916dc35e7b88c806a35a0e917d095073b5c0e12712f0d82ba92e69a2395,C;O,0,DEF2-QZVPPD,named_alias,def2-qzvppd,924df634645b95b750b1a13ef5d5413396a467b8ab9ff4d95d2906096ebc7712,rimp2-def2-QZVPPD,hash_pinned_qchem_named_library,rimp2-def2-QZVPPD,f374f5c492caad8f1837e05e926b24aed74d34f398bae6502dc5d3d898618aaa,not_applicable,44136fa355b3678a1146ad16f7e8649e94fb4fc21fe77e8310c060f61caaff8a,44,0,118,390,222,942,runnable_basis_metadata_validated
V30_CO2_CO2_2-,gscdb137,true,f94ff317b15262691aaa7863933cc5bfdd722ec50e4a05966660ddb725d365aa,bff7d83445a0863a53f81bba6da429a871536150e95f123f946f0a42971b2bc4,C;O,0,DEF2-QZVPPD,named_alias,def2-qzvppd,924df634645b95b750b1a13ef5d5413396a467b8ab9ff4d95d2906096ebc7712,rimp2-def2-QZVPPD,hash_pinned_qchem_named_library,rimp2-def2-QZVPPD,f374f5c492caad8f1837e05e926b24aed74d34f398bae6502dc5d3d898618aaa,not_applicable,44136fa355b3678a1146ad16f7e8649e94fb4fc21fe77e8310c060f61caaff8a,44,0,118,390,222,942,runnable_basis_metadata_validated
V30_CO2_CO2_3+,gscdb137,true,12b8376e30a5d46c4590342373720141583f7dbe6e899d83ea73a569de4e69e4,a8e9ae909f422ae7dff5dab80ec32f89ba4f37307ad88c97fcc39bf60e2f6670,C;O,0,DEF2-QZVPPD,named_alias,def2-qzvppd,924df634645b95b750b1a13ef5d5413396a467b8ab9ff4d95d2906096ebc7712,rimp2-def2-QZVPPD,hash_pinned_qchem_named_library,rimp2-def2-QZVPPD,f374f5c492caad8f1837e05e926b24aed74d34f398bae6502dc5d3d898618aaa,not_applicable,44136fa355b3678a1146ad16f7e8649e94fb4fc21fe77e8310c060f61caaff8a,44,0,118,390,222,942,runnable_basis_metadata_validated
V30_CO2_CO2_3-,gscdb137,true,3fd4971a7325c5e745d1210550d550327b92e2b9f6dab1e56a7d9a25d94c4cbe,8354ec235f8a9cd44714c5f1e0ecd12bde5ed878bd4351f707db6c9b612a3c7d,C;O,0,DEF2-QZVPPD,named_alias,def2-qzvppd,924df634645b95b750b1a13ef5d5413396a467b8ab9ff4d95d2906096ebc7712,rimp2-def2-QZVPPD,hash_pinned_qchem_named_library,rimp2-def2-QZVPPD,f374f5c492caad8f1837e05e926b24aed74d34f398bae6502dc5d3d898618aaa,not_applicable,44136fa355b3678a1146ad16f7e8649e94fb4fc21fe77e8310c060f61caaff8a,44,0,118,390,222,942,runnable_basis_metadata_validated
V30_CO2_CO2_4+,gscdb137,true,958dd8fa23a4c3e1fe70c95c15696e754fbd651622dc48d267ea1b3f06c58362,49012c493c71d98c1ba4aa745cacebf22b2d8700b5520e0107ad263615a2281b,C;O,0,DEF2-QZVPPD,named_alias,def2-qzvppd,924df634645b95b750b1a13ef5d5413396a467b8ab9ff4d95d2906096ebc7712,rimp2-def2-QZVPPD,hash_pinned_qchem_named_library,rimp2-def2-QZVPPD,f374f5c492caad8f1837e05e926b24aed74d34f398bae6502dc5d3d898618aaa,not_applicable,44136fa355b3678a1146ad16f7e8649e94fb4fc21fe77e8310c060f61caaff8a,44,0,118,390,222,942,runnable_basis_metadata_validated
V30_CO2_CO2_4-,gscdb137,true,5422e9c2adcfc0bbb0a2a9797963ed7687c369c9e74bb99a7f6b4585cbb142a8,140d264c665194b82a76f364873a6eed7469ea09d5f6cc110268f0d2d197ded9,C;O,0,DEF2-QZVPPD,named_alias,def2-qzvppd,924df634645b95b750b1a13ef5d5413396a467b8ab9ff4d95d2906096ebc7712,rimp2-def2-QZVPPD,hash_pinned_qchem_named_library,rimp2-def2-QZVPPD,f374f5c492caad8f1837e05e926b24aed74d34f398bae6502dc5d3d898618aaa,not_applicable,44136fa355b3678a1146ad16f7e8649e94fb4fc21fe77e8310c060f61caaff8a,44,0,118,390,222,942,runnable_basis_metadata_validated
V30_CO2_CO2_5+,gscdb137,true,ef6a520d4a3b6d6cb943dfd47783b2e96c190982122cf4cb02ec98e4e099ba0c,65515b99ef952ffcbe6d03c04e5d20f3cbbb54c355208e10955dbeebdb1afdee,C;O,0,DEF2-QZVPPD,named_alias,def2-qzvppd,924df634645b95b750b1a13ef5d5413396a467b8ab9ff4d95d2906096ebc7712,rimp2-def2-QZVPPD,hash_pinned_qchem_named_library,rimp2-def2-QZVPPD,f374f5c492caad8f1837e05e926b24aed74d34f398bae6502dc5d3d898618aaa,not_applicable,44136fa355b3678a1146ad16f7e8649e94fb4fc21fe77e8310c060f61caaff8a,44,0,118,390,222,942,runnable_basis_metadata_validated
V30_CO2_CO2_5-,gscdb137,true,4b304066896852bd5219a675ca38d64cc1e78d4923c79051cb9fcdacbd66a0e3,e1bb96bbed533c21a5eed7cd737217ad6fafd0aef2473f70c6b36ab6d3c40661,C;O,0,DEF2-QZVPPD,named_alias,def2-qzvppd,924df634645b95b750b1a13ef5d5413396a467b8ab9ff4d95d2906096ebc7712,rimp2-def2-QZVPPD,hash_pinned_qchem_named_library,rimp2-def2-QZVPPD,f374f5c492caad8f1837e05e926b24aed74d34f398bae6502dc5d3d898618aaa,not_applicable,44136fa355b3678a1146ad16f7e8649e94fb4fc21fe77e8310c060f61caaff8a,44,0,118,390,222,942,runnable_basis_metadata_validated
V30_CO2_CO2_6+,gscdb137,true,64c6641d8d1f4a8e1a71c1db29e32d39872ef98a0789552d1d2e34ef73aa034f,5c4abcf449f8bc6d5fc3c98a09e483e0571eb6bc767233acbce20268f960463e,C;O,0,DEF2-QZVPPD,named_alias,def2-qzvppd,924df634645b95b750b1a13ef5d5413396a467b8ab9ff4d95d2906096ebc7712,rimp2-def2-QZVPPD,hash_pinned_qchem_named_library,rimp2-def2-QZVPPD,f374f5c492caad8f1837e05e926b24aed74d34f398bae6502dc5d3d898618aaa,not_applicable,44136fa355b3678a1146ad16f7e8649e94fb4fc21fe77e8310c060f61caaff8a,44,0,118,390,222,942,runnable_basis_metadata_validated
V30_CO2_CO2_6-,gscdb137,true,bf02ba0cb960fff4b6f2ad895cbda77797734d5cee06e58bca2f5b72268d3c5d,093419817ea92e8b23d6f1420efc60a0d8acfa761601e3305e8b175d23867ce2,C;O,0,DEF2-QZVPPD,named_alias,def2-qzvppd,924df634645b95b750b1a13ef5d5413396a467b8ab9ff4d95d2906096ebc7712,rimp2-def2-QZVPPD,hash_pinned_qchem_named_library,rimp2-def2-QZVPPD,f374f5c492caad8f1837e05e926b24aed74d34f398bae6502dc5d3d898618aaa,not_applicable,44136fa355b3678a1146ad16f7e8649e94fb4fc21fe77e8310c060f61caaff8a,44,0,118,390,222,942,runnable_basis_metadata_validated
V30_CO2_CO2_7+,gscdb137,true,3fd35ac695682558daa0cd6d37ce956243b48ceb77deb5b53e88ce37c5d3043c,069c7dad4557a9ecd4d7893b07871e75264d4c50bc6b2d363b50daf8a7d5da2f,C;O,0,DEF2-QZVPPD,named_alias,def2-qzvppd,924df634645b95b750b1a13ef5d5413396a467b8ab9ff4d95d2906096ebc7712,rimp2-def2-QZVPPD,hash_pinned_qchem_named_library,rimp2-def2-QZVPPD,f374f5c492caad8f1837e05e926b24aed74d34f398bae6502dc5d3d898618aaa,not_applicable,44136fa355b3678a1146ad16f7e8649e94fb4fc21fe77e8310c060f61caaff8a,44,0,118,390,222,942,runnable_basis_metadata_validated
V30_CO2_CO2_7-,gscdb137,true,396cf35722746089a48e73186d0924781c75deafc49c0ce1da7f2e29dfc4335a,efaf175889842c48b05dd61c3daea9b30272cb46dbe058dbbf2109270d4e5fef,C;O,0,DEF2-QZVPPD,named_alias,def2-qzvppd,924df634645b95b750b1a13ef5d5413396a467b8ab9ff4d95d2906096ebc7712,rimp2-def2-QZVPPD,hash_pinned_qchem_named_library,rimp2-def2-QZVPPD,f374f5c492caad8f1837e05e926b24aed74d34f398bae6502dc5d3d898618aaa,not_applicable,44136fa355b3678a1146ad16f7e8649e94fb4fc21fe77e8310c060f61caaff8a,44,0,118,390,222,942,runnable_basis_metadata_validated
V30_CO2_CO2_8+,gscdb137,true,2c5d46385687e7ecd244047fdb5e57102d2066717e5a6e3984aab23350cf8d25,cffca7ca39dd0c20c2960c0bdca07754756d9bfed840432c7f8c96e214dc20d6,C;O,0,DEF2-QZVPPD,named_alias,def2-qzvppd,924df634645b95b750b1a13ef5d5413396a467b8ab9ff4d95d2906096ebc7712,rimp2-def2-QZVPPD,hash_pinned_qchem_named_library,rimp2-def2-QZVPPD,f374f5c492caad8f1837e05e926b24aed74d34f398bae6502dc5d3d898618aaa,not_applicable,44136fa355b3678a1146ad16f7e8649e94fb4fc21fe77e8310c060f61caaff8a,44,0,118,390,222,942,runnable_basis_metadata_validated
V30_CO2_CO2_8-,gscdb137,true,b403fb3ad839f63e81e7d321b906caaf6a549eaa83e90db62f4ad46726cf11c8,debe4410776e58f0d3d7d5ec3f08ee5f195533fc605c13c442b33ec36356bc75,C;O,0,DEF2-QZVPPD,named_alias,def2-qzvppd,924df634645b95b750b1a13ef5d5413396a467b8ab9ff4d95d2906096ebc7712,rimp2-def2-QZVPPD,hash_pinned_qchem_named_library,rimp2-def2-QZVPPD,f374f5c492caad8f1837e05e926b24aed74d34f398bae6502dc5d3d898618aaa,not_applicable,44136fa355b3678a1146ad16f7e8649e94fb4fc21fe77e8310c060f61caaff8a,44,0,118,390,222,942,runnable_basis_metadata_validated
V30_CO2_N2,gscdb137,true,2e67d0a2447fd03a5f2a286de5c47d99e0c088758e82f1444430d59c7672327a,1a83652e260c63777f5b43f406c0f080a50034fa21bf5e8cf4b7e049ffa5cf9d,C;N;O,0,DEF2-QZVPPD,named_alias,def2-qzvppd,c0a3cc5b59f70b056527c542cb244c5f0303f987dfdbb21525a0251f76849d05,rimp2-def2-QZVPPD,hash_pinned_qchem_named_library,rimp2-def2-QZVPPD,7327573bb020d8cc97ab085fa7694b37f796a75e47dfbcaade256533783ba516,not_applicable,44136fa355b3678a1146ad16f7e8649e94fb4fc21fe77e8310c060f61caaff8a,36,0,97,321,185,785,runnable_basis_metadata_validated
V30_CO2_N2_2+,gscdb137,true,b92e08ee9630e5fffc905a7b98d8115cee4f2f785214642618152cafbc011b62,ce36529f45e560d33f08c7d7894b39d925e9b50c506553029de19b87981ca49a,C;N;O,0,DEF2-QZVPPD,named_alias,def2-qzvppd,c0a3cc5b59f70b056527c542cb244c5f0303f987dfdbb21525a0251f76849d05,rimp2-def2-QZVPPD,hash_pinned_qchem_named_library,rimp2-def2-QZVPPD,7327573bb020d8cc97ab085fa7694b37f796a75e47dfbcaade256533783ba516,not_applicable,44136fa355b3678a1146ad16f7e8649e94fb4fc21fe77e8310c060f61caaff8a,36,0,97,321,185,785,runnable_basis_metadata_validated
V30_CO2_N2_2-,gscdb137,true,2831e0248c5bcb7e96209a7fb6e2966806b798cc8e92ae4d947bd38793c12495,0fd5fe0b7ae0885dcc3c924d4149bba93fb5f230e06d1d3b8c2acffa224db6ee,C;N;O,0,DEF2-QZVPPD,named_alias,def2-qzvppd,c0a3cc5b59f70b056527c542cb244c5f0303f987dfdbb21525a0251f76849d05,rimp2-def2-QZVPPD,hash_pinned_qchem_named_library,rimp2-def2-QZVPPD,7327573bb020d8cc97ab085fa7694b37f796a75e47dfbcaade256533783ba516,not_applicable,44136fa355b3678a1146ad16f7e8649e94fb4fc21fe77e8310c060f61caaff8a,36,0,97,321,185,785,runnable_basis_metadata_validated
V30_CO2_N2_3+,gscdb137,true,7de1a2694233cbd8b6c3e906110de90c7cd1d337dc21f3fbd5a9f53820c8ea07,cb377c0c4992138ff08dc43cbf26a65760006a80af34137e3d0f9cfa70c97b3f,C;N;O,0,DEF2-QZVPPD,named_alias,def2-qzvppd,c0a3cc5b59f70b056527c542cb244c5f0303f987dfdbb21525a0251f76849d05,rimp2-def2-QZVPPD,hash_pinned_qchem_named_library,rimp2-def2-QZVPPD,7327573bb020d8cc97ab085fa7694b37f796a75e47dfbcaade256533783ba516,not_applicable,44136fa355b3678a1146ad16f7e8649e94fb4fc21fe77e8310c060f61caaff8a,36,0,97,321,185,785,runnable_basis_metadata_validated
V30_CO2_N2_3-,gscdb137,true,e8d2aae7aaaca74ad01bc93aa3c9e60f6be6a643b9fbfd6a86397f25550b6654,1b40056992576cf7838ee031c7ba8c38a8c097ecdd1f5aaeb768e2834ece5437,C;N;O,0,DEF2-QZVPPD,named_alias,def2-qzvppd,c0a3cc5b59f70b056527c542cb244c5f0303f987dfdbb21525a0251f76849d05,rimp2-def2-QZVPPD,hash_pinned_qchem_named_library,rimp2-def2-QZVPPD,7327573bb020d8cc97ab085fa7694b37f796a75e47dfbcaade256533783ba516,not_applicable,44136fa355b3678a1146ad16f7e8649e94fb4fc21fe77e8310c060f61caaff8a,36,0,97,321,185,785,runnable_basis_metadata_validated
V30_CO2_N2_4+,gscdb137,true,e374d917bb080315823b137e278e8cd92d76406db12cf04c496e057920504929,81ac245fb08b433c43ccd17ceef58a2bc8348f6deeceaee95584e4b72f377a6d,C;N;O,0,DEF2-QZVPPD,named_alias,def2-qzvppd,c0a3cc5b59f70b056527c542cb244c5f0303f987dfdbb21525a0251f76849d05,rimp2-def2-QZVPPD,hash_pinned_qchem_named_library,rimp2-def2-QZVPPD,7327573bb020d8cc97ab085fa7694b37f796a75e47dfbcaade256533783ba516,not_applicable,44136fa355b3678a1146ad16f7e8649e94fb4fc21fe77e8310c060f61caaff8a,36,0,97,321,185,785,runnable_basis_metadata_validated
V30_CO2_N2_4-,gscdb137,true,ce608ecadd4ea4fd1dc8e3079b3cb9cd3241cf49414460bca02b36bf5fa9ad70,fe2473d83c394f9554752a545e634fd6aa7245d61519fe98dba09883a39fcbc4,C;N;O,0,DEF2-QZVPPD,named_alias,def2-qzvppd,c0a3cc5b59f70b056527c542cb244c5f0303f987dfdbb21525a0251f76849d05,rimp2-def2-QZVPPD,hash_pinned_qchem_named_library,rimp2-def2-QZVPPD,7327573bb020d8cc97ab085fa7694b37f796a75e47dfbcaade256533783ba516,not_applicable,44136fa355b3678a1146ad16f7e8649e94fb4fc21fe77e8310c060f61caaff8a,36,0,97,321,185,785,runnable_basis_metadata_validated
V30_CO2_N2_5+,gscdb137,true,45dd3e856449a6c1f8f379eaaa75be0111816b06c2a1fad5458fad92002c9023,2c1b752428e9dddf885ab0500c8e7936ac7d4f385bc30f15044d04b5912a353d,C;N;O,0,DEF2-QZVPPD,named_alias,def2-qzvppd,c0a3cc5b59f70b056527c542cb244c5f0303f987dfdbb21525a0251f76849d05,rimp2-def2-QZVPPD,hash_pinned_qchem_named_library,rimp2-def2-QZVPPD,7327573bb020d8cc97ab085fa7694b37f796a75e47dfbcaade256533783ba516,not_applicable,44136fa355b3678a1146ad16f7e8649e94fb4fc21fe77e8310c060f61caaff8a,36,0,97,321,185,785,runnable_basis_metadata_validated
