species,line_number,byte_offset,byte_length,record_sha256
W4-17_s4-c2v,13852,44742100,2224,3e336d9f80dff5bcb09e51ef74a816c4c2b4b929488c020f6760ea47e610a9e9
W4-17_sf6,13853,44744324,2294,292132adf36b0146971fb2a209b83e6a85b246cad05ccffe7296eb27752b92d3
W4-17_si,13854,44746618,2098,842a19d0561cc97cda5402b32b5f9db14a4bb1ce979ac93edeec13e6c9d6ab84
W4-17_si2h6,13855,44748716,2388,ea26f9f1a93b64014ae987a41ac428fc41c9e80b8c2be8caf8acf27ee782c44f
W4-17_sif,13856,44751104,2146,8cecadad67bf123f57f198e10b2186f967c4378b212b1ccb852caa7594b805cf
W4-17_sif4,13857,44753250,2252,9be47156c757fe9e69057daedd1bf44cae30704ba50940675d72fa039d6be5d7
W4-17_sih,13858,44755502,2135,75b9a40ea42c47f854121bdd5a90ffeb1c559810584b3882c576a99357f4f8ec
W4-17_sih3f,13859,44757637,2259,d9c583a24a26da1453ef65591503eca433531ba46d44135c76efc3a10f8ff8fa
W4-17_sih4,13860,44759896,2252,e3dad804b27701394dbf7f5d1bea7464905cd28e0bd449f4fa1228add85f92b1
W4-17_silole,13861,44762148,2521,94fd0a200d8adbc7e0e6a1ecbf22e2f47343d475ef283c15ede6baf66f1ccd04
W4-17_sio,13862,44764669,2146,eb279b86a243b60b20fb429fdb9ebdabdd158c44736f21018e0a475ac2b9ef57
W4-17_so,13863,44766815,2155,db7d94b0cd26661fb8dbf2ed436607702a66ffb73882033e6e0916f836924d29
W4-17_so2,13864,44768970,2200,5ae0d7785368ebfc6eeb90015ce59de107864a2256dd7513d753607f324e6b78
W4-17_so3,13865,44771170,2245,4fbb47f9e945f91f0c37d34296c5ed01dba4f7959945f3de0fa43363de0b96ea
W4-17_ssh,13866,44773415,2189,c60435ea9f9014651ad5554c853e62e2c70656b4aa63abcc2c104a1ec3794074
W4-17_t-butadiene,13867,44775604,2422,690cff77835d4de76a7017303dbacc7a748f62d94e47b364c12f5df3cdbed4bb
W4-17_t-hcoh,13868,44778026,2273,2990ab3d4d0fd1fd964300f9e39c59dc890b961a29b50af1aebd6aa7d170a558
W4-17_t-hono,13869,44780299,2273,90456ee8c0b5f48677a27829a28e94b3ee16f1283879ee249da1db4d6d8e8bf1
W4-17_t-hooo,13870,44782572,2248,115abe74a2e2482baad87a4ae5b95482b3a67a8ee0582fda0ef0441f83b84210
W4-17_t-n2h2,13871,44784820,2254,d939cbb2d0a521c3a03383f61f6ec1ffeef50d47f7abb90733dc7dd4ebe5c5c6
W4-17_tetrahedrane,13872,44787074,2401,584952a3198ac1bfc94f0d90c5480970e3def32c632e9c082991d187351c9a30
W4-17_thiophene,13873,44789475,2439,b53eddb5772d7dc8bee50fd7b8af410d8386e6123c6790caaef8ca0836780e78
W4-17_trans-c2f2cl2,13874,44791914,2320,8f4053322012b923fa84cd081fa16bfba284f16c177ced5f2461d9b66914f8cd
WATER27_H2O,13875,44794234,2135,20bc270558b989925b9ffac6dfbcac855754ffed1e3783cc29f80daec4191c1c
WATER27_H2O2,13876,44796369,2280,c82072c662f7964795a70649341ae1515431dbf4c206b23128ac13f55d480865
WATER27_H2O20,13877,44798649,4868,e4e05e2b5c43854197403681c8983950298dfe2282e7931035c045252d5054d8
WATER27_H2O20es,13878,44803517,4872,9d972408b4c22f686fb07ee8f5e492b88ccf7535d272f0e95695db173a4bd566
WATER27_H2O20fc,13879,44808389,4944,34bafcd01c382aa4b99461c3bd8ac3e7b4d882c57765397f836e35f7ee7c0bdf
WATER27_H2O20fs,13880,44813333,4842,059377d79501b0583c9027b1f0d49cdf94d3f16a32b1ee2abc9dc3b7deca7252
WATER27_H2O3,13881,44818175,2468,8234cd603793989b62b4aaf268369933e9b977fac99040f2efe3e8d6281110f0
WATER27_H2O4,13882,44820643,2626,f124f219915c95b953754086f930b33322f24c80c3790f7ad054b2375ca43b89
WATER27_H2O5,13883,44823269,2745,0797df130eba06ed5c3c23c577fd93037d681104b9fde0e97479709355195230
WATER27_H2O6,13884,44826014,2892,0de6a669dcc202743b1f052ad3e24c1b26d3d209e08aed772652e0a10d636aa0
WATER27_H2O6b,13885,44828906,2900,dabd32ac54271c146a399ba902260075d7c3bf6cb5d79733356017237b8641cc
WATER27_H2O6c,13886,44831806,2897,3fa16470951a272ca69ef23b01a38782658310b23643351dd5afbaee947e5297
WATER27_H2O6c2,13887,44834703,2909,53d556b707b4d2018a7feddaeca2cf95955e3b71ce8f9c7705794faade727e09
WATER27_H2O8d2d,13888,44837612,3170,a4da06dc2b5d7ca1f15cfe4829d94e442d824998a3f4ba14f158c8211667c5e6
WATER27_H2O8s4,13889,44840782,3176,641b8d8a418ff6d127515eaf8fc9ce0dd744a9a266b87356251a9d5f9c29c40f
WATER27_H3Op,13890,44843958,2196,51c33ff001b01eb86112feee101e1d3bbe5ba055f90d119fc171508e44e00f3a
WATER27_H3OpH2O,13891,44846154,2358,cc373ed72da6a1774ef1af89ba7b106dcad6966e0a62bec773f3ad56f1760db2
WATER27_H3OpH2O2,13892,44848512,2509,6e7cd52aaae6e457dcf8e283d5ddbd5ad204f115b56160dd16a3954e63d74ea3
WATER27_H3OpH2O3,13893,44851021,2639,67323f5c1934f510235a70f7178451119d9e7ef57f10fbfd3dcffd6dcef1361b
WATER27_H3OpH2O62d,13894,44853660,3043,c93f3773e440358da5eb2f12be2576c3f33f7282c5a18e2ea1cd20e9e7d63585
WATER27_H3OpH2O63d,13895,44856703,3062,5827ae9bac1e43c0b65feb325baae3a387c9947da9cc3dec2f498ecf9e5033e4
WATER27_H3OpH2O6OHm,13896,44859765,3116,61ea5649adb89194e477cc5b1ecea3ea518e8cd40bb2bba85487878880ac6916
WATER27_OHm,13897,44862881,2087,bfa63f3c0633839afce33cf5792a5c512effe3fae4539038739bf27bc1230393
WATER27_OHmH2O,13898,44864968,2285,2bbaa725d85f8d3d5f88c64bbf4c81241fb63431b7588a7604976881077f49d2
WATER27_OHmH2O2,13899,44867253,2393,0c0707fd6421b07bbcc5285ba2d5a1ca784a934d1fcaa41674f7146a77057521
WATER27_OHmH2O3,13900,44869646,2531,0667d8a46c0a942795bd6216463c800a3a09d6ae914f2dfea67ad0e13933bc9a
WATER27_OHmH2O4c4,13901,44872177,2689,8b9e1b18c14b77f5ce3826a0ddd955fd21533df52156f68e055cb936b9852c7d
WATER27_OHmH2O4cs,13902,44874866,2657,e8c7115c96ecc644806f6f49305bcf48c9b4c8e1668fd3408f72dcfb59ee5bbe
WATER27_OHmH2O5,13903,44877523,2865,0e6cd5e5ec23baa136f7ef2c579b44358280264ef4cf9a98944acdfd6ea5a2e0
WATER27_OHmH2O6,13904,44880388,2993,1ac864ea922f37675b21f9e3577a17f9cb88b431f5fe2f351c7632c510c84d5a
X40x10_01_methane-F2_0.80,13905,44883381,2352,50daa7e65533b65dcd478f16c24fdf15c2219bbbccec8165a8f167063f1d7e66
X40x10_01_methane-F2_0.85,13906,44885733,2352,002fee7e58669d97ce7c7ab1bf27443618a767c77117cf53be98f9ca04ef3e8a
X40x10_01_methane-F2_0.90,13907,44888085,2352,93325f5e0707b8f36481105b7d20871b8c9e0e6cb9e4805b6336fe63dcb90694
X40x10_01_methane-F2_0.95,13908,44890437,2352,14bcacc86e0b2f728c4648f2cc76a6dbc7a7a2e33aff64451d22dcaab747e9e9
X40x10_01_methane-F2_1.00,13909,44892789,2350,eb603b253e063c73300f031596d59d0270225f798000b01e7bae54faae688a62
X40x10_01_methane-F2_1.50,13910,44895139,2352,c485df8e5c4420caeb9534a1351fe475e0326dc3d1d569d7b0fadd19a9cb4815
X40x10_01_methane-F2_monA,13911,44897491,2270,498e1ae4dce4b5a95e9bcb7f6f5988d6f570ef5ae97f6ca837a8ea03fd82a639
X40x10_01_methane-F2_monB,13912,44899761,2145,65cbb064f7218e127a4b9be6578a75a790a861b62d0aac8f8781ad5d413904e4
X40x10_02_methane-Cl2_0.80,13913,44901906,2356,9a68d5c6bf2db72bbb39f941c3c537b4502616f1821dab8db92d5dab0f58ba83
X40x10_02_methane-Cl2_0.85,13914,44904262,2356,71d7534a9ea104f6b925f3d95b75dd663430ce860c7cd262c1bff377cab2f282
X40x10_02_methane-Cl2_0.90,13915,44906618,2356,ca0faa9c5271e05b183a62f9470499645a5757337b76a174c62b98c28e1b6868
X40x10_02_methane-Cl2_0.95,13916,44908974,2356,4e1f68cb0940e6c21c91cc3beca5b5779518aa1510b28f296ea0286637a4b19d
X40x10_02_methane-Cl2_1.00,13917,44911330,2291,16b099f68a057744aeecb1d43788f9d2938300a5d47b5919496e61ff2707457d
X40x10_02_methane-Cl2_1.50,13918,44913621,2356,d3aadb0c1bb5a7962000a9234a7b92bf800c39d6f4df88203aee11d637a7b0a3
X40x10_02_methane-Cl2_monA,13919,44915977,2271,d4a61bc177fb436e777f860d739fa259002941d9ecfd7cadbfbbec8a953cdbda
X40x10_02_methane-Cl2_monB,13920,44918248,2150,e23adf94d29e0b5a103c419dce39cc33f815425af3bf17ca679cec6086fadf8e
X40x10_03_methane-Br2_0.80,13921,44920398,2352,43fc684c7bc976c991fb4657e3922f8c5bdd2d3dca7554dc928221b4451f3084
X40x10_03_methane-Br2_0.85,13922,44922750,2352,e827ed1b5f34eb79faa8f01bb69489af8903a121b0fae7af34bebde42452d299
X40x10_03_methane-Br2_0.90,13923,44925102,2352,92aa7638ec888f34a29aff91a4038a9ecdb5bc84ed91ba4be1397d7bea0d8cd5
X40x10_03_methane-Br2_0.95,13924,44927454,2352,e758cd1f84a677378d794d5ff09a1598dbfbbf0655c7e5784d6d64e3d047791f
X40x10_03_methane-Br2_1.00,13925,44929806,2350,5960398b97c217cdcaa64d2a8f29816de63bf0807520c45a11e8f5d6b9f4e2ec
X40x10_03_methane-Br2_1.50,13926,44932156,2352,7f319c221e9963eca625d08ef0a7a8e666323abd5ac2f1892450057d11563ed7
X40x10_03_methane-Br2_monA,13927,44934508,2267,857ea48e9e37181e218df30a863adaae6d34f2596b090b29c116cb1b0cb02ee8
X40x10_03_methane-Br2_monB,13928,44936775,2150,9b7de80011c6816191cb9a11a1c304aa1dfd04bd6a241ece43808dcec44765f9
X40x10_04_methane-I2_0.80,13929,44938925,2351,90041541eebc94e902c95f7704815c6d1d23375897a3a287dc712ab58c07b201
X40x10_04_methane-I2_0.85,13930,44941276,2351,8ffa93a2e07b5d59fc963bb16f1735bff3ffe6898713f70b1b6694f8be6bfc08
X40x10_04_methane-I2_0.90,13931,44943627,2351,7c089b9774de4a35263814713e3004c735f7f5c1232664a5b30647135b7223c1
X40x10_04_methane-I2_0.95,13932,44945978,2351,c68f54a6e7c43351b3bb09ae31f05cfc28138ab5039ae205e632e24a592ec212
X40x10_04_methane-I2_1.00,13933,44948329,2286,f703c3871e49f0808d31bb6b7f0424d7eab6f356c600148002b2d84d4e1f56f9
X40x10_04_methane-I2_1.50,13934,44950615,2351,ee69cdc8a2a9ae053e7047e3a849f2e403e3e9f09432df4ba5d659ef7ea912a6
X40x10_04_methane-I2_monA,13935,44952966,2269,6cae61a1f065e38954b3372cd3858f4da811c188222a8d33659f01b67f0b565e
X40x10_04_methane-I2_monB,13936,44955235,2145,40fdd46bf6b586b2c58e600a413e430998425b649b1a40e460fa8075770b0981
X40x10_05_fluoromethane-methane_0.80,13937,44957380,2492,5259d20fa4a800806c50b9fd23493d6ee43b43574ef69e91c24314ef8d25d829
X40x10_05_fluoromethane-methane_0.85,13938,44959872,2492,37527756551ee960ab93f2a0da3c1a0bfe66583ab17af468cb0ce256618ee69d
X40x10_05_fluoromethane-methane_0.90,13939,44962364,2491,a1e865814ab61fd3a5e1987c54c86e8b91d24f70e4faa626059bae35bde2877c
X40x10_05_fluoromethane-methane_0.95,13940,44964855,2491,11931904a4c4992f44bd099a83a0ac8d5216cddec2c9ed22271e35272eff5585
X40x10_05_fluoromethane-methane_1.00,13941,44967346,2489,7b8ce2acc81daf716b9d1f31d8753c374e4a2e05b683b16d05189d22b98483dc
X40x10_05_fluoromethane-methane_1.50,13942,44969835,2491,0981e3ec07ce3bb1a34b47184d70ff260298f33ff311742cf7fd1ccb3396397f
X40x10_05_fluoromethane-methane_monA,13943,44972326,2291,cb58b5d61a8117a399c3ce3b24f23762d7a64f4f734d275964c44e55d531de50
X40x10_05_fluoromethane-methane_monB,13944,44974617,2293,19f47d226321867c4f2d2aabe3bd308c47e1a45ec60da64ae5935469f6838985
X40x10_06_chloromethane-methane_0.80,13945,44976910,2494,6eeaaf36d1e1ed18b1547379750bc5bd9cade3d1f59a2fb07fb98f7b847691b4
X40x10_06_chloromethane-methane_0.85,13946,44979404,2494,57d27ce312cf18082a967d6f3bb55191bac76903805fe6d2c1a8593129396f6f
X40x10_06_chloromethane-methane_0.90,13947,44981898,2493,e63f31aa861280643420b9e2e0f1def2fd9326a01302904fec16ad7d8fa1c414
X40x10_06_chloromethane-methane_0.95,13948,44984391,2493,ded3e24254cb88df66f165d6bbf56e359923a56b311c795d3882c531e0a4c733
X40x10_06_chloromethane-methane_1.00,13949,44986884,2491,62fc81bad273b63e41c49df1c42e916010b1446e5886d281e7b8e7a739686764
X40x10_06_chloromethane-methane_1.50,13950,44989375,2493,b48f2305ec3494b9bfca075da9a5b5eb0f4f7a26a939e8a36599b6cb1ea541cc
X40x10_06_chloromethane-methane_monA,13951,44991868,2293,91c4f3ddf706697ca4d5b391a92e37af34f3bb8eff69390a6010f0f80cbb2e53
X40x10_06_chloromethane-methane_monB,13952,44994161,2293,228f617871dae4be7036f791e0cf34d6896c1607081d599c0d8a2640abc622d2
X40x10_07_trifluoromethane-methane_0.80,13953,44996454,2498,008d22d87f4d9753655124a17e7491bbc49ffad9058fde702a503b3a295aad18
X40x10_07_trifluoromethane-methane_0.85,13954,44998952,2499,f8e8435728efb320a91ffe137a26e5f85fd25bc6b0ffa4f78e4da943d937a834
X40x10_07_trifluoromethane-methane_0.90,13955,45001451,2499,b3e56fce54d120f8a7906b7b3c207e69e2c961e3845d2c9f5c7d70749941a655
X40x10_07_trifluoromethane-methane_0.95,13956,45003950,2499,a750ea26cf1ace57f9084c5d06504dc5864baec7c19e0004c3ba0c31bc1f2037
X40x10_07_trifluoromethane-methane_1.00,13957,45006449,2497,38cc6fda81aa548386d30d3309713569523fa9553239c7218ac1f65c8026c142
X40x10_07_trifluoromethane-methane_1.50,13958,45008946,2500,60f83367e6867d7210c8868dab1e4af4b9aa46a2fd2a78607f2ee3e586504d5a
X40x10_07_trifluoromethane-methane_monA,13959,45011446,2297,cc6c2da69a48c1cf9c3543f25a0c5738d2a6ff65911f5caec2fa7e0f13aae825
X40x10_07_trifluoromethane-methane_monB,13960,45013743,2299,82477db6dc806d0d5a7d2ee9dfb6c4530022b8d0183a71c5743d512cc3c68301
X40x10_08_trichloromethane-methane_0.80,13961,45016042,2502,0b1d8d5b6866d6e479366004d44983d6de93d4874e1c9d6c060cd630745bc7c9
X40x10_08_trichloromethane-methane_0.85,13962,45018544,2502,3cd02f2ff985746725c622dcde0e51bc9cbe9fb289f318dde16d494db6d22ad4
X40x10_08_trichloromethane-methane_0.90,13963,45021046,2502,6fe01f68c52995179c55987e7394e820d978c245dc308b5c129eb9f3cfd189f1
X40x10_08_trichloromethane-methane_0.95,13964,45023548,2502,3fcbcebed2a95bc9a0e0b1285199f77aab521de34e587b8b677b671aeb87d711
X40x10_08_trichloromethane-methane_1.00,13965,45026050,2500,beeb9f21aa69a6f469ffed55e3c146349c18c59f2285fa55a6b2c72dc4995f49
X40x10_08_trichloromethane-methane_1.50,13966,45028550,2502,4e7f97e0d7dfec843b01161335570acfee3bd381b3d9a2a73040ec460beeceaf
X40x10_08_trichloromethane-methane_monA,13967,45031052,2301,475561da2b0820796e00015310bcb5c03dd9fefc6b836a7b6f089d9a675dba08
X40x10_08_trichloromethane-methane_monB,13968,45033353,2299,4f3b4f42961ec35315c2119bd2bd891b3bd850ebd2ae6b78e87b48025efa1c0b
X40x10_09_fluoromethane-fluoromethane_0.80,13969,45035652,2503,4056fe8a5e1802f89ddbcbc19ee4e33390da8a8b4f244457a7ebb88af3c14f7a
X40x10_09_fluoromethane-fluoromethane_0.85,13970,45038155,2503,bb0ba2d5a141c9d2a0270c003c4c03f30bc122545bd5eec5d8782e8dc6c1a51b
X40x10_09_fluoromethane-fluoromethane_0.90,13971,45040658,2503,94a526eaa285eb026c080eba8099aea8abc91708b11ef795fd8d7383582c75ee
X40x10_09_fluoromethane-fluoromethane_0.95,13972,45043161,2503,b30f0180972ee2eb2d6fc61d85ff0afa2ed87acb6a53a26ff9c528427e8df353
X40x10_09_fluoromethane-fluoromethane_1.00,13973,45045664,2501,d73edc2282185cb2f1c757ca4445b15b63b17483eeb0a4f8f9d83ab477800c8d
X40x10_09_fluoromethane-fluoromethane_1.50,13974,45048165,2503,8d1493f1467d3a9585fbf8061973b6e851be21f5b256c422bcf96696facb3421
X40x10_09_fluoromethane-fluoromethane_monA,13975,45050668,2302,6623a22e00f6fbe7313b7fed66c36adede861bcb3ea03e2aed6313dd4a8aefe3
X40x10_09_fluoromethane-fluoromethane_monB,13976,45052970,2309,8186099e7ad432d09487d030bee9efce58f77138e8da89a7788f1ae2881544d5
X40x10_10_chloromethane-chloromethane_0.80,13977,45055279,2507,62fa92ddeb2a4a01fe04a1ac969ad889bf122121b0ed1f0b9728edca990610e6
X40x10_10_chloromethane-chloromethane_0.85,13978,45057786,2507,9918546eecb1333bd674e4b3b13e9a213261674d045ef32d6f05a57c20311494
X40x10_10_chloromethane-chloromethane_0.90,13979,45060293,2507,43ac9aadc8cb81a95b3736bed80a99c4bb2ceef98aec0fbae9fbf3f2f6c0db3b
X40x10_10_chloromethane-chloromethane_0.95,13980,45062800,2507,bb478a68458115798b3edb531489002753aab3dea8199d5406b535385a7eacf2
X40x10_10_chloromethane-chloromethane_1.00,13981,45065307,2505,a5ce6ad6aa0a72bd2592dad5bd190b85682636b2d7a649c1107c6a29ba91854e
X40x10_10_chloromethane-chloromethane_1.50,13982,45067812,2507,8a06be654a31ded40ad3c2c7e902f55a375af219e82a095c22cefe58719a9b88
X40x10_10_chloromethane-chloromethane_monA,13983,45070319,2305,6fdaa85c2eeb7761efa27dcad8f99250d43d05b286a0df69c000b49c00a1eb9b
X40x10_10_chloromethane-chloromethane_monB,13984,45072624,2311,135a707cdec14f0c82e5c54b122affe1996a0b8f8a36cd619457819a86da96f1
X40x10_11_benF3-ben_0.80,13985,45074935,3028,7c09b2b0ddcdfc9e6ac92d086847a91b06fbda1a2469bc876cab3df622d30699
X40x10_11_benF3-ben_0.85,13986,45077963,3028,b7da8ae523131e7e8fd595e15d7e1ca43b0acf0f92f900f11f128627a5b0d571
X40x10_11_benF3-ben_0.90,13987,45080991,3028,72271f8c9cb58e1e48f0d84c28740023c5ee14cd33298cd55d734df6f77de6ea
X40x10_11_benF3-ben_0.95,13988,45084019,3028,272112968cb848cb6e15e50a1dc7750ba69b06b7556af944b70ebd4f710fb555
X40x10_11_benF3-ben_1.00,13989,45087047,3026,416949817da1e5b6a172a7735ff7dbb4f8a7e628f64f5a4399ee3907957e01ed
X40x10_11_benF3-ben_1.50,13990,45090073,3029,cbdfc4c1fa33eb8c8092c63d26dca96b40a96c7179b9bbd6cc17dda1195b6740
X40x10_11_benF3-ben_monA,13991,45093102,2553,87ac6c37283c6b0fbc187d4ff50831ef09233634cc9ca1b4c5e76a9841f4ce97
X40x10_11_benF3-ben_monB,13992,45095655,2545,7080a659d5b41785d2f66b71ea5c3d9f3a710ed4c386f16d03e93db2bb3b98f3
X40x10_12_benF6-ben_0.80,13993,45098200,3027,f24a18822eb48c333258a6ee4b3825e1cf360775d370d70b889ef90aff64390e
X40x10_12_benF6-ben_0.85,13994,45101227,3027,e2fba9df83d4e2de6b7c8e59973574bc2d845b87a03b76c971e01f30c0017693
X40x10_12_benF6-ben_0.90,13995,45104254,3027,f9506371f62b20970d76dd0dd44e6e7a5a91b50edcd7cca56b0e8d6520084225
X40x10_12_benF6-ben_0.95,13996,45107281,3027,d1bb78794bde67aad9764f0b9b6de031847ce1fed76335bb390cc6c604d9c5b4
X40x10_12_benF6-ben_1.00,13997,45110308,3025,8e6db79c080ceaeb49d33ed3d9a99e2465c91fac1fc03bbb045f6062cf2ae82b
X40x10_12_benF6-ben_1.50,13998,45113333,3026,7fc55fcf3afaaa52f6d90d8f45c1bc79d9d48592e6b5ee5590e957117572fb9b
X40x10_12_benF6-ben_monA,13999,45116359,2549,4467e845b56fade35afafff9eeed010565f928bd13ba85c56c3ab8c0b8285323
X40x10_12_benF6-ben_monB,14000,45118908,2544,a3578aec58b258416fc19432d0a62d13086ae51b39bf5a55f922e5ebab0aa3b3
X40x10_13_chloromethane-formaldehyde_0.80,14001,45121452,2462,de8579f1087fcca8bd3c46341b2f7e9add76aa7d1e40fb9fdc8ae664c39f8580
X40x10_13_chloromethane-formaldehyde_0.85,14002,45123914,2461,423ba733a901ad860ae3d78d54b2a06f12e9d2ce17b44148ef1c4186819d46c6
X40x10_13_chloromethane-formaldehyde_0.90,14003,45126375,2460,7e7c10af242e3c3d2223fabfbb518319e0d68d69c2c99a58113c883c01234d31
X40x10_13_chloromethane-formaldehyde_0.95,14004,45128835,2460,c1a0f927a32f118035bb3cc247b15f835c55d820d1d8abfe1ca2e359a44975a9
X40x10_13_chloromethane-formaldehyde_1.00,14005,45131295,2458,2b42e130cecdeb5423e0d7657c0152f75197ac84222added450e882db8c7ecac
X40x10_13_chloromethane-formaldehyde_1.50,14006,45133753,2458,c20b0cb5043b9db407d3a847c3e8be35af5b5fb482098bf92e3bb59e60c7b7ea
X40x10_13_chloromethane-formaldehyde_monA,14007,45136211,2304,963667761517e4dfd5b7f7a56f8d2778b2a161ad5d41433b6bcd90c06236238e
X40x10_13_chloromethane-formaldehyde_monB,14008,45138515,2261,3bef5c5f4ad36f2f0b96f30d643e9d7d581bfd86e83b6d6bfd097f982a07aec7
X40x10_14_bromomethane-formaldehyde_0.80,14009,45140776,2458,01fb2840506abce5f9b195d15f0c07cf755bee7e9029d8fb5d732bd0e7436b87
X40x10_14_bromomethane-formaldehyde_0.85,14010,45143234,2458,f67fe2d1164366ba30191a14e6143cc859fdf6fbeaa1b827ba494d6b2a892da3
X40x10_14_bromomethane-formaldehyde_0.90,14011,45145692,2458,1bb5e5d612e95fd96f2b0f3c7107fd6ce63ca92821d2f36c12570762a114a2eb
X40x10_14_bromomethane-formaldehyde_0.95,14012,45148150,2458,6e9a71d06d279820644a72352eb8f6500440c186d3901d14fff855179fdc663c
X40x10_14_bromomethane-formaldehyde_1.00,14013,45150608,2456,17f7d33ca293802678f5aa50c3a5238d43cb61a663c5537d02b6617936a4f6d1
X40x10_14_bromomethane-formaldehyde_1.50,14014,45153064,2456,1b50c1c5324f488e342e939e4e7271ce0f163470453f8df43e8f497c4a8e4290
X40x10_14_bromomethane-formaldehyde_monA,14015,45155520,2302,562d2b3515ac223a48e068e26e492ccc27282793dc359270aeb4d7dcf1244bb1
X40x10_14_bromomethane-formaldehyde_monB,14016,45157822,2257,a71587e18d6dae34ac58d58032a529e837c0a1a708c540813256b2278665a688
X40x10_15_iodomethane-formaldehyde_0.80,14017,45160079,2457,aca08e82fe0b355f11db7d98eda041ed5e1a98c90276b4d3e7280b7b08a32e11
X40x10_15_iodomethane-formaldehyde_0.85,14018,45162536,2457,2da5b370a161fc5645843037aec6143f5a0f429f4ffe6d4f503eeb3907b12c3a
X40x10_15_iodomethane-formaldehyde_0.90,14019,45164993,2457,e862c7188cb8c8cbde36b6d84c3fd421b1985f0274e52ff4f54ba05774e0e8d4
X40x10_15_iodomethane-formaldehyde_0.95,14020,45167450,2457,4b95ab19645908b478c145f1a12cd12fe638fc2483f592c093335e1902c5b895
X40x10_15_iodomethane-formaldehyde_1.00,14021,45169907,2455,30726abffd345f831d91e8313397e60c064adeddff0d2436c168670b29144103
X40x10_15_iodomethane-formaldehyde_1.50,14022,45172362,2456,f910c2c928e27aa880704d6ffeff7dde09493623e0f7bf9319964dbe97c654e9
X40x10_15_iodomethane-formaldehyde_monA,14023,45174818,2301,a7733070004141e3fb24e0cfd328addbe0b29c1485ae315fb4744f063b556530
X40x10_15_iodomethane-formaldehyde_monB,14024,45177119,2255,7057ab341d61decf7f9ce96cf93c59da2541e4ac45f797e7b3ee5e49701ed532
X40x10_16_F3chloromethane-formaldehyde_0.80,14025,45179374,2470,e25839ebeb4938f53807ce30b7970dcb95276fc27eedcbd813af0a8d4d8ead2f
X40x10_16_F3chloromethane-formaldehyde_0.85,14026,45181844,2470,c7224c2987f3ae407a66e45f4805686f2f17b971e970926c815949d65f79b277
X40x10_16_F3chloromethane-formaldehyde_0.90,14027,45184314,2469,0864b1ed317968e627ed0e99a4b375b866107c0c512dbaedb9f063c977103e0d
X40x10_16_F3chloromethane-formaldehyde_0.95,14028,45186783,2469,9df832e51f978248b20497024c66a5b8ee2e6f6973aff82e3074ea0f3da8394e
X40x10_16_F3chloromethane-formaldehyde_1.00,14029,45189252,2467,b6af120b8981fe46fa7bdcf99061bf520d620ef1965e317941c889dd54ae15d1
X40x10_16_F3chloromethane-formaldehyde_1.50,14030,45191719,2469,5df812ad5e1fa340437b2743819d261113ad26482428554b9cc294b4f20deb97
X40x10_16_F3chloromethane-formaldehyde_monA,14031,45194188,2310,d2d6ac14f1f03fd9104fd1f33e731e21e2b39db4bbf28a43823a12a50a353fa6
X40x10_16_F3chloromethane-formaldehyde_monB,14032,45196498,2263,5e805e4dd60edce61a31853ef6889c69808fc37da79d960e546b6ea24ac33749
X40x10_17_F3bromomethane-formaldehyde_0.80,14033,45198761,2468,730149cb7a382085dadacab670e41f84235578af58bfbab391c52c2889cdc7e2
X40x10_17_F3bromomethane-formaldehyde_0.85,14034,45201229,2468,dca2a39bad3a379411d8fd8421ed3eb34995815a066045f506e13e7ab3dcab4e
X40x10_17_F3bromomethane-formaldehyde_0.90,14035,45203697,2468,916d137a27b794dbf25d2bdb06c40e73f7b9fe9392d0e32a2c68c2dd692c1bdd
X40x10_17_F3bromomethane-formaldehyde_0.95,14036,45206165,2468,5c7eb327f529b820fbc2b442f1cf8cc2c9f88bae9fbc9ebd9f9e905f8f075d9f
X40x10_17_F3bromomethane-formaldehyde_1.00,14037,45208633,2466,1ffd40edd0d9b80f367a649d376a2a1856b77d14c361027a43962c773fc48b9e
X40x10_17_F3bromomethane-formaldehyde_1.50,14038,45211099,2468,39077bd59b24cc2972f68e248beae1abed9e8b642ca18d27c6a2bcebae00aa21
X40x10_17_F3bromomethane-formaldehyde_monA,14039,45213567,2308,5183876f8306cd507ef1cb8a99510937a2fc201df887ee792cf5f84d43d5573e
X40x10_17_F3bromomethane-formaldehyde_monB,14040,45215875,2261,9f03d04f2ba6f9b9d866fc3de2cf8f9ce87a3b65bf9a11888536cfbbe4aaf6a6
X40x10_18_F3iodomethane-formaldehyde_0.80,14041,45218136,2465,0a552bf217c96ebc683e31c1ef5002d054e40045fd7a18554531b2028f478f95
X40x10_18_F3iodomethane-formaldehyde_0.85,14042,45220601,2465,600e1d29b49fb13d6b05384a0b38314907f55e3961cb2e6bb88851e974d4d140
X40x10_18_F3iodomethane-formaldehyde_0.90,14043,45223066,2465,7bc7892b57e0b85454c50dbc85544a87195dcdbb7472af394c56c114e9dcc5ec
X40x10_18_F3iodomethane-formaldehyde_0.95,14044,45225531,2465,f87744ceb9d320f282146fa83bbfb22e6cf7f4fdeca842d5db80c6ba3635cb6b
X40x10_18_F3iodomethane-formaldehyde_1.00,14045,45227996,2463,a722ab193cab268c3c29fdd2460eb7b8d3485094b7391c979213bb71cfff65a1
X40x10_18_F3iodomethane-formaldehyde_1.50,14046,45230459,2465,9fa3c512216b1444fbfb86973f47255127e3b65c2cab3bbf9e672dae91901294
