global_index,si_row_index,set_or_subset,property_class,dataset_eval_dataset,reaction,dataset_order,selection_index,weight_spec,objective_weight
1186,43,RSE43,TC,RSE43,RSE43_16,16,16,2,2
1187,43,RSE43,TC,RSE43,RSE43_17,17,17,2,2
1188,43,RSE43,TC,RSE43,RSE43_18,18,18,2,2
1189,43,RSE43,TC,RSE43,RSE43_19,19,19,2,2
1190,43,RSE43,TC,RSE43,RSE43_20,20,20,2,2
1191,43,RSE43,TC,RSE43,RSE43_21,21,21,2,2
1192,43,RSE43,TC,RSE43,RSE43_22,22,22,2,2
1193,43,RSE43,TC,RSE43,RSE43_23,23,23,2,2
1194,43,RSE43,TC,RSE43,RSE43_24,24,24,2,2
1195,43,RSE43,TC,RSE43,RSE43_25,25,25,2,2
1196,43,RSE43,TC,RSE43,RSE43_26,26,26,2,2
1197,43,RSE43,TC,RSE43,RSE43_27,27,27,2,2
1198,43,RSE43,TC,RSE43,RSE43_28,28,28,2,2
1199,43,RSE43,TC,RSE43,RSE43_29,29,29,2,2
1200,43,RSE43,TC,RSE43,RSE43_30,30,30,2,2
1201,43,RSE43,TC,RSE43,RSE43_31,31,31,2,2
1202,43,RSE43,TC,RSE43,RSE43_32,32,32,2,2
1203,43,RSE43,TC,RSE43,RSE43_33,33,33,2,2
1204,43,RSE43,TC,RSE43,RSE43_34,34,34,2,2
1205,43,RSE43,TC,RSE43,RSE43_35,35,35,2,2
1206,43,RSE43,TC,RSE43,RSE43_36,36,36,2,2
1207,43,RSE43,TC,RSE43,RSE43_37,37,37,2,2
1208,43,RSE43,TC,RSE43,RSE43_38,38,38,2,2
1209,43,RSE43,TC,RSE43,RSE43_39,39,39,2,2
1210,43,RSE43,TC,RSE43,RSE43_40,40,40,2,2
1211,43,RSE43,TC,RSE43,RSE43_41,41,41,2,2
1212,43,RSE43,TC,RSE43,RSE43_42,42,42,2,2
1213,43,RSE43,TC,RSE43,RSE43_43,43,43,2,2
1214,44,TAE_W4-17nonMR,TC,TAE_W4-17nonMR,TAE_W4-17_1,1,1,0.8,0.80000000000000004
1215,44,TAE_W4-17nonMR,TC,TAE_W4-17nonMR,TAE_W4-17_2,2,2,0.8,0.80000000000000004
1216,44,TAE_W4-17nonMR,TC,TAE_W4-17nonMR,TAE_W4-17_3,3,3,0.8,0.80000000000000004
1217,44,TAE_W4-17nonMR,TC,TAE_W4-17nonMR,TAE_W4-17_4,4,4,0.8,0.80000000000000004
1218,44,TAE_W4-17nonMR,TC,TAE_W4-17nonMR,TAE_W4-17_5,5,5,0.8,0.80000000000000004
1219,44,TAE_W4-17nonMR,TC,TAE_W4-17nonMR,TAE_W4-17_6,6,6,0.8,0.80000000000000004
1220,44,TAE_W4-17nonMR,TC,TAE_W4-17nonMR,TAE_W4-17_7,7,7,0.8,0.80000000000000004
1221,44,TAE_W4-17nonMR,TC,TAE_W4-17nonMR,TAE_W4-17_8,8,8,0.8,0.80000000000000004
1222,44,TAE_W4-17nonMR,TC,TAE_W4-17nonMR,TAE_W4-17_9,9,9,0.8,0.80000000000000004
1223,44,TAE_W4-17nonMR,TC,TAE_W4-17nonMR,TAE_W4-17_10,10,10,0.8,0.80000000000000004
1224,44,TAE_W4-17nonMR,TC,TAE_W4-17nonMR,TAE_W4-17_12,11,11,0.8,0.80000000000000004
1225,44,TAE_W4-17nonMR,TC,TAE_W4-17nonMR,TAE_W4-17_13,12,12,0.8,0.80000000000000004
1226,44,TAE_W4-17nonMR,TC,TAE_W4-17nonMR,TAE_W4-17_14,13,13,0.8,0.80000000000000004
1227,44,TAE_W4-17nonMR,TC,TAE_W4-17nonMR,TAE_W4-17_15,14,14,0.8,0.80000000000000004
1228,44,TAE_W4-17nonMR,TC,TAE_W4-17nonMR,TAE_W4-17_16,15,15,0.8,0.80000000000000004
1229,44,TAE_W4-17nonMR,TC,TAE_W4-17nonMR,TAE_W4-17_17,16,16,0.8,0.80000000000000004
1230,44,TAE_W4-17nonMR,TC,TAE_W4-17nonMR,TAE_W4-17_18,17,17,0.8,0.80000000000000004
1231,44,TAE_W4-17nonMR,TC,TAE_W4-17nonMR,TAE_W4-17_19,18,18,0.8,0.80000000000000004
1232,44,TAE_W4-17nonMR,TC,TAE_W4-17nonMR,TAE_W4-17_21,19,19,0.8,0.80000000000000004
1233,44,TAE_W4-17nonMR,TC,TAE_W4-17nonMR,TAE_W4-17_22,20,20,0.8,0.80000000000000004
1234,44,TAE_W4-17nonMR,TC,TAE_W4-17nonMR,TAE_W4-17_23,21,21,0.8,0.80000000000000004
1235,44,TAE_W4-17nonMR,TC,TAE_W4-17nonMR,TAE_W4-17_24,22,22,0.8,0.80000000000000004
1236,44,TAE_W4-17nonMR,TC,TAE_W4-17nonMR,TAE_W4-17_25,23,23,0.8,0.80000000000000004
1237,44,TAE_W4-17nonMR,TC,TAE_W4-17nonMR,TAE_W4-17_26,24,24,0.8,0.80000000000000004
1238,44,TAE_W4-17nonMR,TC,TAE_W4-17nonMR,TAE_W4-17_28,25,25,0.8,0.80000000000000004
1239,44,TAE_W4-17nonMR,TC,TAE_W4-17nonMR,TAE_W4-17_29,26,26,0.8,0.80000000000000004
1240,44,TAE_W4-17nonMR,TC,TAE_W4-17nonMR,TAE_W4-17_30,27,27,0.8,0.80000000000000004
1241,44,TAE_W4-17nonMR,TC,TAE_W4-17nonMR,TAE_W4-17_31,28,28,0.8,0.80000000000000004
1242,44,TAE_W4-17nonMR,TC,TAE_W4-17nonMR,TAE_W4-17_32,29,29,0.8,0.80000000000000004
1243,44,TAE_W4-17nonMR,TC,TAE_W4-17nonMR,TAE_W4-17_33,30,30,0.8,0.80000000000000004
1244,44,TAE_W4-17nonMR,TC,TAE_W4-17nonMR,TAE_W4-17_34,31,31,0.8,0.80000000000000004
1245,44,TAE_W4-17nonMR,TC,TAE_W4-17nonMR,TAE_W4-17_35,32,32,0.8,0.80000000000000004
1246,44,TAE_W4-17nonMR,TC,TAE_W4-17nonMR,TAE_W4-17_36,33,33,0.8,0.80000000000000004
1247,44,TAE_W4-17nonMR,TC,TAE_W4-17nonMR,TAE_W4-17_37,34,34,0.8,0.80000000000000004
1248,44,TAE_W4-17nonMR,TC,TAE_W4-17nonMR,TAE_W4-17_38,35,35,0.8,0.80000000000000004
1249,44,TAE_W4-17nonMR,TC,TAE_W4-17nonMR,TAE_W4-17_39,36,36,0.8,0.80000000000000004
1250,44,TAE_W4-17nonMR,TC,TAE_W4-17nonMR,TAE_W4-17_40,37,37,0.8,0.80000000000000004
1251,44,TAE_W4-17nonMR,TC,TAE_W4-17nonMR,TAE_W4-17_41,38,38,0.8,0.80000000000000004
1252,44,TAE_W4-17nonMR,TC,TAE_W4-17nonMR,TAE_W4-17_42,39,39,0.8,0.80000000000000004
1253,44,TAE_W4-17nonMR,TC,TAE_W4-17nonMR,TAE_W4-17_43,40,40,0.8,0.80000000000000004
1254,44,TAE_W4-17nonMR,TC,TAE_W4-17nonMR,TAE_W4-17_44,41,41,0.8,0.80000000000000004
1255,44,TAE_W4-17nonMR,TC,TAE_W4-17nonMR,TAE_W4-17_45,42,42,0.8,0.80000000000000004
1256,44,TAE_W4-17nonMR,TC,TAE_W4-17nonMR,TAE_W4-17_46,43,43,0.8,0.80000000000000004
1257,44,TAE_W4-17nonMR,TC,TAE_W4-17nonMR,TAE_W4-17_47,44,44,0.8,0.80000000000000004
1258,44,TAE_W4-17nonMR,TC,TAE_W4-17nonMR,TAE_W4-17_48,45,45,0.8,0.80000000000000004
1259,44,TAE_W4-17nonMR,TC,TAE_W4-17nonMR,TAE_W4-17_49,46,46,0.8,0.80000000000000004
1260,44,TAE_W4-17nonMR,TC,TAE_W4-17nonMR,TAE_W4-17_50,47,47,0.8,0.80000000000000004
1261,44,TAE_W4-17nonMR,TC,TAE_W4-17nonMR,TAE_W4-17_51,48,48,0.8,0.80000000000000004
1262,44,TAE_W4-17nonMR,TC,TAE_W4-17nonMR,TAE_W4-17_52,49,49,0.8,0.80000000000000004
1263,44,TAE_W4-17nonMR,TC,TAE_W4-17nonMR,TAE_W4-17_53,50,50,0.8,0.80000000000000004
1264,44,TAE_W4-17nonMR,TC,TAE_W4-17nonMR,TAE_W4-17_54,51,51,0.8,0.80000000000000004
1265,44,TAE_W4-17nonMR,TC,TAE_W4-17nonMR,TAE_W4-17_55,52,52,0.8,0.80000000000000004
1266,44,TAE_W4-17nonMR,TC,TAE_W4-17nonMR,TAE_W4-17_56,53,53,0.8,0.80000000000000004
1267,44,TAE_W4-17nonMR,TC,TAE_W4-17nonMR,TAE_W4-17_57,54,54,0.8,0.80000000000000004
1268,44,TAE_W4-17nonMR,TC,TAE_W4-17nonMR,TAE_W4-17_58,55,55,0.8,0.80000000000000004
1269,44,TAE_W4-17nonMR,TC,TAE_W4-17nonMR,TAE_W4-17_59,56,56,0.8,0.80000000000000004
1270,44,TAE_W4-17nonMR,TC,TAE_W4-17nonMR,TAE_W4-17_60,57,57,0.8,0.80000000000000004
1271,44,TAE_W4-17nonMR,TC,TAE_W4-17nonMR,TAE_W4-17_61,58,58,0.8,0.80000000000000004
1272,44,TAE_W4-17nonMR,TC,TAE_W4-17nonMR,TAE_W4-17_62,59,59,0.8,0.80000000000000004
1273,44,TAE_W4-17nonMR,TC,TAE_W4-17nonMR,TAE_W4-17_63,60,60,0.8,0.80000000000000004
1274,44,TAE_W4-17nonMR,TC,TAE_W4-17nonMR,TAE_W4-17_64,61,61,0.8,0.80000000000000004
1275,44,TAE_W4-17nonMR,TC,TAE_W4-17nonMR,TAE_W4-17_65,62,62,0.8,0.80000000000000004
1276,44,TAE_W4-17nonMR,TC,TAE_W4-17nonMR,TAE_W4-17_66,63,63,0.8,0.80000000000000004
1277,44,TAE_W4-17nonMR,TC,TAE_W4-17nonMR,TAE_W4-17_67,64,64,0.8,0.80000000000000004
1278,44,TAE_W4-17nonMR,TC,TAE_W4-17nonMR,TAE_W4-17_68,65,65,0.8,0.80000000000000004
1279,44,TAE_W4-17nonMR,TC,TAE_W4-17nonMR,TAE_W4-17_69,66,66,0.8,0.80000000000000004
1280,44,TAE_W4-17nonMR,TC,TAE_W4-17nonMR,TAE_W4-17_71,67,67,0.8,0.80000000000000004
1281,44,TAE_W4-17nonMR,TC,TAE_W4-17nonMR,TAE_W4-17_72,68,68,0.8,0.80000000000000004
1282,44,TAE_W4-17nonMR,TC,TAE_W4-17nonMR,TAE_W4-17_73,69,69,0.8,0.80000000000000004
1283,44,TAE_W4-17nonMR,TC,TAE_W4-17nonMR,TAE_W4-17_76,70,70,0.8,0.80000000000000004
1284,44,TAE_W4-17nonMR,TC,TAE_W4-17nonMR,TAE_W4-17_77,71,71,0.8,0.80000000000000004
1285,44,TAE_W4-17nonMR,TC,TAE_W4-17nonMR,TAE_W4-17_81,72,72,0.8,0.80000000000000004
1286,44,TAE_W4-17nonMR,TC,TAE_W4-17nonMR,TAE_W4-17_82,73,73,0.8,0.80000000000000004
1287,44,TAE_W4-17nonMR,TC,TAE_W4-17nonMR,TAE_W4-17_83,74,74,0.8,0.80000000000000004
1288,44,TAE_W4-17nonMR,TC,TAE_W4-17nonMR,TAE_W4-17_84,75,75,0.8,0.80000000000000004
1289,44,TAE_W4-17nonMR,TC,TAE_W4-17nonMR,TAE_W4-17_85,76,76,0.8,0.80000000000000004
1290,44,TAE_W4-17nonMR,TC,TAE_W4-17nonMR,TAE_W4-17_86,77,77,0.8,0.80000000000000004
1291,44,TAE_W4-17nonMR,TC,TAE_W4-17nonMR,TAE_W4-17_87,78,78,0.8,0.80000000000000004
1292,44,TAE_W4-17nonMR,TC,TAE_W4-17nonMR,TAE_W4-17_88,79,79,0.8,0.80000000000000004
1293,44,TAE_W4-17nonMR,TC,TAE_W4-17nonMR,TAE_W4-17_89,80,80,0.8,0.80000000000000004
1294,44,TAE_W4-17nonMR,TC,TAE_W4-17nonMR,TAE_W4-17_90,81,81,0.8,0.80000000000000004
1295,44,TAE_W4-17nonMR,TC,TAE_W4-17nonMR,TAE_W4-17_91,82,82,0.8,0.80000000000000004
1296,44,TAE_W4-17nonMR,TC,TAE_W4-17nonMR,TAE_W4-17_92,83,83,0.8,0.80000000000000004
1297,44,TAE_W4-17nonMR,TC,TAE_W4-17nonMR,TAE_W4-17_93,84,84,0.8,0.80000000000000004
1298,44,TAE_W4-17nonMR,TC,TAE_W4-17nonMR,TAE_W4-17_94,85,85,0.8,0.80000000000000004
1299,44,TAE_W4-17nonMR,TC,TAE_W4-17nonMR,TAE_W4-17_95,86,86,0.8,0.80000000000000004
1300,44,TAE_W4-17nonMR,TC,TAE_W4-17nonMR,TAE_W4-17_96,87,87,0.8,0.80000000000000004
1301,44,TAE_W4-17nonMR,TC,TAE_W4-17nonMR,TAE_W4-17_97,88,88,0.8,0.80000000000000004
1302,44,TAE_W4-17nonMR,TC,TAE_W4-17nonMR,TAE_W4-17_98,89,89,0.8,0.80000000000000004
1303,44,TAE_W4-17nonMR,TC,TAE_W4-17nonMR,TAE_W4-17_99,90,90,0.8,0.80000000000000004
1304,44,TAE_W4-17nonMR,TC,TAE_W4-17nonMR,TAE_W4-17_101,91,91,0.8,0.80000000000000004
1305,44,TAE_W4-17nonMR,TC,TAE_W4-17nonMR,TAE_W4-17_102,92,92,0.8,0.80000000000000004
1306,44,TAE_W4-17nonMR,TC,TAE_W4-17nonMR,TAE_W4-17_105,93,93,0.8,0.80000000000000004
1307,44,TAE_W4-17nonMR,TC,TAE_W4-17nonMR,TAE_W4-17_106,94,94,0.8,0.80000000000000004
1308,44,TAE_W4-17nonMR,TC,TAE_W4-17nonMR,TAE_W4-17_107,95,95,0.8,0.80000000000000004
1309,44,TAE_W4-17nonMR,TC,TAE_W4-17nonMR,TAE_W4-17_108,96,96,0.8,0.80000000000000004
1310,44,TAE_W4-17nonMR,TC,TAE_W4-17nonMR,TAE_W4-17_109,97,97,0.8,0.80000000000000004
1311,44,TAE_W4-17nonMR,TC,TAE_W4-17nonMR,TAE_W4-17_110,98,98,0.8,0.80000000000000004
1312,44,TAE_W4-17nonMR,TC,TAE_W4-17nonMR,TAE_W4-17_111,99,99,0.8,0.80000000000000004
1313,44,TAE_W4-17nonMR,TC,TAE_W4-17nonMR,TAE_W4-17_112,100,100,0.8,0.80000000000000004
1314,44,TAE_W4-17nonMR,TC,TAE_W4-17nonMR,TAE_W4-17_113,101,101,0.8,0.80000000000000004
1315,44,TAE_W4-17nonMR,TC,TAE_W4-17nonMR,TAE_W4-17_114,102,102,0.8,0.80000000000000004
1316,44,TAE_W4-17nonMR,TC,TAE_W4-17nonMR,TAE_W4-17_115,103,103,0.8,0.80000000000000004
1317,44,TAE_W4-17nonMR,TC,TAE_W4-17nonMR,TAE_W4-17_116,104,104,0.8,0.80000000000000004
1318,44,TAE_W4-17nonMR,TC,TAE_W4-17nonMR,TAE_W4-17_117,105,105,0.8,0.80000000000000004
1319,44,TAE_W4-17nonMR,TC,TAE_W4-17nonMR,TAE_W4-17_118,106,106,0.8,0.80000000000000004
1320,44,TAE_W4-17nonMR,TC,TAE_W4-17nonMR,TAE_W4-17_119,107,107,0.8,0.80000000000000004
1321,44,TAE_W4-17nonMR,TC,TAE_W4-17nonMR,TAE_W4-17_120,108,108,0.8,0.80000000000000004
1322,44,TAE_W4-17nonMR,TC,TAE_W4-17nonMR,TAE_W4-17_121,109,109,0.8,0.80000000000000004
1323,44,TAE_W4-17nonMR,TC,TAE_W4-17nonMR,TAE_W4-17_122,110,110,0.8,0.80000000000000004
1324,44,TAE_W4-17nonMR,TC,TAE_W4-17nonMR,TAE_W4-17_123,111,111,0.8,0.80000000000000004
1325,44,TAE_W4-17nonMR,TC,TAE_W4-17nonMR,TAE_W4-17_124,112,112,0.8,0.80000000000000004
1326,44,TAE_W4-17nonMR,TC,TAE_W4-17nonMR,TAE_W4-17_125,113,113,0.8,0.80000000000000004
1327,44,TAE_W4-17nonMR,TC,TAE_W4-17nonMR,TAE_W4-17_126,114,114,0.8,0.80000000000000004
1328,44,TAE_W4-17nonMR,TC,TAE_W4-17nonMR,TAE_W4-17_127,115,115,0.8,0.80000000000000004
1329,44,TAE_W4-17nonMR,TC,TAE_W4-17nonMR,TAE_W4-17_128,116,116,0.8,0.80000000000000004
1330,44,TAE_W4-17nonMR,TC,TAE_W4-17nonMR,TAE_W4-17_129,117,117,0.8,0.80000000000000004
1331,44,TAE_W4-17nonMR,TC,TAE_W4-17nonMR,TAE_W4-17_130,118,118,0.8,0.80000000000000004
1332,44,TAE_W4-17nonMR,TC,TAE_W4-17nonMR,TAE_W4-17_131,119,119,0.8,0.80000000000000004
1333,44,TAE_W4-17nonMR,TC,TAE_W4-17nonMR,TAE_W4-17_132,120,120,0.8,0.80000000000000004
1334,44,TAE_W4-17nonMR,TC,TAE_W4-17nonMR,TAE_W4-17_133,121,121,0.8,0.80000000000000004
1335,44,TAE_W4-17nonMR,TC,TAE_W4-17nonMR,TAE_W4-17_134,122,122,0.8,0.80000000000000004
1336,44,TAE_W4-17nonMR,TC,TAE_W4-17nonMR,TAE_W4-17_135,123,123,0.8,0.80000000000000004
1337,44,TAE_W4-17nonMR,TC,TAE_W4-17nonMR,TAE_W4-17_136,124,124,0.8,0.80000000000000004
1338,44,TAE_W4-17nonMR,TC,TAE_W4-17nonMR,TAE_W4-17_137,125,125,0.8,0.80000000000000004
1339,44,TAE_W4-17nonMR,TC,TAE_W4-17nonMR,TAE_W4-17_138,126,126,0.8,0.80000000000000004
1340,44,TAE_W4-17nonMR,TC,TAE_W4-17nonMR,TAE_W4-17_139,127,127,0.8,0.80000000000000004
1341,44,TAE_W4-17nonMR,TC,TAE_W4-17nonMR,TAE_W4-17_140,128,128,0.8,0.80000000000000004
1342,44,TAE_W4-17nonMR,TC,TAE_W4-17nonMR,TAE_W4-17_141,129,129,0.8,0.80000000000000004
1343,44,TAE_W4-17nonMR,TC,TAE_W4-17nonMR,TAE_W4-17_142,130,130,0.8,0.80000000000000004
1344,44,TAE_W4-17nonMR,TC,TAE_W4-17nonMR,TAE_W4-17_143,131,131,0.8,0.80000000000000004
1345,44,TAE_W4-17nonMR,TC,TAE_W4-17nonMR,TAE_W4-17_144,132,132,0.8,0.80000000000000004
1346,44,TAE_W4-17nonMR,TC,TAE_W4-17nonMR,TAE_W4-17_145,133,133,0.8,0.80000000000000004
1347,44,TAE_W4-17nonMR,TC,TAE_W4-17nonMR,TAE_W4-17_146,134,134,0.8,0.80000000000000004
1348,44,TAE_W4-17nonMR,TC,TAE_W4-17nonMR,TAE_W4-17_147,135,135,0.8,0.80000000000000004
1349,44,TAE_W4-17nonMR,TC,TAE_W4-17nonMR,TAE_W4-17_148,136,136,0.8,0.80000000000000004
1350,44,TAE_W4-17nonMR,TC,TAE_W4-17nonMR,TAE_W4-17_149,137,137,0.8,0.80000000000000004
1351,44,TAE_W4-17nonMR,TC,TAE_W4-17nonMR,TAE_W4-17_150,138,138,0.8,0.80000000000000004
1352,44,TAE_W4-17nonMR,TC,TAE_W4-17nonMR,TAE_W4-17_151,139,139,0.8,0.80000000000000004
1353,44,TAE_W4-17nonMR,TC,TAE_W4-17nonMR,TAE_W4-17_152,140,140,0.8,0.80000000000000004
1354,44,TAE_W4-17nonMR,TC,TAE_W4-17nonMR,TAE_W4-17_153,141,141,0.8,0.80000000000000004
1355,44,TAE_W4-17nonMR,TC,TAE_W4-17nonMR,TAE_W4-17_154,142,142,0.8,0.80000000000000004
1356,44,TAE_W4-17nonMR,TC,TAE_W4-17nonMR,TAE_W4-17_155,143,143,0.8,0.80000000000000004
1357,44,TAE_W4-17nonMR,TC,TAE_W4-17nonMR,TAE_W4-17_156,144,144,0.8,0.80000000000000004
1358,44,TAE_W4-17nonMR,TC,TAE_W4-17nonMR,TAE_W4-17_157,145,145,0.8,0.80000000000000004
1359,44,TAE_W4-17nonMR,TC,TAE_W4-17nonMR,TAE_W4-17_160,146,146,0.8,0.80000000000000004
1360,44,TAE_W4-17nonMR,TC,TAE_W4-17nonMR,TAE_W4-17_162,147,147,0.8,0.80000000000000004
1361,44,TAE_W4-17nonMR,TC,TAE_W4-17nonMR,TAE_W4-17_163,148,148,0.8,0.80000000000000004
1362,44,TAE_W4-17nonMR,TC,TAE_W4-17nonMR,TAE_W4-17_164,149,149,0.8,0.80000000000000004
1363,44,TAE_W4-17nonMR,TC,TAE_W4-17nonMR,TAE_W4-17_165,150,150,0.8,0.80000000000000004
1364,44,TAE_W4-17nonMR,TC,TAE_W4-17nonMR,TAE_W4-17_166,151,151,0.8,0.80000000000000004
1365,44,TAE_W4-17nonMR,TC,TAE_W4-17nonMR,TAE_W4-17_167,152,152,0.8,0.80000000000000004
1366,44,TAE_W4-17nonMR,TC,TAE_W4-17nonMR,TAE_W4-17_168,153,153,0.8,0.80000000000000004
1367,44,TAE_W4-17nonMR,TC,TAE_W4-17nonMR,TAE_W4-17_169,154,154,0.8,0.80000000000000004
1368,44,TAE_W4-17nonMR,TC,TAE_W4-17nonMR,TAE_W4-17_170,155,155,0.8,0.80000000000000004
1369,44,TAE_W4-17nonMR,TC,TAE_W4-17nonMR,TAE_W4-17_171,156,156,0.8,0.80000000000000004
1370,44,TAE_W4-17nonMR,TC,TAE_W4-17nonMR,TAE_W4-17_172,157,157,0.8,0.80000000000000004
1371,44,TAE_W4-17nonMR,TC,TAE_W4-17nonMR,TAE_W4-17_173,158,158,0.8,0.80000000000000004
1372,44,TAE_W4-17nonMR,TC,TAE_W4-17nonMR,TAE_W4-17_174,159,159,0.8,0.80000000000000004
1373,44,TAE_W4-17nonMR,TC,TAE_W4-17nonMR,TAE_W4-17_175,160,160,0.8,0.80000000000000004
1374,44,TAE_W4-17nonMR,TC,TAE_W4-17nonMR,TAE_W4-17_176,161,161,0.8,0.80000000000000004
1375,44,TAE_W4-17nonMR,TC,TAE_W4-17nonMR,TAE_W4-17_177,162,162,0.8,0.80000000000000004
1376,44,TAE_W4-17nonMR,TC,TAE_W4-17nonMR,TAE_W4-17_180,163,163,0.8,0.80000000000000004
1377,44,TAE_W4-17nonMR,TC,TAE_W4-17nonMR,TAE_W4-17_181,164,164,0.8,0.80000000000000004
1378,44,TAE_W4-17nonMR,TC,TAE_W4-17nonMR,TAE_W4-17_182,165,165,0.8,0.80000000000000004
1379,44,TAE_W4-17nonMR,TC,TAE_W4-17nonMR,TAE_W4-17_183,166,166,0.8,0.80000000000000004
1380,44,TAE_W4-17nonMR,TC,TAE_W4-17nonMR,TAE_W4-17_184,167,167,0.8,0.80000000000000004
1381,44,TAE_W4-17nonMR,TC,TAE_W4-17nonMR,TAE_W4-17_185,168,168,0.8,0.80000000000000004
1382,44,TAE_W4-17nonMR,TC,TAE_W4-17nonMR,TAE_W4-17_186,169,169,0.8,0.80000000000000004
1383,44,TAE_W4-17nonMR,TC,TAE_W4-17nonMR,TAE_W4-17_187,170,170,0.8,0.80000000000000004
1384,44,TAE_W4-17nonMR,TC,TAE_W4-17nonMR,TAE_W4-17_188,171,171,0.8,0.80000000000000004
1385,44,TAE_W4-17nonMR,TC,TAE_W4-17nonMR,TAE_W4-17_189,172,172,0.8,0.80000000000000004
1386,44,TAE_W4-17nonMR,TC,TAE_W4-17nonMR,TAE_W4-17_190,173,173,0.8,0.80000000000000004
1387,44,TAE_W4-17nonMR,TC,TAE_W4-17nonMR,TAE_W4-17_191,174,174,0.8,0.80000000000000004
1388,44,TAE_W4-17nonMR,TC,TAE_W4-17nonMR,TAE_W4-17_192,175,175,0.8,0.80000000000000004
1389,44,TAE_W4-17nonMR,TC,TAE_W4-17nonMR,TAE_W4-17_193,176,176,0.8,0.80000000000000004
1390,44,TAE_W4-17nonMR,TC,TAE_W4-17nonMR,TAE_W4-17_194,177,177,0.8,0.80000000000000004
1391,44,TAE_W4-17nonMR,TC,TAE_W4-17nonMR,TAE_W4-17_195,178,178,0.8,0.80000000000000004
1392,44,TAE_W4-17nonMR,TC,TAE_W4-17nonMR,TAE_W4-17_196,179,179,0.8,0.80000000000000004
1393,44,TAE_W4-17nonMR,TC,TAE_W4-17nonMR,TAE_W4-17_197,180,180,0.8,0.80000000000000004
1394,44,TAE_W4-17nonMR,TC,TAE_W4-17nonMR,TAE_W4-17_198,181,181,0.8,0.80000000000000004
1395,44,TAE_W4-17nonMR,TC,TAE_W4-17nonMR,TAE_W4-17_199,182,182,0.8,0.80000000000000004
1396,44,TAE_W4-17nonMR,TC,TAE_W4-17nonMR,TAE_W4-17_200,183,183,0.8,0.80000000000000004
1397,45,3d4dIPSS,TM,3d4dIPSS,3d4dIPSS_1,1,1,1.5,1.5
1398,45,3d4dIPSS,TM,3d4dIPSS,3d4dIPSS_2,2,2,1.5,1.5
1399,45,3d4dIPSS,TM,3d4dIPSS,3d4dIPSS_3,3,3,1.5,1.5
1400,45,3d4dIPSS,TM,3d4dIPSS,3d4dIPSS_4,4,4,1.5,1.5
1401,45,3d4dIPSS,TM,3d4dIPSS,3d4dIPSS_5,5,5,1.5,1.5
1402,45,3d4dIPSS,TM,3d4dIPSS,3d4dIPSS_6,6,6,1.5,1.5
1403,45,3d4dIPSS,TM,3d4dIPSS,3d4dIPSS_7,7,7,1.5,1.5
1404,45,3d4dIPSS,TM,3d4dIPSS,3d4dIPSS_8,8,8,1.5,1.5
1405,45,3d4dIPSS,TM,3d4dIPSS,3d4dIPSS_9,9,9,1.5,1.5
1406,45,3d4dIPSS,TM,3d4dIPSS,3d4dIPSS_10,10,10,1.5,1.5
1407,45,3d4dIPSS,TM,3d4dIPSS,3d4dIPSS_11,11,11,1.5,1.5
1408,45,3d4dIPSS,TM,3d4dIPSS,3d4dIPSS_12,12,12,1.5,1.5
1409,45,3d4dIPSS,TM,3d4dIPSS,3d4dIPSS_13,13,13,1.5,1.5
1410,45,3d4dIPSS,TM,3d4dIPSS,3d4dIPSS_14,14,14,1.5,1.5
1411,45,3d4dIPSS,TM,3d4dIPSS,3d4dIPSS_15,15,15,1.5,1.5
1412,45,3d4dIPSS,TM,3d4dIPSS,3d4dIPSS_16,16,16,1.5,1.5
1413,45,3d4dIPSS,TM,3d4dIPSS,3d4dIPSS_17,17,17,1.5,1.5
1414,45,3d4dIPSS,TM,3d4dIPSS,3d4dIPSS_18,18,18,1.5,1.5
1415,45,3d4dIPSS,TM,3d4dIPSS,3d4dIPSS_19,19,19,1.5,1.5
1416,45,3d4dIPSS,TM,3d4dIPSS,3d4dIPSS_20,20,20,1.5,1.5
1417,45,3d4dIPSS,TM,3d4dIPSS,3d4dIPSS_21,21,21,1.5,1.5
1418,45,3d4dIPSS,TM,3d4dIPSS,3d4dIPSS_22,22,22,1.5,1.5
1419,45,3d4dIPSS,TM,3d4dIPSS,3d4dIPSS_23,23,23,1.5,1.5
1420,45,3d4dIPSS,TM,3d4dIPSS,3d4dIPSS_24,24,24,1.5,1.5
1421,45,3d4dIPSS,TM,3d4dIPSS,3d4dIPSS_26,25,25,1.5,1.5
1422,45,3d4dIPSS,TM,3d4dIPSS,3d4dIPSS_27,26,26,1.5,1.5
1423,45,3d4dIPSS,TM,3d4dIPSS,3d4dIPSS_28,27,27,1.5,1.5
1424,45,3d4dIPSS,TM,3d4dIPSS,3d4dIPSS_29,28,28,1.5,1.5
1425,45,3d4dIPSS,TM,3d4dIPSS,3d4dIPSS_30,29,29,1.5,1.5
1426,45,3d4dIPSS,TM,3d4dIPSS,3d4dIPSS_31,30,30,1.5,1.5
1427,45,3d4dIPSS,TM,3d4dIPSS,3d4dIPSS_32,31,31,1.5,1.5
1428,45,3d4dIPSS,TM,3d4dIPSS,3d4dIPSS_35,32,32,1.5,1.5
1429,46,CUAGAU83,TM,CUAGAU83,CUAGAU_1,1,1,1.5,1.5
1430,46,CUAGAU83,TM,CUAGAU83,CUAGAU_2,2,2,1.5,1.5
