reaction,dataset,scope,coefficient_fitting,model_selection,overfitting_diagnostic,final_assessment,objective_weight,stoichiometric_species_count
GDB_W1-F12_1261,GDB_W1-F12,GDB9_W1_F12_external,false,false,false,true,,4
GDB_W1-F12_1262,GDB_W1-F12,GDB9_W1_F12_external,false,false,false,true,,3
GDB_W1-F12_1263,GDB_W1-F12,GDB9_W1_F12_external,false,false,false,true,,4
GDB_W1-F12_1264,GDB_W1-F12,GDB9_W1_F12_external,false,false,false,true,,4
GDB_W1-F12_1265,GDB_W1-F12,GDB9_W1_F12_external,false,false,false,true,,5
GDB_W1-F12_1266,GDB_W1-F12,GDB9_W1_F12_external,false,false,false,true,,3
GDB_W1-F12_1267,GDB_W1-F12,GDB9_W1_F12_external,false,false,false,true,,4
GDB_W1-F12_1268,GDB_W1-F12,GDB9_W1_F12_external,false,false,false,true,,4
GDB_W1-F12_1269,GDB_W1-F12,GDB9_W1_F12_external,false,false,false,true,,5
GDB_W1-F12_1270,GDB_W1-F12,GDB9_W1_F12_external,false,false,false,true,,4
GDB_W1-F12_1271,GDB_W1-F12,GDB9_W1_F12_external,false,false,false,true,,4
GDB_W1-F12_1272,GDB_W1-F12,GDB9_W1_F12_external,false,false,false,true,,5
GDB_W1-F12_1273,GDB_W1-F12,GDB9_W1_F12_external,false,false,false,true,,4
GDB_W1-F12_1274,GDB_W1-F12,GDB9_W1_F12_external,false,false,false,true,,5
GDB_W1-F12_1275,GDB_W1-F12,GDB9_W1_F12_external,false,false,false,true,,4
GDB_W1-F12_1276,GDB_W1-F12,GDB9_W1_F12_external,false,false,false,true,,5
GDB_W1-F12_1277,GDB_W1-F12,GDB9_W1_F12_external,false,false,false,true,,4
GDB_W1-F12_1278,GDB_W1-F12,GDB9_W1_F12_external,false,false,false,true,,5
GDB_W1-F12_1279,GDB_W1-F12,GDB9_W1_F12_external,false,false,false,true,,4
GDB_W1-F12_1280,GDB_W1-F12,GDB9_W1_F12_external,false,false,false,true,,5
GDB_W1-F12_1281,GDB_W1-F12,GDB9_W1_F12_external,false,false,false,true,,5
GDB_W1-F12_1282,GDB_W1-F12,GDB9_W1_F12_external,false,false,false,true,,5
GDB_W1-F12_1283,GDB_W1-F12,GDB9_W1_F12_external,false,false,false,true,,4
GDB_W1-F12_1284,GDB_W1-F12,GDB9_W1_F12_external,false,false,false,true,,5
GDB_W1-F12_1285,GDB_W1-F12,GDB9_W1_F12_external,false,false,false,true,,5
GDB_W1-F12_1286,GDB_W1-F12,GDB9_W1_F12_external,false,false,false,true,,4
GDB_W1-F12_1287,GDB_W1-F12,GDB9_W1_F12_external,false,false,false,true,,5
GDB_W1-F12_1288,GDB_W1-F12,GDB9_W1_F12_external,false,false,false,true,,4
GDB_W1-F12_1289,GDB_W1-F12,GDB9_W1_F12_external,false,false,false,true,,4
GDB_W1-F12_1290,GDB_W1-F12,GDB9_W1_F12_external,false,false,false,true,,5
GDB_W1-F12_1291,GDB_W1-F12,GDB9_W1_F12_external,false,false,false,true,,5
GDB_W1-F12_1292,GDB_W1-F12,GDB9_W1_F12_external,false,false,false,true,,5
GDB_W1-F12_1293,GDB_W1-F12,GDB9_W1_F12_external,false,false,false,true,,4
GDB_W1-F12_1294,GDB_W1-F12,GDB9_W1_F12_external,false,false,false,true,,4
GDB_W1-F12_1295,GDB_W1-F12,GDB9_W1_F12_external,false,false,false,true,,4
GDB_W1-F12_1296,GDB_W1-F12,GDB9_W1_F12_external,false,false,false,true,,4
GDB_W1-F12_1297,GDB_W1-F12,GDB9_W1_F12_external,false,false,false,true,,5
GDB_W1-F12_1298,GDB_W1-F12,GDB9_W1_F12_external,false,false,false,true,,3
GDB_W1-F12_1299,GDB_W1-F12,GDB9_W1_F12_external,false,false,false,true,,4
GDB_W1-F12_1300,GDB_W1-F12,GDB9_W1_F12_external,false,false,false,true,,4
GDB_W1-F12_1301,GDB_W1-F12,GDB9_W1_F12_external,false,false,false,true,,4
GDB_W1-F12_1302,GDB_W1-F12,GDB9_W1_F12_external,false,false,false,true,,5
GDB_W1-F12_1303,GDB_W1-F12,GDB9_W1_F12_external,false,false,false,true,,4
GDB_W1-F12_1304,GDB_W1-F12,GDB9_W1_F12_external,false,false,false,true,,4
GDB_W1-F12_1305,GDB_W1-F12,GDB9_W1_F12_external,false,false,false,true,,5
GDB_W1-F12_1306,GDB_W1-F12,GDB9_W1_F12_external,false,false,false,true,,5
GDB_W1-F12_1307,GDB_W1-F12,GDB9_W1_F12_external,false,false,false,true,,4
GDB_W1-F12_1308,GDB_W1-F12,GDB9_W1_F12_external,false,false,false,true,,5
GDB_W1-F12_1309,GDB_W1-F12,GDB9_W1_F12_external,false,false,false,true,,5
GDB_W1-F12_1310,GDB_W1-F12,GDB9_W1_F12_external,false,false,false,true,,4
GDB_W1-F12_1311,GDB_W1-F12,GDB9_W1_F12_external,false,false,false,true,,5
GDB_W1-F12_1312,GDB_W1-F12,GDB9_W1_F12_external,false,false,false,true,,5
GDB_W1-F12_1313,GDB_W1-F12,GDB9_W1_F12_external,false,false,false,true,,4
GDB_W1-F12_1314,GDB_W1-F12,GDB9_W1_F12_external,false,false,false,true,,5
GDB_W1-F12_1315,GDB_W1-F12,GDB9_W1_F12_external,false,false,false,true,,4
GDB_W1-F12_1316,GDB_W1-F12,GDB9_W1_F12_external,false,false,false,true,,5
GDB_W1-F12_1317,GDB_W1-F12,GDB9_W1_F12_external,false,false,false,true,,5
GDB_W1-F12_1318,GDB_W1-F12,GDB9_W1_F12_external,false,false,false,true,,5
GDB_W1-F12_1319,GDB_W1-F12,GDB9_W1_F12_external,false,false,false,true,,5
GDB_W1-F12_1320,GDB_W1-F12,GDB9_W1_F12_external,false,false,false,true,,4
GDB_W1-F12_1321,GDB_W1-F12,GDB9_W1_F12_external,false,false,false,true,,5
GDB_W1-F12_1322,GDB_W1-F12,GDB9_W1_F12_external,false,false,false,true,,5
GDB_W1-F12_1323,GDB_W1-F12,GDB9_W1_F12_external,false,false,false,true,,4
GDB_W1-F12_1324,GDB_W1-F12,GDB9_W1_F12_external,false,false,false,true,,5
GDB_W1-F12_1325,GDB_W1-F12,GDB9_W1_F12_external,false,false,false,true,,4
GDB_W1-F12_1326,GDB_W1-F12,GDB9_W1_F12_external,false,false,false,true,,5
GDB_W1-F12_1327,GDB_W1-F12,GDB9_W1_F12_external,false,false,false,true,,5
GDB_W1-F12_1328,GDB_W1-F12,GDB9_W1_F12_external,false,false,false,true,,5
GDB_W1-F12_1329,GDB_W1-F12,GDB9_W1_F12_external,false,false,false,true,,5
GDB_W1-F12_1330,GDB_W1-F12,GDB9_W1_F12_external,false,false,false,true,,5
GDB_W1-F12_1331,GDB_W1-F12,GDB9_W1_F12_external,false,false,false,true,,5
GDB_W1-F12_1332,GDB_W1-F12,GDB9_W1_F12_external,false,false,false,true,,5
GDB_W1-F12_1333,GDB_W1-F12,GDB9_W1_F12_external,false,false,false,true,,5
GDB_W1-F12_1334,GDB_W1-F12,GDB9_W1_F12_external,false,false,false,true,,4
GDB_W1-F12_1335,GDB_W1-F12,GDB9_W1_F12_external,false,false,false,true,,5
GDB_W1-F12_1336,GDB_W1-F12,GDB9_W1_F12_external,false,false,false,true,,4
GDB_W1-F12_1337,GDB_W1-F12,GDB9_W1_F12_external,false,false,false,true,,5
GDB_W1-F12_1338,GDB_W1-F12,GDB9_W1_F12_external,false,false,false,true,,4
GDB_W1-F12_1339,GDB_W1-F12,GDB9_W1_F12_external,false,false,false,true,,5
GDB_W1-F12_1340,GDB_W1-F12,GDB9_W1_F12_external,false,false,false,true,,5
GDB_W1-F12_1341,GDB_W1-F12,GDB9_W1_F12_external,false,false,false,true,,4
GDB_W1-F12_1342,GDB_W1-F12,GDB9_W1_F12_external,false,false,false,true,,4
GDB_W1-F12_1343,GDB_W1-F12,GDB9_W1_F12_external,false,false,false,true,,5
GDB_W1-F12_1344,GDB_W1-F12,GDB9_W1_F12_external,false,false,false,true,,5
GDB_W1-F12_1345,GDB_W1-F12,GDB9_W1_F12_external,false,false,false,true,,4
GDB_W1-F12_1346,GDB_W1-F12,GDB9_W1_F12_external,false,false,false,true,,3
GDB_W1-F12_1347,GDB_W1-F12,GDB9_W1_F12_external,false,false,false,true,,4
GDB_W1-F12_1348,GDB_W1-F12,GDB9_W1_F12_external,false,false,false,true,,4
GDB_W1-F12_1349,GDB_W1-F12,GDB9_W1_F12_external,false,false,false,true,,5
GDB_W1-F12_1350,GDB_W1-F12,GDB9_W1_F12_external,false,false,false,true,,4
GDB_W1-F12_1351,GDB_W1-F12,GDB9_W1_F12_external,false,false,false,true,,4
GDB_W1-F12_1352,GDB_W1-F12,GDB9_W1_F12_external,false,false,false,true,,5
GDB_W1-F12_1353,GDB_W1-F12,GDB9_W1_F12_external,false,false,false,true,,5
GDB_W1-F12_1354,GDB_W1-F12,GDB9_W1_F12_external,false,false,false,true,,4
GDB_W1-F12_1355,GDB_W1-F12,GDB9_W1_F12_external,false,false,false,true,,5
GDB_W1-F12_1356,GDB_W1-F12,GDB9_W1_F12_external,false,false,false,true,,4
GDB_W1-F12_1357,GDB_W1-F12,GDB9_W1_F12_external,false,false,false,true,,4
GDB_W1-F12_1358,GDB_W1-F12,GDB9_W1_F12_external,false,false,false,true,,5
GDB_W1-F12_1359,GDB_W1-F12,GDB9_W1_F12_external,false,false,false,true,,5
GDB_W1-F12_1360,GDB_W1-F12,GDB9_W1_F12_external,false,false,false,true,,5
GDB_W1-F12_1361,GDB_W1-F12,GDB9_W1_F12_external,false,false,false,true,,5
GDB_W1-F12_1362,GDB_W1-F12,GDB9_W1_F12_external,false,false,false,true,,5
GDB_W1-F12_1363,GDB_W1-F12,GDB9_W1_F12_external,false,false,false,true,,5
GDB_W1-F12_1364,GDB_W1-F12,GDB9_W1_F12_external,false,false,false,true,,5
GDB_W1-F12_1365,GDB_W1-F12,GDB9_W1_F12_external,false,false,false,true,,5
GDB_W1-F12_1366,GDB_W1-F12,GDB9_W1_F12_external,false,false,false,true,,5
GDB_W1-F12_1367,GDB_W1-F12,GDB9_W1_F12_external,false,false,false,true,,5
GDB_W1-F12_1368,GDB_W1-F12,GDB9_W1_F12_external,false,false,false,true,,4
GDB_W1-F12_1369,GDB_W1-F12,GDB9_W1_F12_external,false,false,false,true,,5
GDB_W1-F12_1370,GDB_W1-F12,GDB9_W1_F12_external,false,false,false,true,,5
GDB_W1-F12_1371,GDB_W1-F12,GDB9_W1_F12_external,false,false,false,true,,5
GDB_W1-F12_1372,GDB_W1-F12,GDB9_W1_F12_external,false,false,false,true,,5
GDB_W1-F12_1373,GDB_W1-F12,GDB9_W1_F12_external,false,false,false,true,,5
GDB_W1-F12_1374,GDB_W1-F12,GDB9_W1_F12_external,false,false,false,true,,5
GDB_W1-F12_1375,GDB_W1-F12,GDB9_W1_F12_external,false,false,false,true,,4
GDB_W1-F12_1376,GDB_W1-F12,GDB9_W1_F12_external,false,false,false,true,,5
GDB_W1-F12_1377,GDB_W1-F12,GDB9_W1_F12_external,false,false,false,true,,5
GDB_W1-F12_1378,GDB_W1-F12,GDB9_W1_F12_external,false,false,false,true,,5
GDB_W1-F12_1379,GDB_W1-F12,GDB9_W1_F12_external,false,false,false,true,,5
GDB_W1-F12_1380,GDB_W1-F12,GDB9_W1_F12_external,false,false,false,true,,3
GDB_W1-F12_1381,GDB_W1-F12,GDB9_W1_F12_external,false,false,false,true,,4
GDB_W1-F12_1382,GDB_W1-F12,GDB9_W1_F12_external,false,false,false,true,,4
GDB_W1-F12_1383,GDB_W1-F12,GDB9_W1_F12_external,false,false,false,true,,4
GDB_W1-F12_1384,GDB_W1-F12,GDB9_W1_F12_external,false,false,false,true,,5
GDB_W1-F12_1385,GDB_W1-F12,GDB9_W1_F12_external,false,false,false,true,,4
GDB_W1-F12_1386,GDB_W1-F12,GDB9_W1_F12_external,false,false,false,true,,5
GDB_W1-F12_1387,GDB_W1-F12,GDB9_W1_F12_external,false,false,false,true,,4
GDB_W1-F12_1388,GDB_W1-F12,GDB9_W1_F12_external,false,false,false,true,,4
GDB_W1-F12_1389,GDB_W1-F12,GDB9_W1_F12_external,false,false,false,true,,5
GDB_W1-F12_1390,GDB_W1-F12,GDB9_W1_F12_external,false,false,false,true,,4
GDB_W1-F12_1391,GDB_W1-F12,GDB9_W1_F12_external,false,false,false,true,,5
GDB_W1-F12_1392,GDB_W1-F12,GDB9_W1_F12_external,false,false,false,true,,5
GDB_W1-F12_1393,GDB_W1-F12,GDB9_W1_F12_external,false,false,false,true,,4
GDB_W1-F12_1394,GDB_W1-F12,GDB9_W1_F12_external,false,false,false,true,,5
GDB_W1-F12_1395,GDB_W1-F12,GDB9_W1_F12_external,false,false,false,true,,4
GDB_W1-F12_1396,GDB_W1-F12,GDB9_W1_F12_external,false,false,false,true,,4
GDB_W1-F12_1397,GDB_W1-F12,GDB9_W1_F12_external,false,false,false,true,,4
GDB_W1-F12_1398,GDB_W1-F12,GDB9_W1_F12_external,false,false,false,true,,4
GDB_W1-F12_1399,GDB_W1-F12,GDB9_W1_F12_external,false,false,false,true,,4
GDB_W1-F12_1400,GDB_W1-F12,GDB9_W1_F12_external,false,false,false,true,,4
GDB_W1-F12_1401,GDB_W1-F12,GDB9_W1_F12_external,false,false,false,true,,4
GDB_W1-F12_1402,GDB_W1-F12,GDB9_W1_F12_external,false,false,false,true,,4
GDB_W1-F12_1403,GDB_W1-F12,GDB9_W1_F12_external,false,false,false,true,,3
GDB_W1-F12_1404,GDB_W1-F12,GDB9_W1_F12_external,false,false,false,true,,4
GDB_W1-F12_1405,GDB_W1-F12,GDB9_W1_F12_external,false,false,false,true,,4
GDB_W1-F12_1406,GDB_W1-F12,GDB9_W1_F12_external,false,false,false,true,,4
GDB_W1-F12_1407,GDB_W1-F12,GDB9_W1_F12_external,false,false,false,true,,4
GDB_W1-F12_1408,GDB_W1-F12,GDB9_W1_F12_external,false,false,false,true,,5
GDB_W1-F12_1409,GDB_W1-F12,GDB9_W1_F12_external,false,false,false,true,,4
GDB_W1-F12_1410,GDB_W1-F12,GDB9_W1_F12_external,false,false,false,true,,5
GDB_W1-F12_1411,GDB_W1-F12,GDB9_W1_F12_external,false,false,false,true,,5
GDB_W1-F12_1412,GDB_W1-F12,GDB9_W1_F12_external,false,false,false,true,,4
GDB_W1-F12_1413,GDB_W1-F12,GDB9_W1_F12_external,false,false,false,true,,4
GDB_W1-F12_1414,GDB_W1-F12,GDB9_W1_F12_external,false,false,false,true,,5
GDB_W1-F12_1415,GDB_W1-F12,GDB9_W1_F12_external,false,false,false,true,,4
GDB_W1-F12_1416,GDB_W1-F12,GDB9_W1_F12_external,false,false,false,true,,4
GDB_W1-F12_1417,GDB_W1-F12,GDB9_W1_F12_external,false,false,false,true,,4
GDB_W1-F12_1418,GDB_W1-F12,GDB9_W1_F12_external,false,false,false,true,,5
GDB_W1-F12_1419,GDB_W1-F12,GDB9_W1_F12_external,false,false,false,true,,3
GDB_W1-F12_1420,GDB_W1-F12,GDB9_W1_F12_external,false,false,false,true,,4
GDB_W1-F12_1421,GDB_W1-F12,GDB9_W1_F12_external,false,false,false,true,,4
GDB_W1-F12_1422,GDB_W1-F12,GDB9_W1_F12_external,false,false,false,true,,4
GDB_W1-F12_1423,GDB_W1-F12,GDB9_W1_F12_external,false,false,false,true,,5
GDB_W1-F12_1424,GDB_W1-F12,GDB9_W1_F12_external,false,false,false,true,,4
GDB_W1-F12_1425,GDB_W1-F12,GDB9_W1_F12_external,false,false,false,true,,4
GDB_W1-F12_1426,GDB_W1-F12,GDB9_W1_F12_external,false,false,false,true,,4
GDB_W1-F12_1427,GDB_W1-F12,GDB9_W1_F12_external,false,false,false,true,,4
GDB_W1-F12_1428,GDB_W1-F12,GDB9_W1_F12_external,false,false,false,true,,4
GDB_W1-F12_1429,GDB_W1-F12,GDB9_W1_F12_external,false,false,false,true,,5
GDB_W1-F12_1430,GDB_W1-F12,GDB9_W1_F12_external,false,false,false,true,,4
GDB_W1-F12_1431,GDB_W1-F12,GDB9_W1_F12_external,false,false,false,true,,5
GDB_W1-F12_1432,GDB_W1-F12,GDB9_W1_F12_external,false,false,false,true,,4
GDB_W1-F12_1433,GDB_W1-F12,GDB9_W1_F12_external,false,false,false,true,,5
GDB_W1-F12_1434,GDB_W1-F12,GDB9_W1_F12_external,false,false,false,true,,4
GDB_W1-F12_1435,GDB_W1-F12,GDB9_W1_F12_external,false,false,false,true,,4
GDB_W1-F12_1436,GDB_W1-F12,GDB9_W1_F12_external,false,false,false,true,,4
GDB_W1-F12_1437,GDB_W1-F12,GDB9_W1_F12_external,false,false,false,true,,5
GDB_W1-F12_1438,GDB_W1-F12,GDB9_W1_F12_external,false,false,false,true,,4
GDB_W1-F12_1439,GDB_W1-F12,GDB9_W1_F12_external,false,false,false,true,,5
GDB_W1-F12_1440,GDB_W1-F12,GDB9_W1_F12_external,false,false,false,true,,4
GDB_W1-F12_1441,GDB_W1-F12,GDB9_W1_F12_external,false,false,false,true,,4
GDB_W1-F12_1442,GDB_W1-F12,GDB9_W1_F12_external,false,false,false,true,,5
GDB_W1-F12_1443,GDB_W1-F12,GDB9_W1_F12_external,false,false,false,true,,4
GDB_W1-F12_1444,GDB_W1-F12,GDB9_W1_F12_external,false,false,false,true,,4
GDB_W1-F12_1445,GDB_W1-F12,GDB9_W1_F12_external,false,false,false,true,,5
GDB_W1-F12_1446,GDB_W1-F12,GDB9_W1_F12_external,false,false,false,true,,5
GDB_W1-F12_1447,GDB_W1-F12,GDB9_W1_F12_external,false,false,false,true,,5
GDB_W1-F12_1448,GDB_W1-F12,GDB9_W1_F12_external,false,false,false,true,,5
GDB_W1-F12_1449,GDB_W1-F12,GDB9_W1_F12_external,false,false,false,true,,5
GDB_W1-F12_1450,GDB_W1-F12,GDB9_W1_F12_external,false,false,false,true,,5
GDB_W1-F12_1451,GDB_W1-F12,GDB9_W1_F12_external,false,false,false,true,,4
GDB_W1-F12_1452,GDB_W1-F12,GDB9_W1_F12_external,false,false,false,true,,5
GDB_W1-F12_1453,GDB_W1-F12,GDB9_W1_F12_external,false,false,false,true,,5
GDB_W1-F12_1454,GDB_W1-F12,GDB9_W1_F12_external,false,false,false,true,,5
GDB_W1-F12_1455,GDB_W1-F12,GDB9_W1_F12_external,false,false,false,true,,5
GDB_W1-F12_1456,GDB_W1-F12,GDB9_W1_F12_external,false,false,false,true,,5
GDB_W1-F12_1457,GDB_W1-F12,GDB9_W1_F12_external,false,false,false,true,,5
GDB_W1-F12_1458,GDB_W1-F12,GDB9_W1_F12_external,false,false,false,true,,5
GDB_W1-F12_1459,GDB_W1-F12,GDB9_W1_F12_external,false,false,false,true,,5
GDB_W1-F12_1460,GDB_W1-F12,GDB9_W1_F12_external,false,false,false,true,,4
GDB_W1-F12_1461,GDB_W1-F12,GDB9_W1_F12_external,false,false,false,true,,5
GDB_W1-F12_1462,GDB_W1-F12,GDB9_W1_F12_external,false,false,false,true,,5
GDB_W1-F12_1463,GDB_W1-F12,GDB9_W1_F12_external,false,false,false,true,,5
GDB_W1-F12_1464,GDB_W1-F12,GDB9_W1_F12_external,false,false,false,true,,4
GDB_W1-F12_1465,GDB_W1-F12,GDB9_W1_F12_external,false,false,false,true,,5
GDB_W1-F12_1466,GDB_W1-F12,GDB9_W1_F12_external,false,false,false,true,,4
GDB_W1-F12_1467,GDB_W1-F12,GDB9_W1_F12_external,false,false,false,true,,5
GDB_W1-F12_1468,GDB_W1-F12,GDB9_W1_F12_external,false,false,false,true,,5
GDB_W1-F12_1469,GDB_W1-F12,GDB9_W1_F12_external,false,false,false,true,,5
GDB_W1-F12_1470,GDB_W1-F12,GDB9_W1_F12_external,false,false,false,true,,5
GDB_W1-F12_1471,GDB_W1-F12,GDB9_W1_F12_external,false,false,false,true,,4
GDB_W1-F12_1472,GDB_W1-F12,GDB9_W1_F12_external,false,false,false,true,,5
GDB_W1-F12_1473,GDB_W1-F12,GDB9_W1_F12_external,false,false,false,true,,5
GDB_W1-F12_1474,GDB_W1-F12,GDB9_W1_F12_external,false,false,false,true,,4
GDB_W1-F12_1475,GDB_W1-F12,GDB9_W1_F12_external,false,false,false,true,,5
GDB_W1-F12_1476,GDB_W1-F12,GDB9_W1_F12_external,false,false,false,true,,5
GDB_W1-F12_1477,GDB_W1-F12,GDB9_W1_F12_external,false,false,false,true,,5
GDB_W1-F12_1478,GDB_W1-F12,GDB9_W1_F12_external,false,false,false,true,,4
GDB_W1-F12_1479,GDB_W1-F12,GDB9_W1_F12_external,false,false,false,true,,5
GDB_W1-F12_1480,GDB_W1-F12,GDB9_W1_F12_external,false,false,false,true,,5
GDB_W1-F12_1481,GDB_W1-F12,GDB9_W1_F12_external,false,false,false,true,,4
GDB_W1-F12_1482,GDB_W1-F12,GDB9_W1_F12_external,false,false,false,true,,4
GDB_W1-F12_1483,GDB_W1-F12,GDB9_W1_F12_external,false,false,false,true,,3
GDB_W1-F12_1484,GDB_W1-F12,GDB9_W1_F12_external,false,false,false,true,,4
GDB_W1-F12_1485,GDB_W1-F12,GDB9_W1_F12_external,false,false,false,true,,4
GDB_W1-F12_1486,GDB_W1-F12,GDB9_W1_F12_external,false,false,false,true,,4
GDB_W1-F12_1487,GDB_W1-F12,GDB9_W1_F12_external,false,false,false,true,,4
GDB_W1-F12_1488,GDB_W1-F12,GDB9_W1_F12_external,false,false,false,true,,3
GDB_W1-F12_1489,GDB_W1-F12,GDB9_W1_F12_external,false,false,false,true,,5
GDB_W1-F12_1490,GDB_W1-F12,GDB9_W1_F12_external,false,false,false,true,,4
GDB_W1-F12_1491,GDB_W1-F12,GDB9_W1_F12_external,false,false,false,true,,5
GDB_W1-F12_1492,GDB_W1-F12,GDB9_W1_F12_external,false,false,false,true,,4
GDB_W1-F12_1493,GDB_W1-F12,GDB9_W1_F12_external,false,false,false,true,,5
GDB_W1-F12_1494,GDB_W1-F12,GDB9_W1_F12_external,false,false,false,true,,4
GDB_W1-F12_1495,GDB_W1-F12,GDB9_W1_F12_external,false,false,false,true,,5
GDB_W1-F12_1496,GDB_W1-F12,GDB9_W1_F12_external,false,false,false,true,,5
GDB_W1-F12_1497,GDB_W1-F12,GDB9_W1_F12_external,false,false,false,true,,5
GDB_W1-F12_1498,GDB_W1-F12,GDB9_W1_F12_external,false,false,false,true,,5
GDB_W1-F12_1499,GDB_W1-F12,GDB9_W1_F12_external,false,false,false,true,,5
GDB_W1-F12_1500,GDB_W1-F12,GDB9_W1_F12_external,false,false,false,true,,4
GDB_W1-F12_1501,GDB_W1-F12,GDB9_W1_F12_external,false,false,false,true,,4
GDB_W1-F12_1502,GDB_W1-F12,GDB9_W1_F12_external,false,false,false,true,,5
GDB_W1-F12_1503,GDB_W1-F12,GDB9_W1_F12_external,false,false,false,true,,4
GDB_W1-F12_1504,GDB_W1-F12,GDB9_W1_F12_external,false,false,false,true,,5
GDB_W1-F12_1505,GDB_W1-F12,GDB9_W1_F12_external,false,false,false,true,,4
GDB_W1-F12_1506,GDB_W1-F12,GDB9_W1_F12_external,false,false,false,true,,5
GDB_W1-F12_1507,GDB_W1-F12,GDB9_W1_F12_external,false,false,false,true,,4
GDB_W1-F12_1508,GDB_W1-F12,GDB9_W1_F12_external,false,false,false,true,,4
GDB_W1-F12_1509,GDB_W1-F12,GDB9_W1_F12_external,false,false,false,true,,3
GDB_W1-F12_1510,GDB_W1-F12,GDB9_W1_F12_external,false,false,false,true,,5
GDB_W1-F12_1511,GDB_W1-F12,GDB9_W1_F12_external,false,false,false,true,,4
GDB_W1-F12_1512,GDB_W1-F12,GDB9_W1_F12_external,false,false,false,true,,4
GDB_W1-F12_1513,GDB_W1-F12,GDB9_W1_F12_external,false,false,false,true,,4
GDB_W1-F12_1514,GDB_W1-F12,GDB9_W1_F12_external,false,false,false,true,,3
GDB_W1-F12_1515,GDB_W1-F12,GDB9_W1_F12_external,false,false,false,true,,4
GDB_W1-F12_1516,GDB_W1-F12,GDB9_W1_F12_external,false,false,false,true,,4
GDB_W1-F12_1517,GDB_W1-F12,GDB9_W1_F12_external,false,false,false,true,,4
GDB_W1-F12_1518,GDB_W1-F12,GDB9_W1_F12_external,false,false,false,true,,5
GDB_W1-F12_1519,GDB_W1-F12,GDB9_W1_F12_external,false,false,false,true,,4
GDB_W1-F12_1520,GDB_W1-F12,GDB9_W1_F12_external,false,false,false,true,,5
GDB_W1-F12_1521,GDB_W1-F12,GDB9_W1_F12_external,false,false,false,true,,4
GDB_W1-F12_1522,GDB_W1-F12,GDB9_W1_F12_external,false,false,false,true,,5
GDB_W1-F12_1523,GDB_W1-F12,GDB9_W1_F12_external,false,false,false,true,,4
GDB_W1-F12_1524,GDB_W1-F12,GDB9_W1_F12_external,false,false,false,true,,5
GDB_W1-F12_1525,GDB_W1-F12,GDB9_W1_F12_external,false,false,false,true,,4
GDB_W1-F12_1526,GDB_W1-F12,GDB9_W1_F12_external,false,false,false,true,,5
GDB_W1-F12_1527,GDB_W1-F12,GDB9_W1_F12_external,false,false,false,true,,4
GDB_W1-F12_1528,GDB_W1-F12,GDB9_W1_F12_external,false,false,false,true,,5
GDB_W1-F12_1529,GDB_W1-F12,GDB9_W1_F12_external,false,false,false,true,,4
GDB_W1-F12_1530,GDB_W1-F12,GDB9_W1_F12_external,false,false,false,true,,4
GDB_W1-F12_1531,GDB_W1-F12,GDB9_W1_F12_external,false,false,false,true,,3
GDB_W1-F12_1532,GDB_W1-F12,GDB9_W1_F12_external,false,false,false,true,,4
GDB_W1-F12_1533,GDB_W1-F12,GDB9_W1_F12_external,false,false,false,true,,4
GDB_W1-F12_1534,GDB_W1-F12,GDB9_W1_F12_external,false,false,false,true,,4
GDB_W1-F12_1535,GDB_W1-F12,GDB9_W1_F12_external,false,false,false,true,,5
GDB_W1-F12_1536,GDB_W1-F12,GDB9_W1_F12_external,false,false,false,true,,4
GDB_W1-F12_1537,GDB_W1-F12,GDB9_W1_F12_external,false,false,false,true,,3
GDB_W1-F12_1538,GDB_W1-F12,GDB9_W1_F12_external,false,false,false,true,,4
GDB_W1-F12_1539,GDB_W1-F12,GDB9_W1_F12_external,false,false,false,true,,4
GDB_W1-F12_1540,GDB_W1-F12,GDB9_W1_F12_external,false,false,false,true,,3
GDB_W1-F12_1541,GDB_W1-F12,GDB9_W1_F12_external,false,false,false,true,,4
GDB_W1-F12_1542,GDB_W1-F12,GDB9_W1_F12_external,false,false,false,true,,4
GDB_W1-F12_1543,GDB_W1-F12,GDB9_W1_F12_external,false,false,false,true,,4
GDB_W1-F12_1544,GDB_W1-F12,GDB9_W1_F12_external,false,false,false,true,,4
GDB_W1-F12_1545,GDB_W1-F12,GDB9_W1_F12_external,false,false,false,true,,4
GDB_W1-F12_1546,GDB_W1-F12,GDB9_W1_F12_external,false,false,false,true,,4
GDB_W1-F12_1547,GDB_W1-F12,GDB9_W1_F12_external,false,false,false,true,,4
GDB_W1-F12_1548,GDB_W1-F12,GDB9_W1_F12_external,false,false,false,true,,4
GDB_W1-F12_1549,GDB_W1-F12,GDB9_W1_F12_external,false,false,false,true,,4
GDB_W1-F12_1550,GDB_W1-F12,GDB9_W1_F12_external,false,false,false,true,,4
GDB_W1-F12_1551,GDB_W1-F12,GDB9_W1_F12_external,false,false,false,true,,5
GDB_W1-F12_1552,GDB_W1-F12,GDB9_W1_F12_external,false,false,false,true,,5
GDB_W1-F12_1553,GDB_W1-F12,GDB9_W1_F12_external,false,false,false,true,,4
GDB_W1-F12_1554,GDB_W1-F12,GDB9_W1_F12_external,false,false,false,true,,5
GDB_W1-F12_1555,GDB_W1-F12,GDB9_W1_F12_external,false,false,false,true,,5
GDB_W1-F12_1556,GDB_W1-F12,GDB9_W1_F12_external,false,false,false,true,,4
