species,scope,coefficient_fitting,model_selection,overfitting_diagnostic,final_assessment,qchem_input_metadata_available,geometry_status
TAUT15_2b,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
TAUT15_3a,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
TAUT15_3b,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
TAUT15_3c,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
TAUT15_3d,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
TAUT15_4a,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
TAUT15_4b,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
TAUT15_5a,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
TAUT15_5b,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
TAUT15_5c,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
TAUT15_6a,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
TAUT15_6b,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
TAUT15_6c,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
TAUT15_6d,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
TAUT15_7a,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
TAUT15_7b,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
TAUT15_8a,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
TAUT15_8b,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
TAUT15_9a,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
TAUT15_9b,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
TMB01_R1,gscdb137,true,true,false,false,true,verified_qchem_input_snapshot
TMB01_R2,gscdb137,true,true,false,false,true,verified_qchem_input_snapshot
TMB01_T1,gscdb137,true,true,false,false,true,verified_qchem_input_snapshot
TMB06_C1,gscdb137,true,true,false,false,true,verified_qchem_input_snapshot
TMB06_T1,gscdb137,true,true,false,false,true,verified_qchem_input_snapshot
TMB08_C1,gscdb137,true,true,false,false,true,verified_qchem_input_snapshot
TMB08_T1,gscdb137,true,true,false,false,true,verified_qchem_input_snapshot
TMB09_T1,gscdb137,true,true,false,false,true,verified_qchem_input_snapshot
TMB10_C1,gscdb137,true,true,false,false,true,verified_qchem_input_snapshot
TMB20_C1,gscdb137,true,true,false,false,true,verified_qchem_input_snapshot
TMB20_I1,gscdb137,true,true,false,false,true,verified_qchem_input_snapshot
TMB20_T1,gscdb137,true,true,false,false,true,verified_qchem_input_snapshot
TMB20_T2,gscdb137,true,true,false,false,true,verified_qchem_input_snapshot
TMB20_T3,gscdb137,true,true,false,false,true,verified_qchem_input_snapshot
TMB26_C1,gscdb137,true,true,false,false,true,verified_qchem_input_snapshot
TMB26_T1,gscdb137,true,true,false,false,true,verified_qchem_input_snapshot
TMB28_C1,gscdb137,true,true,false,false,true,verified_qchem_input_snapshot
TMB28_T1,gscdb137,true,true,false,false,true,verified_qchem_input_snapshot
TMB29_C2,gscdb137,true,true,false,false,true,verified_qchem_input_snapshot
TMB29_T1,gscdb137,true,true,false,false,true,verified_qchem_input_snapshot
TMB31_C1,gscdb137,true,true,false,false,true,verified_qchem_input_snapshot
TMB31_T1,gscdb137,true,true,false,false,true,verified_qchem_input_snapshot
TMD01_H,gscdb137,true,true,false,false,true,verified_qchem_input_snapshot
TMD02_O,gscdb137,true,true,false,false,true,verified_qchem_input_snapshot
TMD03_F,gscdb137,true,true,false,false,true,verified_qchem_input_snapshot
TMD04_S,gscdb137,true,true,false,false,true,verified_qchem_input_snapshot
TMD05_Cl,gscdb137,true,true,false,false,true,verified_qchem_input_snapshot
TMD06_Br,gscdb137,true,true,false,false,true,verified_qchem_input_snapshot
TMD07_Ti,gscdb137,true,true,false,false,true,verified_qchem_input_snapshot
TMD08_V,gscdb137,true,true,false,false,true,verified_qchem_input_snapshot
TMD09_Cr,gscdb137,true,true,false,false,true,verified_qchem_input_snapshot
TMD10_Mn,gscdb137,true,true,false,false,true,verified_qchem_input_snapshot
TMD11_Fe,gscdb137,true,true,false,false,true,verified_qchem_input_snapshot
TMD12_Co,gscdb137,true,true,false,false,true,verified_qchem_input_snapshot
TMD13_Cu,gscdb137,true,true,false,false,true,verified_qchem_input_snapshot
TMD14_Zn,gscdb137,true,true,false,false,true,verified_qchem_input_snapshot
TMD15_TiBr,gscdb137,true,true,false,false,true,verified_qchem_input_snapshot
TMD16_VO,gscdb137,true,true,false,false,true,verified_qchem_input_snapshot
TMD17_CrS,gscdb137,true,true,false,false,true,verified_qchem_input_snapshot
TMD18_MnBr,gscdb137,true,true,false,false,true,verified_qchem_input_snapshot
TMD19_FeCl,gscdb137,true,true,false,false,true,verified_qchem_input_snapshot
TMD20_FeS,gscdb137,true,true,false,false,true,verified_qchem_input_snapshot
TMD21_CoH,gscdb137,true,true,false,false,true,verified_qchem_input_snapshot
TMD22_CoF,gscdb137,true,true,false,false,true,verified_qchem_input_snapshot
TMD23_CuBr,gscdb137,true,true,false,false,true,verified_qchem_input_snapshot
TMD24_ZnS,gscdb137,true,true,false,false,true,verified_qchem_input_snapshot
UPU23_0a,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
UPU23_0b,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
UPU23_1a,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
UPU23_1b,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
UPU23_1c,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
UPU23_1e,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
UPU23_1f,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
UPU23_1g,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
UPU23_1m,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
UPU23_1p,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
UPU23_2a,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
UPU23_2h,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
UPU23_2p,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
UPU23_3a,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
UPU23_3b,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
UPU23_3d,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
UPU23_4b,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
UPU23_5z,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
UPU23_6p,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
UPU23_7a,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
UPU23_7p,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
UPU23_8d,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
UPU23_9a,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
UPU23_aa,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
V30_C2H2_Ar,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
V30_C2H2_Ar_1+,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
V30_C2H2_Ar_1-,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
V30_C2H2_Ar_2+,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
V30_C2H2_Ar_2-,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
V30_C2H2_Ar_3+,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
V30_C2H2_Ar_3-,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
V30_C2H2_Ar_4+,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
V30_C2H2_Ar_4-,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
V30_C2H2_Ar_5+,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
V30_C2H2_Ar_5-,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
V30_C2H2_Ar_6+,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
V30_C2H2_Ar_6-,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
V30_C2H2_Ar_7+,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
V30_C2H2_Ar_7-,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
V30_C2H2_Ar_8+,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
V30_C2H2_Ar_8-,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
V30_C2H2_C2H2,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
V30_C2H2_C2H2_1+,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
V30_C2H2_C2H2_1-,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
V30_C2H2_C2H2_10+,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
V30_C2H2_C2H2_10-,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
V30_C2H2_C2H2_11+,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
V30_C2H2_C2H2_11-,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
V30_C2H2_C2H2_12+,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
V30_C2H2_C2H2_12-,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
V30_C2H2_C2H2_13+,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
V30_C2H2_C2H2_13-,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
V30_C2H2_C2H2_14+,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
V30_C2H2_C2H2_14-,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
V30_C2H2_C2H2_15+,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
V30_C2H2_C2H2_15-,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
V30_C2H2_C2H2_16+,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
V30_C2H2_C2H2_16-,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
V30_C2H2_C2H2_17+,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
V30_C2H2_C2H2_17-,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
V30_C2H2_C2H2_2+,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
V30_C2H2_C2H2_2-,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
V30_C2H2_C2H2_3+,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
V30_C2H2_C2H2_3-,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
V30_C2H2_C2H2_4+,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
V30_C2H2_C2H2_4-,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
V30_C2H2_C2H2_5+,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
V30_C2H2_C2H2_5-,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
V30_C2H2_C2H2_6+,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
V30_C2H2_C2H2_6-,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
V30_C2H2_C2H2_7+,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
V30_C2H2_C2H2_7-,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
V30_C2H2_C2H2_8+,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
V30_C2H2_C2H2_8-,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
V30_C2H2_C2H2_9+,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
V30_C2H2_C2H2_9-,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
V30_C2H4_Ar,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
V30_C2H4_Ar_1+,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
V30_C2H4_Ar_1-,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
V30_C2H4_Ar_10+,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
V30_C2H4_Ar_10-,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
V30_C2H4_Ar_11+,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
V30_C2H4_Ar_11-,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
V30_C2H4_Ar_12+,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
V30_C2H4_Ar_12-,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
V30_C2H4_Ar_13+,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
V30_C2H4_Ar_13-,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
V30_C2H4_Ar_14+,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
V30_C2H4_Ar_14-,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
V30_C2H4_Ar_2+,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
V30_C2H4_Ar_2-,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
V30_C2H4_Ar_3+,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
V30_C2H4_Ar_3-,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
V30_C2H4_Ar_4+,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
V30_C2H4_Ar_4-,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
V30_C2H4_Ar_5+,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
V30_C2H4_Ar_5-,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
V30_C2H4_Ar_6+,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
V30_C2H4_Ar_6-,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
V30_C2H4_Ar_7+,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
V30_C2H4_Ar_7-,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
V30_C2H4_Ar_8+,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
V30_C2H4_Ar_8-,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
V30_C2H4_Ar_9+,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
V30_C2H4_Ar_9-,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
V30_CH3OH_H2O,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
V30_CH3OH_H2O_0+,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
V30_CH3OH_H2O_0-,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
V30_CH3OH_H2O_1+,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
V30_CH3OH_H2O_1-,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
V30_CH3OH_H2O_10+,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
V30_CH3OH_H2O_10-,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
V30_CH3OH_H2O_11+,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
V30_CH3OH_H2O_11-,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
V30_CH3OH_H2O_12+,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
V30_CH3OH_H2O_12-,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
V30_CH3OH_H2O_13+,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
V30_CH3OH_H2O_13-,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
V30_CH3OH_H2O_14+,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
V30_CH3OH_H2O_14-,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
V30_CH3OH_H2O_15+,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
V30_CH3OH_H2O_15-,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
V30_CH3OH_H2O_16+,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
V30_CH3OH_H2O_16-,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
V30_CH3OH_H2O_17+,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
V30_CH3OH_H2O_17-,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
V30_CH3OH_H2O_18+,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
V30_CH3OH_H2O_18-,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
V30_CH3OH_H2O_19+,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
V30_CH3OH_H2O_19-,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
V30_CH3OH_H2O_2+,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
V30_CH3OH_H2O_2-,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
V30_CH3OH_H2O_20+,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
V30_CH3OH_H2O_20-,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
V30_CH3OH_H2O_3+,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
V30_CH3OH_H2O_3-,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
V30_CH3OH_H2O_4+,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
V30_CH3OH_H2O_4-,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
V30_CH3OH_H2O_5+,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
V30_CH3OH_H2O_5-,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
V30_CH3OH_H2O_6+,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
V30_CH3OH_H2O_6-,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
V30_CH3OH_H2O_7+,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
V30_CH3OH_H2O_7-,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
V30_CH3OH_H2O_8+,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
V30_CH3OH_H2O_8-,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
V30_CH3OH_H2O_9+,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
V30_CH3OH_H2O_9-,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
V30_CH4_Ar,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
V30_CH4_Ar_0+,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
V30_CH4_Ar_0-,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
V30_CH4_Ar_1+,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
V30_CH4_Ar_1-,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
V30_CH4_Ar_11+,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
V30_CH4_Ar_11-,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
V30_CH4_Ar_2+,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
V30_CH4_Ar_2-,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
V30_CH4_Ar_3+,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
V30_CH4_Ar_3-,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
V30_CH4_Ar_5+,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
V30_CH4_Ar_5-,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
V30_CH4_Ar_7+,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
V30_CH4_Ar_7-,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
V30_CH4_Ar_8+,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
V30_CH4_Ar_8-,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
V30_CH4_Ar_9+,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
V30_CH4_Ar_9-,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
V30_CH4_CH4,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
V30_CH4_CH4_1+,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
V30_CH4_CH4_1-,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
V30_CH4_CH4_11+,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
V30_CH4_CH4_11-,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
V30_CH4_CH4_12+,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
V30_CH4_CH4_12-,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
V30_CH4_CH4_14+,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
V30_CH4_CH4_14-,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
V30_CH4_CH4_16+,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
V30_CH4_CH4_16-,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
V30_CH4_CH4_18+,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
V30_CH4_CH4_18-,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
V30_CH4_CH4_2+,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
V30_CH4_CH4_2-,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
V30_CH4_CH4_21+,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
V30_CH4_CH4_21-,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
V30_CH4_CH4_3+,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
V30_CH4_CH4_3-,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
V30_CH4_CH4_4+,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
V30_CH4_CH4_4-,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
V30_CH4_CH4_5+,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
V30_CH4_CH4_5-,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
V30_CH4_CH4_6+,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
V30_CH4_CH4_6-,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
V30_CH4_CH4_7+,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
V30_CH4_CH4_7-,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
V30_CH4_CH4_9+,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
V30_CH4_CH4_9-,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
V30_CH4_N2,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
V30_CH4_N2_10+,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
V30_CH4_N2_10-,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
V30_CH4_N2_11+,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
V30_CH4_N2_11-,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
V30_CH4_N2_12+,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
V30_CH4_N2_12-,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
V30_CH4_N2_13+,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
V30_CH4_N2_13-,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
V30_CH4_N2_14+,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
V30_CH4_N2_14-,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
V30_CH4_N2_2+,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
V30_CH4_N2_2-,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
V30_CH4_N2_3+,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
V30_CH4_N2_3-,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
V30_CH4_N2_4+,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
V30_CH4_N2_4-,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
V30_CH4_N2_5+,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
V30_CH4_N2_5-,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
V30_CH4_N2_6+,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
V30_CH4_N2_6-,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
V30_CH4_N2_8+,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
V30_CH4_N2_8-,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
V30_CH4_N2_9+,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
V30_CH4_N2_9-,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
V30_CO2_Ar,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
V30_CO2_Ar_1+,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
V30_CO2_Ar_1-,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
V30_CO2_Ar_2+,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
V30_CO2_Ar_2-,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
V30_CO2_Ar_3+,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
V30_CO2_Ar_3-,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
V30_CO2_Ar_4+,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
V30_CO2_Ar_4-,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
V30_CO2_Ar_5+,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
V30_CO2_Ar_5-,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
V30_CO2_CO2,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
V30_CO2_CO2_1+,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
V30_CO2_CO2_1-,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
V30_CO2_CO2_10+,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
V30_CO2_CO2_10-,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
V30_CO2_CO2_11+,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
V30_CO2_CO2_11-,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
V30_CO2_CO2_2+,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
V30_CO2_CO2_2-,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
V30_CO2_CO2_3+,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
V30_CO2_CO2_3-,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
V30_CO2_CO2_4+,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
V30_CO2_CO2_4-,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
V30_CO2_CO2_5+,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
V30_CO2_CO2_5-,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
V30_CO2_CO2_6+,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
V30_CO2_CO2_6-,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
V30_CO2_CO2_7+,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
V30_CO2_CO2_7-,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
V30_CO2_CO2_8+,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
V30_CO2_CO2_8-,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
V30_CO2_N2,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
V30_CO2_N2_2+,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
V30_CO2_N2_2-,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
V30_CO2_N2_3+,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
V30_CO2_N2_3-,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
V30_CO2_N2_4+,gscdb137,false,true,false,false,true,verified_qchem_input_snapshot
