species,scope,source,status,issues,bytes,nbasis,nmo,files,geometry_max_error
dsgdb9nsd_002928,GDB9_W1_F12_external,/global/scratch/users/jsliang/COACH3/dsgdb9nsd_002928,missing,,0,,,0,
dsgdb9nsd_002929,GDB9_W1_F12_external,/global/scratch/users/jsliang/COACH3/dsgdb9nsd_002929,missing,,0,,,0,
dsgdb9nsd_002930,GDB9_W1_F12_external,/global/scratch/users/jsliang/COACH3/dsgdb9nsd_002930,missing,,0,,,0,
dsgdb9nsd_002931,GDB9_W1_F12_external,/global/scratch/users/jsliang/COACH3/dsgdb9nsd_002931,missing,,0,,,0,
dsgdb9nsd_002932,GDB9_W1_F12_external,/global/scratch/users/jsliang/COACH3/dsgdb9nsd_002932,missing,,0,,,0,
dsgdb9nsd_002933,GDB9_W1_F12_external,/global/scratch/users/jsliang/COACH3/dsgdb9nsd_002933,missing,,0,,,0,
dsgdb9nsd_002934,GDB9_W1_F12_external,/global/scratch/users/jsliang/COACH3/dsgdb9nsd_002934,missing,,0,,,0,
dsgdb9nsd_002935,GDB9_W1_F12_external,/global/scratch/users/jsliang/COACH3/dsgdb9nsd_002935,missing,,0,,,0,
dsgdb9nsd_002936,GDB9_W1_F12_external,/global/scratch/users/jsliang/COACH3/dsgdb9nsd_002936,missing,,0,,,0,
dsgdb9nsd_002937,GDB9_W1_F12_external,/global/scratch/users/jsliang/COACH3/dsgdb9nsd_002937,missing,,0,,,0,
dsgdb9nsd_002938,GDB9_W1_F12_external,/global/scratch/users/jsliang/COACH3/dsgdb9nsd_002938,missing,,0,,,0,
dsgdb9nsd_002939,GDB9_W1_F12_external,/global/scratch/users/jsliang/COACH3/dsgdb9nsd_002939,missing,,0,,,0,
dsgdb9nsd_002940,GDB9_W1_F12_external,/global/scratch/users/jsliang/COACH3/dsgdb9nsd_002940,missing,,0,,,0,
dsgdb9nsd_002941,GDB9_W1_F12_external,/global/scratch/users/jsliang/COACH3/dsgdb9nsd_002941,missing,,0,,,0,
dsgdb9nsd_002955,GDB9_W1_F12_external,/global/scratch/users/jsliang/COACH3/dsgdb9nsd_002955,missing,,0,,,0,
dsgdb9nsd_002956,GDB9_W1_F12_external,/global/scratch/users/jsliang/COACH3/dsgdb9nsd_002956,missing,,0,,,0,
dsgdb9nsd_002957,GDB9_W1_F12_external,/global/scratch/users/jsliang/COACH3/dsgdb9nsd_002957,missing,,0,,,0,
dsgdb9nsd_002958,GDB9_W1_F12_external,/global/scratch/users/jsliang/COACH3/dsgdb9nsd_002958,missing,,0,,,0,
dsgdb9nsd_002959,GDB9_W1_F12_external,/global/scratch/users/jsliang/COACH3/dsgdb9nsd_002959,missing,,0,,,0,
dsgdb9nsd_002960,GDB9_W1_F12_external,/global/scratch/users/jsliang/COACH3/dsgdb9nsd_002960,missing,,0,,,0,
dsgdb9nsd_002961,GDB9_W1_F12_external,/global/scratch/users/jsliang/COACH3/dsgdb9nsd_002961,missing,,0,,,0,
dsgdb9nsd_002962,GDB9_W1_F12_external,/global/scratch/users/jsliang/COACH3/dsgdb9nsd_002962,missing,,0,,,0,
dsgdb9nsd_002963,GDB9_W1_F12_external,/global/scratch/users/jsliang/COACH3/dsgdb9nsd_002963,missing,,0,,,0,
dsgdb9nsd_002964,GDB9_W1_F12_external,/global/scratch/users/jsliang/COACH3/dsgdb9nsd_002964,missing,,0,,,0,
dsgdb9nsd_002965,GDB9_W1_F12_external,/global/scratch/users/jsliang/COACH3/dsgdb9nsd_002965,missing,,0,,,0,
dsgdb9nsd_002966,GDB9_W1_F12_external,/global/scratch/users/jsliang/COACH3/dsgdb9nsd_002966,missing,,0,,,0,
dsgdb9nsd_002967,GDB9_W1_F12_external,/global/scratch/users/jsliang/COACH3/dsgdb9nsd_002967,missing,,0,,,0,
dsgdb9nsd_002968,GDB9_W1_F12_external,/global/scratch/users/jsliang/COACH3/dsgdb9nsd_002968,missing,,0,,,0,
dsgdb9nsd_002969,GDB9_W1_F12_external,/global/scratch/users/jsliang/COACH3/dsgdb9nsd_002969,missing,,0,,,0,
dsgdb9nsd_002970,GDB9_W1_F12_external,/global/scratch/users/jsliang/COACH3/dsgdb9nsd_002970,missing,,0,,,0,
dsgdb9nsd_002971,GDB9_W1_F12_external,/global/scratch/users/jsliang/COACH3/dsgdb9nsd_002971,missing,,0,,,0,
dsgdb9nsd_002972,GDB9_W1_F12_external,/global/scratch/users/jsliang/COACH3/dsgdb9nsd_002972,missing,,0,,,0,
dsgdb9nsd_002973,GDB9_W1_F12_external,/global/scratch/users/jsliang/COACH3/dsgdb9nsd_002973,missing,,0,,,0,
dsgdb9nsd_002974,GDB9_W1_F12_external,/global/scratch/users/jsliang/COACH3/dsgdb9nsd_002974,missing,,0,,,0,
dsgdb9nsd_002975,GDB9_W1_F12_external,/global/scratch/users/jsliang/COACH3/dsgdb9nsd_002975,missing,,0,,,0,
dsgdb9nsd_002976,GDB9_W1_F12_external,/global/scratch/users/jsliang/COACH3/dsgdb9nsd_002976,missing,,0,,,0,
dsgdb9nsd_002977,GDB9_W1_F12_external,/global/scratch/users/jsliang/COACH3/dsgdb9nsd_002977,missing,,0,,,0,
dsgdb9nsd_002978,GDB9_W1_F12_external,/global/scratch/users/jsliang/COACH3/dsgdb9nsd_002978,missing,,0,,,0,
dsgdb9nsd_002979,GDB9_W1_F12_external,/global/scratch/users/jsliang/COACH3/dsgdb9nsd_002979,missing,,0,,,0,
dsgdb9nsd_002980,GDB9_W1_F12_external,/global/scratch/users/jsliang/COACH3/dsgdb9nsd_002980,missing,,0,,,0,
dsgdb9nsd_002981,GDB9_W1_F12_external,/global/scratch/users/jsliang/COACH3/dsgdb9nsd_002981,missing,,0,,,0,
dsgdb9nsd_002982,GDB9_W1_F12_external,/global/scratch/users/jsliang/COACH3/dsgdb9nsd_002982,missing,,0,,,0,
dsgdb9nsd_002983,GDB9_W1_F12_external,/global/scratch/users/jsliang/COACH3/dsgdb9nsd_002983,missing,,0,,,0,
dsgdb9nsd_002984,GDB9_W1_F12_external,/global/scratch/users/jsliang/COACH3/dsgdb9nsd_002984,missing,,0,,,0,
dsgdb9nsd_002986,GDB9_W1_F12_external,/global/scratch/users/jsliang/COACH3/dsgdb9nsd_002986,missing,,0,,,0,
dsgdb9nsd_002987,GDB9_W1_F12_external,/global/scratch/users/jsliang/COACH3/dsgdb9nsd_002987,missing,,0,,,0,
dsgdb9nsd_002988,GDB9_W1_F12_external,/global/scratch/users/jsliang/COACH3/dsgdb9nsd_002988,missing,,0,,,0,
dsgdb9nsd_002989,GDB9_W1_F12_external,/global/scratch/users/jsliang/COACH3/dsgdb9nsd_002989,missing,,0,,,0,
dsgdb9nsd_002990,GDB9_W1_F12_external,/global/scratch/users/jsliang/COACH3/dsgdb9nsd_002990,missing,,0,,,0,
dsgdb9nsd_002991,GDB9_W1_F12_external,/global/scratch/users/jsliang/COACH3/dsgdb9nsd_002991,missing,,0,,,0,
dsgdb9nsd_002992,GDB9_W1_F12_external,/global/scratch/users/jsliang/COACH3/dsgdb9nsd_002992,missing,,0,,,0,
dsgdb9nsd_002994,GDB9_W1_F12_external,/global/scratch/users/jsliang/COACH3/dsgdb9nsd_002994,missing,,0,,,0,
dsgdb9nsd_002995,GDB9_W1_F12_external,/global/scratch/users/jsliang/COACH3/dsgdb9nsd_002995,missing,,0,,,0,
dsgdb9nsd_002996,GDB9_W1_F12_external,/global/scratch/users/jsliang/COACH3/dsgdb9nsd_002996,missing,,0,,,0,
dsgdb9nsd_002997,GDB9_W1_F12_external,/global/scratch/users/jsliang/COACH3/dsgdb9nsd_002997,missing,,0,,,0,
dsgdb9nsd_002998,GDB9_W1_F12_external,/global/scratch/users/jsliang/COACH3/dsgdb9nsd_002998,missing,,0,,,0,
dsgdb9nsd_002999,GDB9_W1_F12_external,/global/scratch/users/jsliang/COACH3/dsgdb9nsd_002999,missing,,0,,,0,
dsgdb9nsd_003000,GDB9_W1_F12_external,/global/scratch/users/jsliang/COACH3/dsgdb9nsd_003000,missing,,0,,,0,
dsgdb9nsd_003001,GDB9_W1_F12_external,/global/scratch/users/jsliang/COACH3/dsgdb9nsd_003001,missing,,0,,,0,
dsgdb9nsd_003003,GDB9_W1_F12_external,/global/scratch/users/jsliang/COACH3/dsgdb9nsd_003003,missing,,0,,,0,
dsgdb9nsd_003004,GDB9_W1_F12_external,/global/scratch/users/jsliang/COACH3/dsgdb9nsd_003004,missing,,0,,,0,
dsgdb9nsd_003005,GDB9_W1_F12_external,/global/scratch/users/jsliang/COACH3/dsgdb9nsd_003005,missing,,0,,,0,
dsgdb9nsd_003006,GDB9_W1_F12_external,/global/scratch/users/jsliang/COACH3/dsgdb9nsd_003006,missing,,0,,,0,
dsgdb9nsd_003007,GDB9_W1_F12_external,/global/scratch/users/jsliang/COACH3/dsgdb9nsd_003007,missing,,0,,,0,
dsgdb9nsd_003008,GDB9_W1_F12_external,/global/scratch/users/jsliang/COACH3/dsgdb9nsd_003008,missing,,0,,,0,
dsgdb9nsd_003024,GDB9_W1_F12_external,/global/scratch/users/jsliang/COACH3/dsgdb9nsd_003024,missing,,0,,,0,
dsgdb9nsd_003025,GDB9_W1_F12_external,/global/scratch/users/jsliang/COACH3/dsgdb9nsd_003025,missing,,0,,,0,
dsgdb9nsd_003026,GDB9_W1_F12_external,/global/scratch/users/jsliang/COACH3/dsgdb9nsd_003026,missing,,0,,,0,
dsgdb9nsd_003027,GDB9_W1_F12_external,/global/scratch/users/jsliang/COACH3/dsgdb9nsd_003027,missing,,0,,,0,
dsgdb9nsd_003028,GDB9_W1_F12_external,/global/scratch/users/jsliang/COACH3/dsgdb9nsd_003028,missing,,0,,,0,
dsgdb9nsd_003029,GDB9_W1_F12_external,/global/scratch/users/jsliang/COACH3/dsgdb9nsd_003029,missing,,0,,,0,
dsgdb9nsd_003030,GDB9_W1_F12_external,/global/scratch/users/jsliang/COACH3/dsgdb9nsd_003030,missing,,0,,,0,
dsgdb9nsd_003031,GDB9_W1_F12_external,/global/scratch/users/jsliang/COACH3/dsgdb9nsd_003031,missing,,0,,,0,
dsgdb9nsd_003032,GDB9_W1_F12_external,/global/scratch/users/jsliang/COACH3/dsgdb9nsd_003032,missing,,0,,,0,
dsgdb9nsd_003033,GDB9_W1_F12_external,/global/scratch/users/jsliang/COACH3/dsgdb9nsd_003033,missing,,0,,,0,
dsgdb9nsd_003034,GDB9_W1_F12_external,/global/scratch/users/jsliang/COACH3/dsgdb9nsd_003034,missing,,0,,,0,
dsgdb9nsd_003035,GDB9_W1_F12_external,/global/scratch/users/jsliang/COACH3/dsgdb9nsd_003035,missing,,0,,,0,
dsgdb9nsd_003036,GDB9_W1_F12_external,/global/scratch/users/jsliang/COACH3/dsgdb9nsd_003036,missing,,0,,,0,
dsgdb9nsd_003037,GDB9_W1_F12_external,/global/scratch/users/jsliang/COACH3/dsgdb9nsd_003037,missing,,0,,,0,
dsgdb9nsd_003038,GDB9_W1_F12_external,/global/scratch/users/jsliang/COACH3/dsgdb9nsd_003038,missing,,0,,,0,
dsgdb9nsd_003039,GDB9_W1_F12_external,/global/scratch/users/jsliang/COACH3/dsgdb9nsd_003039,missing,,0,,,0,
dsgdb9nsd_003040,GDB9_W1_F12_external,/global/scratch/users/jsliang/COACH3/dsgdb9nsd_003040,missing,,0,,,0,
dsgdb9nsd_003041,GDB9_W1_F12_external,/global/scratch/users/jsliang/COACH3/dsgdb9nsd_003041,missing,,0,,,0,
dsgdb9nsd_003042,GDB9_W1_F12_external,/global/scratch/users/jsliang/COACH3/dsgdb9nsd_003042,missing,,0,,,0,
dsgdb9nsd_003043,GDB9_W1_F12_external,/global/scratch/users/jsliang/COACH3/dsgdb9nsd_003043,missing,,0,,,0,
dsgdb9nsd_003044,GDB9_W1_F12_external,/global/scratch/users/jsliang/COACH3/dsgdb9nsd_003044,missing,,0,,,0,
dsgdb9nsd_003045,GDB9_W1_F12_external,/global/scratch/users/jsliang/COACH3/dsgdb9nsd_003045,missing,,0,,,0,
dsgdb9nsd_003046,GDB9_W1_F12_external,/global/scratch/users/jsliang/COACH3/dsgdb9nsd_003046,missing,,0,,,0,
dsgdb9nsd_003047,GDB9_W1_F12_external,/global/scratch/users/jsliang/COACH3/dsgdb9nsd_003047,missing,,0,,,0,
dsgdb9nsd_003048,GDB9_W1_F12_external,/global/scratch/users/jsliang/COACH3/dsgdb9nsd_003048,missing,,0,,,0,
dsgdb9nsd_003049,GDB9_W1_F12_external,/global/scratch/users/jsliang/COACH3/dsgdb9nsd_003049,missing,,0,,,0,
dsgdb9nsd_003050,GDB9_W1_F12_external,/global/scratch/users/jsliang/COACH3/dsgdb9nsd_003050,missing,,0,,,0,
dsgdb9nsd_003051,GDB9_W1_F12_external,/global/scratch/users/jsliang/COACH3/dsgdb9nsd_003051,missing,,0,,,0,
dsgdb9nsd_003052,GDB9_W1_F12_external,/global/scratch/users/jsliang/COACH3/dsgdb9nsd_003052,missing,,0,,,0,
dsgdb9nsd_003053,GDB9_W1_F12_external,/global/scratch/users/jsliang/COACH3/dsgdb9nsd_003053,missing,,0,,,0,
dsgdb9nsd_003054,GDB9_W1_F12_external,/global/scratch/users/jsliang/COACH3/dsgdb9nsd_003054,missing,,0,,,0,
dsgdb9nsd_003055,GDB9_W1_F12_external,/global/scratch/users/jsliang/COACH3/dsgdb9nsd_003055,missing,,0,,,0,
dsgdb9nsd_003056,GDB9_W1_F12_external,/global/scratch/users/jsliang/COACH3/dsgdb9nsd_003056,missing,,0,,,0,
dsgdb9nsd_003057,GDB9_W1_F12_external,/global/scratch/users/jsliang/COACH3/dsgdb9nsd_003057,missing,,0,,,0,
dsgdb9nsd_003058,GDB9_W1_F12_external,/global/scratch/users/jsliang/COACH3/dsgdb9nsd_003058,missing,,0,,,0,
dsgdb9nsd_003059,GDB9_W1_F12_external,/global/scratch/users/jsliang/COACH3/dsgdb9nsd_003059,missing,,0,,,0,
dsgdb9nsd_003060,GDB9_W1_F12_external,/global/scratch/users/jsliang/COACH3/dsgdb9nsd_003060,missing,,0,,,0,
dsgdb9nsd_003061,GDB9_W1_F12_external,/global/scratch/users/jsliang/COACH3/dsgdb9nsd_003061,missing,,0,,,0,
dsgdb9nsd_003062,GDB9_W1_F12_external,/global/scratch/users/jsliang/COACH3/dsgdb9nsd_003062,missing,,0,,,0,
dsgdb9nsd_003063,GDB9_W1_F12_external,/global/scratch/users/jsliang/COACH3/dsgdb9nsd_003063,missing,,0,,,0,
dsgdb9nsd_003064,GDB9_W1_F12_external,/global/scratch/users/jsliang/COACH3/dsgdb9nsd_003064,missing,,0,,,0,
dsgdb9nsd_003065,GDB9_W1_F12_external,/global/scratch/users/jsliang/COACH3/dsgdb9nsd_003065,missing,,0,,,0,
dsgdb9nsd_003066,GDB9_W1_F12_external,/global/scratch/users/jsliang/COACH3/dsgdb9nsd_003066,missing,,0,,,0,
dsgdb9nsd_003081,GDB9_W1_F12_external,/global/scratch/users/jsliang/COACH3/dsgdb9nsd_003081,missing,,0,,,0,
dsgdb9nsd_003082,GDB9_W1_F12_external,/global/scratch/users/jsliang/COACH3/dsgdb9nsd_003082,missing,,0,,,0,
dsgdb9nsd_003083,GDB9_W1_F12_external,/global/scratch/users/jsliang/COACH3/dsgdb9nsd_003083,missing,,0,,,0,
dsgdb9nsd_003084,GDB9_W1_F12_external,/global/scratch/users/jsliang/COACH3/dsgdb9nsd_003084,missing,,0,,,0,
dsgdb9nsd_003085,GDB9_W1_F12_external,/global/scratch/users/jsliang/COACH3/dsgdb9nsd_003085,missing,,0,,,0,
dsgdb9nsd_003086,GDB9_W1_F12_external,/global/scratch/users/jsliang/COACH3/dsgdb9nsd_003086,missing,,0,,,0,
dsgdb9nsd_003087,GDB9_W1_F12_external,/global/scratch/users/jsliang/COACH3/dsgdb9nsd_003087,missing,,0,,,0,
dsgdb9nsd_003088,GDB9_W1_F12_external,/global/scratch/users/jsliang/COACH3/dsgdb9nsd_003088,missing,,0,,,0,
dsgdb9nsd_003089,GDB9_W1_F12_external,/global/scratch/users/jsliang/COACH3/dsgdb9nsd_003089,missing,,0,,,0,
dsgdb9nsd_003091,GDB9_W1_F12_external,/global/scratch/users/jsliang/COACH3/dsgdb9nsd_003091,missing,,0,,,0,
dsgdb9nsd_003092,GDB9_W1_F12_external,/global/scratch/users/jsliang/COACH3/dsgdb9nsd_003092,missing,,0,,,0,
dsgdb9nsd_003093,GDB9_W1_F12_external,/global/scratch/users/jsliang/COACH3/dsgdb9nsd_003093,missing,,0,,,0,
dsgdb9nsd_003094,GDB9_W1_F12_external,/global/scratch/users/jsliang/COACH3/dsgdb9nsd_003094,missing,,0,,,0,
dsgdb9nsd_003095,GDB9_W1_F12_external,/global/scratch/users/jsliang/COACH3/dsgdb9nsd_003095,missing,,0,,,0,
dsgdb9nsd_003108,GDB9_W1_F12_external,/global/scratch/users/jsliang/COACH3/dsgdb9nsd_003108,missing,,0,,,0,
dsgdb9nsd_003109,GDB9_W1_F12_external,/global/scratch/users/jsliang/COACH3/dsgdb9nsd_003109,missing,,0,,,0,
dsgdb9nsd_003110,GDB9_W1_F12_external,/global/scratch/users/jsliang/COACH3/dsgdb9nsd_003110,missing,,0,,,0,
dsgdb9nsd_003111,GDB9_W1_F12_external,/global/scratch/users/jsliang/COACH3/dsgdb9nsd_003111,missing,,0,,,0,
dsgdb9nsd_003112,GDB9_W1_F12_external,/global/scratch/users/jsliang/COACH3/dsgdb9nsd_003112,missing,,0,,,0,
dsgdb9nsd_003113,GDB9_W1_F12_external,/global/scratch/users/jsliang/COACH3/dsgdb9nsd_003113,missing,,0,,,0,
dsgdb9nsd_003114,GDB9_W1_F12_external,/global/scratch/users/jsliang/COACH3/dsgdb9nsd_003114,missing,,0,,,0,
dsgdb9nsd_003115,GDB9_W1_F12_external,/global/scratch/users/jsliang/COACH3/dsgdb9nsd_003115,missing,,0,,,0,
dsgdb9nsd_003116,GDB9_W1_F12_external,/global/scratch/users/jsliang/COACH3/dsgdb9nsd_003116,missing,,0,,,0,
dsgdb9nsd_003117,GDB9_W1_F12_external,/global/scratch/users/jsliang/COACH3/dsgdb9nsd_003117,missing,,0,,,0,
dsgdb9nsd_003118,GDB9_W1_F12_external,/global/scratch/users/jsliang/COACH3/dsgdb9nsd_003118,missing,,0,,,0,
dsgdb9nsd_003119,GDB9_W1_F12_external,/global/scratch/users/jsliang/COACH3/dsgdb9nsd_003119,missing,,0,,,0,
dsgdb9nsd_003120,GDB9_W1_F12_external,/global/scratch/users/jsliang/COACH3/dsgdb9nsd_003120,missing,,0,,,0,
dsgdb9nsd_003121,GDB9_W1_F12_external,/global/scratch/users/jsliang/COACH3/dsgdb9nsd_003121,missing,,0,,,0,
dsgdb9nsd_003122,GDB9_W1_F12_external,/global/scratch/users/jsliang/COACH3/dsgdb9nsd_003122,missing,,0,,,0,
dsgdb9nsd_003123,GDB9_W1_F12_external,/global/scratch/users/jsliang/COACH3/dsgdb9nsd_003123,missing,,0,,,0,
dsgdb9nsd_003124,GDB9_W1_F12_external,/global/scratch/users/jsliang/COACH3/dsgdb9nsd_003124,missing,,0,,,0,
dsgdb9nsd_003125,GDB9_W1_F12_external,/global/scratch/users/jsliang/COACH3/dsgdb9nsd_003125,missing,,0,,,0,
dsgdb9nsd_003126,GDB9_W1_F12_external,/global/scratch/users/jsliang/COACH3/dsgdb9nsd_003126,missing,,0,,,0,
dsgdb9nsd_003127,GDB9_W1_F12_external,/global/scratch/users/jsliang/COACH3/dsgdb9nsd_003127,missing,,0,,,0,
dsgdb9nsd_003128,GDB9_W1_F12_external,/global/scratch/users/jsliang/COACH3/dsgdb9nsd_003128,missing,,0,,,0,
dsgdb9nsd_003129,GDB9_W1_F12_external,/global/scratch/users/jsliang/COACH3/dsgdb9nsd_003129,missing,,0,,,0,
dsgdb9nsd_003130,GDB9_W1_F12_external,/global/scratch/users/jsliang/COACH3/dsgdb9nsd_003130,missing,,0,,,0,
dsgdb9nsd_003131,GDB9_W1_F12_external,/global/scratch/users/jsliang/COACH3/dsgdb9nsd_003131,missing,,0,,,0,
dsgdb9nsd_003132,GDB9_W1_F12_external,/global/scratch/users/jsliang/COACH3/dsgdb9nsd_003132,missing,,0,,,0,
dsgdb9nsd_003134,GDB9_W1_F12_external,/global/scratch/users/jsliang/COACH3/dsgdb9nsd_003134,missing,,0,,,0,
dsgdb9nsd_003135,GDB9_W1_F12_external,/global/scratch/users/jsliang/COACH3/dsgdb9nsd_003135,missing,,0,,,0,
dsgdb9nsd_003136,GDB9_W1_F12_external,/global/scratch/users/jsliang/COACH3/dsgdb9nsd_003136,missing,,0,,,0,
dsgdb9nsd_003137,GDB9_W1_F12_external,/global/scratch/users/jsliang/COACH3/dsgdb9nsd_003137,missing,,0,,,0,
dsgdb9nsd_003138,GDB9_W1_F12_external,/global/scratch/users/jsliang/COACH3/dsgdb9nsd_003138,missing,,0,,,0,
dsgdb9nsd_003139,GDB9_W1_F12_external,/global/scratch/users/jsliang/COACH3/dsgdb9nsd_003139,missing,,0,,,0,
dsgdb9nsd_003140,GDB9_W1_F12_external,/global/scratch/users/jsliang/COACH3/dsgdb9nsd_003140,missing,,0,,,0,
dsgdb9nsd_003141,GDB9_W1_F12_external,/global/scratch/users/jsliang/COACH3/dsgdb9nsd_003141,missing,,0,,,0,
dsgdb9nsd_003142,GDB9_W1_F12_external,/global/scratch/users/jsliang/COACH3/dsgdb9nsd_003142,missing,,0,,,0,
dsgdb9nsd_003143,GDB9_W1_F12_external,/global/scratch/users/jsliang/COACH3/dsgdb9nsd_003143,missing,,0,,,0,
dsgdb9nsd_003144,GDB9_W1_F12_external,/global/scratch/users/jsliang/COACH3/dsgdb9nsd_003144,missing,,0,,,0,
dsgdb9nsd_003145,GDB9_W1_F12_external,/global/scratch/users/jsliang/COACH3/dsgdb9nsd_003145,missing,,0,,,0,
dsgdb9nsd_003146,GDB9_W1_F12_external,/global/scratch/users/jsliang/COACH3/dsgdb9nsd_003146,missing,,0,,,0,
dsgdb9nsd_003147,GDB9_W1_F12_external,/global/scratch/users/jsliang/COACH3/dsgdb9nsd_003147,missing,,0,,,0,
dsgdb9nsd_003148,GDB9_W1_F12_external,/global/scratch/users/jsliang/COACH3/dsgdb9nsd_003148,missing,,0,,,0,
dsgdb9nsd_003149,GDB9_W1_F12_external,/global/scratch/users/jsliang/COACH3/dsgdb9nsd_003149,missing,,0,,,0,
dsgdb9nsd_003150,GDB9_W1_F12_external,/global/scratch/users/jsliang/COACH3/dsgdb9nsd_003150,missing,,0,,,0,
dsgdb9nsd_003151,GDB9_W1_F12_external,/global/scratch/users/jsliang/COACH3/dsgdb9nsd_003151,missing,,0,,,0,
dsgdb9nsd_003152,GDB9_W1_F12_external,/global/scratch/users/jsliang/COACH3/dsgdb9nsd_003152,missing,,0,,,0,
dsgdb9nsd_003153,GDB9_W1_F12_external,/global/scratch/users/jsliang/COACH3/dsgdb9nsd_003153,missing,,0,,,0,
dsgdb9nsd_003154,GDB9_W1_F12_external,/global/scratch/users/jsliang/COACH3/dsgdb9nsd_003154,missing,,0,,,0,
dsgdb9nsd_003155,GDB9_W1_F12_external,/global/scratch/users/jsliang/COACH3/dsgdb9nsd_003155,missing,,0,,,0,
dsgdb9nsd_003156,GDB9_W1_F12_external,/global/scratch/users/jsliang/COACH3/dsgdb9nsd_003156,missing,,0,,,0,
dsgdb9nsd_003157,GDB9_W1_F12_external,/global/scratch/users/jsliang/COACH3/dsgdb9nsd_003157,missing,,0,,,0,
dsgdb9nsd_003158,GDB9_W1_F12_external,/global/scratch/users/jsliang/COACH3/dsgdb9nsd_003158,missing,,0,,,0,
dsgdb9nsd_003159,GDB9_W1_F12_external,/global/scratch/users/jsliang/COACH3/dsgdb9nsd_003159,missing,,0,,,0,
dsgdb9nsd_003160,GDB9_W1_F12_external,/global/scratch/users/jsliang/COACH3/dsgdb9nsd_003160,missing,,0,,,0,
dsgdb9nsd_003161,GDB9_W1_F12_external,/global/scratch/users/jsliang/COACH3/dsgdb9nsd_003161,missing,,0,,,0,
dsgdb9nsd_003162,GDB9_W1_F12_external,/global/scratch/users/jsliang/COACH3/dsgdb9nsd_003162,missing,,0,,,0,
dsgdb9nsd_003163,GDB9_W1_F12_external,/global/scratch/users/jsliang/COACH3/dsgdb9nsd_003163,missing,,0,,,0,
dsgdb9nsd_003164,GDB9_W1_F12_external,/global/scratch/users/jsliang/COACH3/dsgdb9nsd_003164,missing,,0,,,0,
dsgdb9nsd_003165,GDB9_W1_F12_external,/global/scratch/users/jsliang/COACH3/dsgdb9nsd_003165,missing,,0,,,0,
dsgdb9nsd_003166,GDB9_W1_F12_external,/global/scratch/users/jsliang/COACH3/dsgdb9nsd_003166,missing,,0,,,0,
dsgdb9nsd_003167,GDB9_W1_F12_external,/global/scratch/users/jsliang/COACH3/dsgdb9nsd_003167,missing,,0,,,0,
dsgdb9nsd_003168,GDB9_W1_F12_external,/global/scratch/users/jsliang/COACH3/dsgdb9nsd_003168,missing,,0,,,0,
dsgdb9nsd_003169,GDB9_W1_F12_external,/global/scratch/users/jsliang/COACH3/dsgdb9nsd_003169,missing,,0,,,0,
dsgdb9nsd_003170,GDB9_W1_F12_external,/global/scratch/users/jsliang/COACH3/dsgdb9nsd_003170,missing,,0,,,0,
dsgdb9nsd_003171,GDB9_W1_F12_external,/global/scratch/users/jsliang/COACH3/dsgdb9nsd_003171,missing,,0,,,0,
dsgdb9nsd_003172,GDB9_W1_F12_external,/global/scratch/users/jsliang/COACH3/dsgdb9nsd_003172,missing,,0,,,0,
dsgdb9nsd_003173,GDB9_W1_F12_external,/global/scratch/users/jsliang/COACH3/dsgdb9nsd_003173,missing,,0,,,0,
dsgdb9nsd_003174,GDB9_W1_F12_external,/global/scratch/users/jsliang/COACH3/dsgdb9nsd_003174,missing,,0,,,0,
dsgdb9nsd_003175,GDB9_W1_F12_external,/global/scratch/users/jsliang/COACH3/dsgdb9nsd_003175,missing,,0,,,0,
dsgdb9nsd_003176,GDB9_W1_F12_external,/global/scratch/users/jsliang/COACH3/dsgdb9nsd_003176,missing,,0,,,0,
dsgdb9nsd_003177,GDB9_W1_F12_external,/global/scratch/users/jsliang/COACH3/dsgdb9nsd_003177,missing,,0,,,0,
dsgdb9nsd_003179,GDB9_W1_F12_external,/global/scratch/users/jsliang/COACH3/dsgdb9nsd_003179,missing,,0,,,0,
dsgdb9nsd_003180,GDB9_W1_F12_external,/global/scratch/users/jsliang/COACH3/dsgdb9nsd_003180,missing,,0,,,0,
dsgdb9nsd_003181,GDB9_W1_F12_external,/global/scratch/users/jsliang/COACH3/dsgdb9nsd_003181,missing,,0,,,0,
dsgdb9nsd_003182,GDB9_W1_F12_external,/global/scratch/users/jsliang/COACH3/dsgdb9nsd_003182,missing,,0,,,0,
dsgdb9nsd_003183,GDB9_W1_F12_external,/global/scratch/users/jsliang/COACH3/dsgdb9nsd_003183,missing,,0,,,0,
dsgdb9nsd_003184,GDB9_W1_F12_external,/global/scratch/users/jsliang/COACH3/dsgdb9nsd_003184,missing,,0,,,0,
dsgdb9nsd_003185,GDB9_W1_F12_external,/global/scratch/users/jsliang/COACH3/dsgdb9nsd_003185,missing,,0,,,0,
dsgdb9nsd_003186,GDB9_W1_F12_external,/global/scratch/users/jsliang/COACH3/dsgdb9nsd_003186,missing,,0,,,0,
dsgdb9nsd_003187,GDB9_W1_F12_external,/global/scratch/users/jsliang/COACH3/dsgdb9nsd_003187,missing,,0,,,0,
dsgdb9nsd_003188,GDB9_W1_F12_external,/global/scratch/users/jsliang/COACH3/dsgdb9nsd_003188,missing,,0,,,0,
dsgdb9nsd_003189,GDB9_W1_F12_external,/global/scratch/users/jsliang/COACH3/dsgdb9nsd_003189,missing,,0,,,0,
