species,scope,source,source_sha256,derived_sha256,orbital_basis,auxiliary_basis,ecp_label,charge,multiplicity,atom_count,ghost_atom_count,electron_count,ecp_electrons,orbital_shells,orbital_spherical_aos,auxiliary_shells,auxiliary_spherical_aos,ecp_resolution
UPU23_1m,gscdb137,/clusterfs/mhg-data/yaoshen/GSCDB/qchem_inputs/UPU23_1m.in,500baea178fda41f272e1b451e49c4996f0369e1455593a796e63f5feb8f99a9,96f86af88b3ad862d550e11539a5e63ee47b691647572f0ac1ac252352fa627f,DEF2-QZVPPD,rimp2-def2-QZVPPD,,-1,1,59,0,286,0,964,3112,1795,7265,not_applicable
UPU23_1p,gscdb137,/clusterfs/mhg-data/yaoshen/GSCDB/qchem_inputs/UPU23_1p.in,21a69fadf501f7c2a4cf94dc7a6e757315b0d1d163cde159024053735f12935a,5083eeec4a1fac46b462de8f9ffd479230ba456bcb0ec209a794d032cb3f9aad,DEF2-QZVPPD,rimp2-def2-QZVPPD,,-1,1,59,0,286,0,964,3112,1795,7265,not_applicable
UPU23_2a,gscdb137,/clusterfs/mhg-data/yaoshen/GSCDB/qchem_inputs/UPU23_2a.in,90d5552e3dde6fe43e0c27ff3838a88bb4a29aee4eec8d83b22d7917be9a5b7e,f7ef0883d8e681ca8ee5df216d7244c52fbc0cda9008b29f0b375015f7ebc1f1,DEF2-QZVPPD,rimp2-def2-QZVPPD,,-1,1,59,0,286,0,964,3112,1795,7265,not_applicable
UPU23_2h,gscdb137,/clusterfs/mhg-data/yaoshen/GSCDB/qchem_inputs/UPU23_2h.in,8b07129a259d5d795dbd04c0b6759e730a8fff97bd0769f0969dff30aa081194,943b7ce12e72dffce4389e07c45197b7c277e9b41705a1e501959bcba5bd638c,DEF2-QZVPPD,rimp2-def2-QZVPPD,,-1,1,59,0,286,0,964,3112,1795,7265,not_applicable
UPU23_2p,gscdb137,/clusterfs/mhg-data/yaoshen/GSCDB/qchem_inputs/UPU23_2p.in,c71b4dfeea2168f9396e54306c8a51fd5426f5e207c830746fcb4520baab592e,b33348e601af628892a2c0ffdc7ad0d63fd60513cecdf3897d44466c17aff032,DEF2-QZVPPD,rimp2-def2-QZVPPD,,-1,1,59,0,286,0,964,3112,1795,7265,not_applicable
UPU23_3a,gscdb137,/clusterfs/mhg-data/yaoshen/GSCDB/qchem_inputs/UPU23_3a.in,c10f9ee8e5267790fc6eb08a6a859967e2e653f64bb36e131815cf70dfe8b4e0,a3afccca69fdc2f8c892878143cc935b789653e678e5d34581a1e81dec26fb1a,DEF2-QZVPPD,rimp2-def2-QZVPPD,,-1,1,59,0,286,0,964,3112,1795,7265,not_applicable
UPU23_3b,gscdb137,/clusterfs/mhg-data/yaoshen/GSCDB/qchem_inputs/UPU23_3b.in,9ac3ac456edb76a27b7a966f00c1313bbea31f022c72b753a150cf79e65dd647,b097c173610798a7f63fa6cda3a80c81d7f49902bbc19765a6a6f012c53fb3d1,DEF2-QZVPPD,rimp2-def2-QZVPPD,,-1,1,59,0,286,0,964,3112,1795,7265,not_applicable
UPU23_3d,gscdb137,/clusterfs/mhg-data/yaoshen/GSCDB/qchem_inputs/UPU23_3d.in,c7ca989dbfe049cf22173c37b1a949604c78b9131a94501abdb47eebf0670b36,d26981f30280d00f349b5b24c96dd77c8b536c9c3a7f81451bd81fdfceec8f51,DEF2-QZVPPD,rimp2-def2-QZVPPD,,-1,1,59,0,286,0,964,3112,1795,7265,not_applicable
UPU23_4b,gscdb137,/clusterfs/mhg-data/yaoshen/GSCDB/qchem_inputs/UPU23_4b.in,cbf03eddf5a99cbc8ca611fdc8d9d5364047f7c42719bf76159ae85fe564877b,d595a1274008c8720ddec711f240a1fa179ce99852770ade070d8872a3d6eea3,DEF2-QZVPPD,rimp2-def2-QZVPPD,,-1,1,59,0,286,0,964,3112,1795,7265,not_applicable
UPU23_5z,gscdb137,/clusterfs/mhg-data/yaoshen/GSCDB/qchem_inputs/UPU23_5z.in,f94e1797e35b32013930930840d424b3163e400c46c067f98691e25f64bbd76a,1307760257cbe1dcef2ced577095ab88db66b7adf240acfa20c29104fb18c294,DEF2-QZVPPD,rimp2-def2-QZVPPD,,-1,1,59,0,286,0,964,3112,1795,7265,not_applicable
UPU23_6p,gscdb137,/clusterfs/mhg-data/yaoshen/GSCDB/qchem_inputs/UPU23_6p.in,e2dae0037124ef7e3950f72e28762edeea0d38eb787b0b2fcfdb5b008cbb1ad1,3f2b791e8a178c944907efc47fc0838280115681a4e7f50720f5771bd59e9bb3,DEF2-QZVPPD,rimp2-def2-QZVPPD,,-1,1,59,0,286,0,964,3112,1795,7265,not_applicable
UPU23_7a,gscdb137,/clusterfs/mhg-data/yaoshen/GSCDB/qchem_inputs/UPU23_7a.in,4339eb19ea5919e03facb0df79752a07de355ab4375614a7563bf5997b011f25,c871e5ca47b4a379c16784905a53055ff33279a79bfbff46b6ba2afb8dbdbfd6,DEF2-QZVPPD,rimp2-def2-QZVPPD,,-1,1,59,0,286,0,964,3112,1795,7265,not_applicable
UPU23_7p,gscdb137,/clusterfs/mhg-data/yaoshen/GSCDB/qchem_inputs/UPU23_7p.in,3e4bc14fedd7b45a0ab792063600cc584048f5f88e44cbf476c9d16af6c1b447,4bdaaa3dfb12a5a0ff8c7b630fb7fe189bdeec273e4114520a22be832e87e5de,DEF2-QZVPPD,rimp2-def2-QZVPPD,,-1,1,59,0,286,0,964,3112,1795,7265,not_applicable
UPU23_8d,gscdb137,/clusterfs/mhg-data/yaoshen/GSCDB/qchem_inputs/UPU23_8d.in,705225a76b3ff337a06581760637937578f37dba51c8eea1ec37f4212d43e901,db3765d84c5923c50d08138df6b03e5de926ab790381da5559be08c5b0d4d546,DEF2-QZVPPD,rimp2-def2-QZVPPD,,-1,1,59,0,286,0,964,3112,1795,7265,not_applicable
UPU23_9a,gscdb137,/clusterfs/mhg-data/yaoshen/GSCDB/qchem_inputs/UPU23_9a.in,b37452cd8f4b94d36cb0decd05f898512227f1f40589589688fc611fa2bdf7a5,dd4b9d63139a3d8294bf813dfe721d1055e40bc9e30ebfe22bc75307d1d3583d,DEF2-QZVPPD,rimp2-def2-QZVPPD,,-1,1,59,0,286,0,964,3112,1795,7265,not_applicable
UPU23_aa,gscdb137,/clusterfs/mhg-data/yaoshen/GSCDB/qchem_inputs/UPU23_aa.in,37ff35c3ceef159a1fe1c0f5a5b8afff97cb001209fd584d7fe658e3470ffbdd,79d341575cb447f9a32419d30a2a86d48a23c2d98eb13b4eb9643416441dc7b2,DEF2-QZVPPD,rimp2-def2-QZVPPD,,-1,1,59,0,286,0,964,3112,1795,7265,not_applicable
V30_C2H2_Ar,gscdb137,/clusterfs/mhg-data/yaoshen/GSCDB/qchem_inputs/V30_C2H2_Ar.in,580f0b4b174121eeaeb3c82677ee9caa81b6dfd5b869b5bac9baef022f192215,1803245e0507a44caab93ad024ec5b65e5ae33a4be0200c509529f805ad8a1cc,DEF2-QZVPPD,rimp2-def2-QZVPPD,,0,1,5,0,32,0,85,271,157,627,not_applicable
V30_C2H2_Ar_1+,gscdb137,/clusterfs/mhg-data/yaoshen/GSCDB/qchem_inputs/V30_C2H2_Ar_1+.in,dd32a00c96b43683babc1faf7c747fb60dbf9bdcdf1c5004c81cd714f6c85a5a,558df5ab83fc42c195ba390729ef12e3949d9597157c6a2c2a86091d4bb56500,DEF2-QZVPPD,rimp2-def2-QZVPPD,,0,1,5,0,32,0,85,271,157,627,not_applicable
V30_C2H2_Ar_1-,gscdb137,/clusterfs/mhg-data/yaoshen/GSCDB/qchem_inputs/V30_C2H2_Ar_1-.in,c9fccb7b9562480a17bb3103703ca8a28176f1660d20d9027be0dda445a3f768,340196154a6224b03fbe0e61194b26359de1278aa18903654b377deb70e2c341,DEF2-QZVPPD,rimp2-def2-QZVPPD,,0,1,5,0,32,0,85,271,157,627,not_applicable
V30_C2H2_Ar_2+,gscdb137,/clusterfs/mhg-data/yaoshen/GSCDB/qchem_inputs/V30_C2H2_Ar_2+.in,19d9af13e34dc9a4f5ce9a908eebb25e24b36da7323522b7701a9e792e2153d8,fd22b596fd6b5fde41290234bc634ffaaa8a4197f6b2988db8148b596bc4aebb,DEF2-QZVPPD,rimp2-def2-QZVPPD,,0,1,5,0,32,0,85,271,157,627,not_applicable
V30_C2H2_Ar_2-,gscdb137,/clusterfs/mhg-data/yaoshen/GSCDB/qchem_inputs/V30_C2H2_Ar_2-.in,68acea70792d5a8d00eb2a967f996e669d714cf51bc6734bd7d22aa07a1d5911,0becdb6269bf3950cd2aa0d1c1b5f76edcbb570e197f19c6020cc502e4837ecd,DEF2-QZVPPD,rimp2-def2-QZVPPD,,0,1,5,0,32,0,85,271,157,627,not_applicable
V30_C2H2_Ar_3+,gscdb137,/clusterfs/mhg-data/yaoshen/GSCDB/qchem_inputs/V30_C2H2_Ar_3+.in,df9bbe982a28ad9ca574ae156c441287da5e27685e67cad2be2aa304ce8494fb,10084565d0b08424bd65ed658df0a4f6a6274e47ac5445415d53fae3414fb96f,DEF2-QZVPPD,rimp2-def2-QZVPPD,,0,1,5,0,32,0,85,271,157,627,not_applicable
V30_C2H2_Ar_3-,gscdb137,/clusterfs/mhg-data/yaoshen/GSCDB/qchem_inputs/V30_C2H2_Ar_3-.in,2fd2e509cbfa534f9120a70ecb06e6a3b4352265d2b2184f198e79f67fa72347,23d05e2e6ce7fe564a087d7c8e2847953b7efe375a0573811be9d55ccd942001,DEF2-QZVPPD,rimp2-def2-QZVPPD,,0,1,5,0,32,0,85,271,157,627,not_applicable
V30_C2H2_Ar_4+,gscdb137,/clusterfs/mhg-data/yaoshen/GSCDB/qchem_inputs/V30_C2H2_Ar_4+.in,2176471227f53883a0eb74dd9dea3aa8c4f7a844910c1cc2c9a7a89671515cee,40c6851733e85ee167eb370f528d713297b7c20b06aaefee43c24a203544000b,DEF2-QZVPPD,rimp2-def2-QZVPPD,,0,1,5,0,32,0,85,271,157,627,not_applicable
V30_C2H2_Ar_4-,gscdb137,/clusterfs/mhg-data/yaoshen/GSCDB/qchem_inputs/V30_C2H2_Ar_4-.in,dad5ca9dbf614bac51a625ad95ed819c62dc6745e305f8f2acc4da544e043e1a,53b9c12bf7889b579f886e422b7b4453aa4a6c5b50a5dc9d0be4e56aefcc8cc1,DEF2-QZVPPD,rimp2-def2-QZVPPD,,0,1,5,0,32,0,85,271,157,627,not_applicable
V30_C2H2_Ar_5+,gscdb137,/clusterfs/mhg-data/yaoshen/GSCDB/qchem_inputs/V30_C2H2_Ar_5+.in,c5599861478ad02c31b324055825801037ed9085dae5e07562954e81bbf2172e,0a98dc09ffc720dce24c7be8ccf8a37fa3e438f8132a060179dfb3518c15f07d,DEF2-QZVPPD,rimp2-def2-QZVPPD,,0,1,5,0,32,0,85,271,157,627,not_applicable
V30_C2H2_Ar_5-,gscdb137,/clusterfs/mhg-data/yaoshen/GSCDB/qchem_inputs/V30_C2H2_Ar_5-.in,c958d364aab25231a5fddf591ceb15330d307c3038bed308fc4265bcdf592958,5dc6ef91bf20f02798ebbbd9c44cfef00443a001b2d5feff8be1e91cbf9b3379,DEF2-QZVPPD,rimp2-def2-QZVPPD,,0,1,5,0,32,0,85,271,157,627,not_applicable
V30_C2H2_Ar_6+,gscdb137,/clusterfs/mhg-data/yaoshen/GSCDB/qchem_inputs/V30_C2H2_Ar_6+.in,cfbfddb5be05f75a2634b364ed2723b1e8b086a488d5346090522eb025d0f1aa,8a9ea305abab131feb038203f0480e4cdb16112c8ea2784056d8aa87563ca9fe,DEF2-QZVPPD,rimp2-def2-QZVPPD,,0,1,5,0,32,0,85,271,157,627,not_applicable
V30_C2H2_Ar_6-,gscdb137,/clusterfs/mhg-data/yaoshen/GSCDB/qchem_inputs/V30_C2H2_Ar_6-.in,4e8d2605a1f8730695790d93e5cbbb55190947714b1f54235a8754a0e1e983a2,fe48b604824d60cd2f67cc3c9f0a55073a747377797bde464a2a111bce4d79d7,DEF2-QZVPPD,rimp2-def2-QZVPPD,,0,1,5,0,32,0,85,271,157,627,not_applicable
V30_C2H2_Ar_7+,gscdb137,/clusterfs/mhg-data/yaoshen/GSCDB/qchem_inputs/V30_C2H2_Ar_7+.in,92b6b13e48f5c4e9e96e39eb2e179e9f0967be2be04ef1a44264fb94d3fae2f2,4561cd1f4e07b7b9db95582da0783cba25b4bca3cb129baa8d53fc2e0ca80059,DEF2-QZVPPD,rimp2-def2-QZVPPD,,0,1,5,0,32,0,85,271,157,627,not_applicable
V30_C2H2_Ar_7-,gscdb137,/clusterfs/mhg-data/yaoshen/GSCDB/qchem_inputs/V30_C2H2_Ar_7-.in,136f15314668fe84e63e54a96e7767b57d432cc446312b809f3470b5793bf60f,ad52bdfd5973c1f5166b4bc7318ac3cd045f9ec88b206c328c1ac464d0abc44b,DEF2-QZVPPD,rimp2-def2-QZVPPD,,0,1,5,0,32,0,85,271,157,627,not_applicable
V30_C2H2_Ar_8+,gscdb137,/clusterfs/mhg-data/yaoshen/GSCDB/qchem_inputs/V30_C2H2_Ar_8+.in,60d15eaaffde4bb25b184cf71ac5b530b936d6ccb204b60402c2d6c5098392a2,5e3c91122c32192ae7a04afc38f8c56d460cf412fb06ea94b1e787da7ac95926,DEF2-QZVPPD,rimp2-def2-QZVPPD,,0,1,5,0,32,0,85,271,157,627,not_applicable
V30_C2H2_Ar_8-,gscdb137,/clusterfs/mhg-data/yaoshen/GSCDB/qchem_inputs/V30_C2H2_Ar_8-.in,98fd7c046c9118c7a7465df213adf047247d4a94ce951ce68e4e06808b08f715,a57cf105c6fe448639ee73eb31aeff3fc71a254bd2f359133c13661b84129879,DEF2-QZVPPD,rimp2-def2-QZVPPD,,0,1,5,0,32,0,85,271,157,627,not_applicable
V30_C2H2_C2H2,gscdb137,/clusterfs/mhg-data/yaoshen/GSCDB/qchem_inputs/V30_C2H2_C2H2.in,238251db9e1964089643c3ec460be8759df80212b6385f797cf93476218f5b07,a9402169f88bad2cfc3ef959b2517cee069bc97c9a79bb48626ca7520c9a4450,DEF2-QZVPPD,rimp2-def2-QZVPPD,,0,1,8,0,28,0,120,384,224,888,not_applicable
V30_C2H2_C2H2_1+,gscdb137,/clusterfs/mhg-data/yaoshen/GSCDB/qchem_inputs/V30_C2H2_C2H2_1+.in,2ccf4c3d74fad68e4fd9af659562583cfcde113e93530f2be515cb68ae375d09,f1b91407e7ec7fcde5b119a9b396d9a0ea65bf9952a423d877ccd88403ce0484,DEF2-QZVPPD,rimp2-def2-QZVPPD,,0,1,8,0,28,0,120,384,224,888,not_applicable
V30_C2H2_C2H2_1-,gscdb137,/clusterfs/mhg-data/yaoshen/GSCDB/qchem_inputs/V30_C2H2_C2H2_1-.in,675f807d5373c8fa522b1497d6c468d6bc93d264a9530ef9524ae7d09f23c4c8,44fac39d9076f40f4d012da0f41e9ab5ca4b56162cdbcf52171af043a4995078,DEF2-QZVPPD,rimp2-def2-QZVPPD,,0,1,8,0,28,0,120,384,224,888,not_applicable
V30_C2H2_C2H2_10+,gscdb137,/clusterfs/mhg-data/yaoshen/GSCDB/qchem_inputs/V30_C2H2_C2H2_10+.in,fe8a09debad83e492de5b8396a0c37e0ffca59caea74d70e23d4b25d594899c6,7cfec5aec9ebb4d342168d7f04ba4a1298bbb0f9e7128890ef6e9f84288eb8a8,DEF2-QZVPPD,rimp2-def2-QZVPPD,,0,1,8,0,28,0,120,384,224,888,not_applicable
V30_C2H2_C2H2_10-,gscdb137,/clusterfs/mhg-data/yaoshen/GSCDB/qchem_inputs/V30_C2H2_C2H2_10-.in,c210b01c0824090aef3dbfaaad82df77eba6a0d49924ca23504ab209346bafc7,64d5005906cc6a4bd0959ac6c86fb450b673fc9f80550f9b97183b4bdb35212c,DEF2-QZVPPD,rimp2-def2-QZVPPD,,0,1,8,0,28,0,120,384,224,888,not_applicable
V30_C2H2_C2H2_11+,gscdb137,/clusterfs/mhg-data/yaoshen/GSCDB/qchem_inputs/V30_C2H2_C2H2_11+.in,ecbab2ed315250a93030df478ad0507330ffd5b161159561b5b0d9cb9131d253,6c020bedb0d7b6e773845ef7f2ffac438a20e58c8f6e3e8c363cf2200ac74391,DEF2-QZVPPD,rimp2-def2-QZVPPD,,0,1,8,0,28,0,120,384,224,888,not_applicable
V30_C2H2_C2H2_11-,gscdb137,/clusterfs/mhg-data/yaoshen/GSCDB/qchem_inputs/V30_C2H2_C2H2_11-.in,5173df70769bee2ba9a682f0b330a03ef12d67fe982981ebe0ce017eda9b13dd,76ab66d70bbdeb1784f00ff38592340072b2480a913ce8db897e60617fb1b5f9,DEF2-QZVPPD,rimp2-def2-QZVPPD,,0,1,8,0,28,0,120,384,224,888,not_applicable
V30_C2H2_C2H2_12+,gscdb137,/clusterfs/mhg-data/yaoshen/GSCDB/qchem_inputs/V30_C2H2_C2H2_12+.in,de5c3c1d131660f4b372bca87c25b45ed25490387a5602ff6f5ba60311c5e1e5,104e1e586cec971ff945672a1568d5ba4f907ae00a6c2dd48da283d1d69b7cc8,DEF2-QZVPPD,rimp2-def2-QZVPPD,,0,1,8,0,28,0,120,384,224,888,not_applicable
V30_C2H2_C2H2_12-,gscdb137,/clusterfs/mhg-data/yaoshen/GSCDB/qchem_inputs/V30_C2H2_C2H2_12-.in,22d32664203a17cc9f4e4436ae7ff54f066d460719a6927d00555526fd85ba0c,5f9358bb4df84cfa9a9ba28581ef8658bccd202e8e2adebadc59540e6d16b0d2,DEF2-QZVPPD,rimp2-def2-QZVPPD,,0,1,8,0,28,0,120,384,224,888,not_applicable
V30_C2H2_C2H2_13+,gscdb137,/clusterfs/mhg-data/yaoshen/GSCDB/qchem_inputs/V30_C2H2_C2H2_13+.in,e51e33572b12262291d9152f1c6157a6a43d516af92ed022c9776971bd618380,abcf4d4b3f346921f7bd3ba9f160b872c9b972139de0a7f31e272cd4b132db9d,DEF2-QZVPPD,rimp2-def2-QZVPPD,,0,1,8,0,28,0,120,384,224,888,not_applicable
V30_C2H2_C2H2_13-,gscdb137,/clusterfs/mhg-data/yaoshen/GSCDB/qchem_inputs/V30_C2H2_C2H2_13-.in,58bb32d5f869102fba264e2bba1de94799e0fdddb3a894fab069802dfbc2e2b6,589fc49775f8e267ca021e6a448328a12eb43a124601349b9f5847c9ed82b88b,DEF2-QZVPPD,rimp2-def2-QZVPPD,,0,1,8,0,28,0,120,384,224,888,not_applicable
V30_C2H2_C2H2_14+,gscdb137,/clusterfs/mhg-data/yaoshen/GSCDB/qchem_inputs/V30_C2H2_C2H2_14+.in,4f93a77c0998f5d035a358afd4872be42fa06fd396a20d9a943df73928698af0,63be64e4674c0b9cc1bdc612dffae94fce848dae0722c20b48ea3e76527e6558,DEF2-QZVPPD,rimp2-def2-QZVPPD,,0,1,8,0,28,0,120,384,224,888,not_applicable
V30_C2H2_C2H2_14-,gscdb137,/clusterfs/mhg-data/yaoshen/GSCDB/qchem_inputs/V30_C2H2_C2H2_14-.in,5438253812077f6b06fda09c94b439e69f26b6117afe3bacdaa997edc5cbff12,ca1e4ee8100b15f8728d97593ecdf8963ab32bef0408a0bea05fcc1bd8ac1144,DEF2-QZVPPD,rimp2-def2-QZVPPD,,0,1,8,0,28,0,120,384,224,888,not_applicable
V30_C2H2_C2H2_15+,gscdb137,/clusterfs/mhg-data/yaoshen/GSCDB/qchem_inputs/V30_C2H2_C2H2_15+.in,376257b3a59b544f347e70f87552c0fbc02c1439ae96af0b48d5be1dc03a90fe,5e50259a0f7e4d81e146266edce730059908846b0124a0d54b65c80a13e2b8d3,DEF2-QZVPPD,rimp2-def2-QZVPPD,,0,1,8,0,28,0,120,384,224,888,not_applicable
V30_C2H2_C2H2_15-,gscdb137,/clusterfs/mhg-data/yaoshen/GSCDB/qchem_inputs/V30_C2H2_C2H2_15-.in,5215cd016d01ef274cdd3689f8bbd1feb9b6787edb58be270852dcbfe12e46ea,b8f891743997a12a0ace9798fe35295b90e95cfd5d0440c6113a8a3d155f1c6a,DEF2-QZVPPD,rimp2-def2-QZVPPD,,0,1,8,0,28,0,120,384,224,888,not_applicable
V30_C2H2_C2H2_16+,gscdb137,/clusterfs/mhg-data/yaoshen/GSCDB/qchem_inputs/V30_C2H2_C2H2_16+.in,2e5023a6f88e005ff1b4779dc2af8bace583801875eed82491d6e37343ab2030,c2d3076c111deac8d8052a6cbdc4fbc99c005340d7e897e51529285633fd49b4,DEF2-QZVPPD,rimp2-def2-QZVPPD,,0,1,8,0,28,0,120,384,224,888,not_applicable
V30_C2H2_C2H2_16-,gscdb137,/clusterfs/mhg-data/yaoshen/GSCDB/qchem_inputs/V30_C2H2_C2H2_16-.in,d3dcb2896ae6c0ea413d2b16873c7037bd0babcad3111a8c9b7d2dad6b83562b,9f326cbf5e9a8ee02aa3c1f40daa5b00e8c1f55177a2c38c764061e0fdd30970,DEF2-QZVPPD,rimp2-def2-QZVPPD,,0,1,8,0,28,0,120,384,224,888,not_applicable
V30_C2H2_C2H2_17+,gscdb137,/clusterfs/mhg-data/yaoshen/GSCDB/qchem_inputs/V30_C2H2_C2H2_17+.in,927f2d3c730cbe166758c808c4f6a940c95a3fed44ad4918c2ec93d6175702be,147a827b65f5e7308226b633cca96afe7ffaa6d6709ad41a2c3db46513c8328d,DEF2-QZVPPD,rimp2-def2-QZVPPD,,0,1,8,0,28,0,120,384,224,888,not_applicable
V30_C2H2_C2H2_17-,gscdb137,/clusterfs/mhg-data/yaoshen/GSCDB/qchem_inputs/V30_C2H2_C2H2_17-.in,3d7f32b0b03ce16521fc412be88a24fa7c9ee8fdf6ebded57cc59fa1edbd4b62,f293922654d473617b921f8bcd7a4fe64bbac19e6986c2427aed263cf438e2df,DEF2-QZVPPD,rimp2-def2-QZVPPD,,0,1,8,0,28,0,120,384,224,888,not_applicable
V30_C2H2_C2H2_2+,gscdb137,/clusterfs/mhg-data/yaoshen/GSCDB/qchem_inputs/V30_C2H2_C2H2_2+.in,a3592588d16918b8ed486b683622b6bbe9eb97a826a8c4416d88f1d11e43e428,b34916426ae08f2f59ce6de14b6da44317232549aec41eefcc39c8cf84be8eac,DEF2-QZVPPD,rimp2-def2-QZVPPD,,0,1,8,0,28,0,120,384,224,888,not_applicable
V30_C2H2_C2H2_2-,gscdb137,/clusterfs/mhg-data/yaoshen/GSCDB/qchem_inputs/V30_C2H2_C2H2_2-.in,f88a3754010b458e8c066b8c838f3dd973c424dee03cee42c9ee4866980609f6,7e0ed206ec355917e5d3b49656424b80485770e90ec25feec67ff355fd4d9eda,DEF2-QZVPPD,rimp2-def2-QZVPPD,,0,1,8,0,28,0,120,384,224,888,not_applicable
V30_C2H2_C2H2_3+,gscdb137,/clusterfs/mhg-data/yaoshen/GSCDB/qchem_inputs/V30_C2H2_C2H2_3+.in,8d3238f05581d3ec8f2fd194bc4c131e937ac7c6bf80bca60c875c81058c893e,8d1d5d8a9db9c8c73185d0d104d29664bdbaa6aa24970e836228b4291d4c810a,DEF2-QZVPPD,rimp2-def2-QZVPPD,,0,1,8,0,28,0,120,384,224,888,not_applicable
V30_C2H2_C2H2_3-,gscdb137,/clusterfs/mhg-data/yaoshen/GSCDB/qchem_inputs/V30_C2H2_C2H2_3-.in,51f1fd66af28de80bed77011e8dd7affafc658e0778378496468e785f494b9e1,b947b2bcdb836129626527e7207de1a766f3ecd997496fa65224349b35f1b237,DEF2-QZVPPD,rimp2-def2-QZVPPD,,0,1,8,0,28,0,120,384,224,888,not_applicable
V30_C2H2_C2H2_4+,gscdb137,/clusterfs/mhg-data/yaoshen/GSCDB/qchem_inputs/V30_C2H2_C2H2_4+.in,0e38c7f0afacd978214b6404fff79138d2f7222f2edf4aa308586cb349619346,0d4ab94ed6e1fa7b8d6de55ea7dbe19d7616d3f0bcb90aaedecc5e7a4bfc5426,DEF2-QZVPPD,rimp2-def2-QZVPPD,,0,1,8,0,28,0,120,384,224,888,not_applicable
V30_C2H2_C2H2_4-,gscdb137,/clusterfs/mhg-data/yaoshen/GSCDB/qchem_inputs/V30_C2H2_C2H2_4-.in,ce8d1f7d51da889c9531fc08bddd672b44c7010f9308d9ed6a593cd32b06a308,a21c3730e007b398ff82528a216974a7d6218f9fa62fa1b7f48f2f2282924189,DEF2-QZVPPD,rimp2-def2-QZVPPD,,0,1,8,0,28,0,120,384,224,888,not_applicable
V30_C2H2_C2H2_5+,gscdb137,/clusterfs/mhg-data/yaoshen/GSCDB/qchem_inputs/V30_C2H2_C2H2_5+.in,cf0125e83b33e60fcc1e2928af90d8399e02cd4ce0d974e51a48e1a612a88b0d,bd7779aa1961ca752204a7f9c3f2628b7114a28b5273d332f4841cdd4ab0c8cd,DEF2-QZVPPD,rimp2-def2-QZVPPD,,0,1,8,0,28,0,120,384,224,888,not_applicable
V30_C2H2_C2H2_5-,gscdb137,/clusterfs/mhg-data/yaoshen/GSCDB/qchem_inputs/V30_C2H2_C2H2_5-.in,d5a170d820f85625b33fe356c55dc4694a4883724b9205b423c5a9363e735608,c91e52cd152cc274c7b30dd16cebe8fe2c09cea4db5eb25975ea820e896da110,DEF2-QZVPPD,rimp2-def2-QZVPPD,,0,1,8,0,28,0,120,384,224,888,not_applicable
V30_C2H2_C2H2_6+,gscdb137,/clusterfs/mhg-data/yaoshen/GSCDB/qchem_inputs/V30_C2H2_C2H2_6+.in,416fa39a945ecebc42d83d73475e5cd11eb7aa5db62a97b42894fef4aa5dce67,b513c96dddc4038aa9cddc737241d866161c8f5b35383f730e8fa50e08b259a0,DEF2-QZVPPD,rimp2-def2-QZVPPD,,0,1,8,0,28,0,120,384,224,888,not_applicable
V30_C2H2_C2H2_6-,gscdb137,/clusterfs/mhg-data/yaoshen/GSCDB/qchem_inputs/V30_C2H2_C2H2_6-.in,ddbed5716db5d1f71319c5f79021f9632b3114e3e75a86c796b447d91d2558e5,e14a09ac4a8db23e3212b5c1fe8eb73bbb59793c4c6588d7ff533dfc1f5e58db,DEF2-QZVPPD,rimp2-def2-QZVPPD,,0,1,8,0,28,0,120,384,224,888,not_applicable
V30_C2H2_C2H2_7+,gscdb137,/clusterfs/mhg-data/yaoshen/GSCDB/qchem_inputs/V30_C2H2_C2H2_7+.in,e797dde7bc1c102f0b0ec2835fde44cbfbb9824fcc8ca055dd46a60763be509d,816aa4fdab80db7a7ccffcfa6bda65e231b0b44c33ecd80aeb1bb3781be90f70,DEF2-QZVPPD,rimp2-def2-QZVPPD,,0,1,8,0,28,0,120,384,224,888,not_applicable
V30_C2H2_C2H2_7-,gscdb137,/clusterfs/mhg-data/yaoshen/GSCDB/qchem_inputs/V30_C2H2_C2H2_7-.in,b272ea12508b393136a895948a635d66abfeddfb9f660d9a1d1daa33080553dc,7f655eafb9f8e0646d8d23101c7840a668086bbd3e57afaf3aad230bf4ab70ee,DEF2-QZVPPD,rimp2-def2-QZVPPD,,0,1,8,0,28,0,120,384,224,888,not_applicable
V30_C2H2_C2H2_8+,gscdb137,/clusterfs/mhg-data/yaoshen/GSCDB/qchem_inputs/V30_C2H2_C2H2_8+.in,8eaa468131c995b0a81c9a970459c30a14a673661ae3d1f3d29c85c0589a076c,9e5cd0f7a177b88f8327761e08a2734d4b707e6213e7e9d214c1e3555820468c,DEF2-QZVPPD,rimp2-def2-QZVPPD,,0,1,8,0,28,0,120,384,224,888,not_applicable
V30_C2H2_C2H2_8-,gscdb137,/clusterfs/mhg-data/yaoshen/GSCDB/qchem_inputs/V30_C2H2_C2H2_8-.in,581e819b629fcccc1eafbf19fc51754b62cbe0b65e9d8e509f21e134da551aff,19dce5a8761362a210389a7058393005186aa11342174f0159ffbcc3d939b36d,DEF2-QZVPPD,rimp2-def2-QZVPPD,,0,1,8,0,28,0,120,384,224,888,not_applicable
